"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"BIR194305301","sharp101","MEM","1","7","value","24","4","0","0","0","0","","","","","1","19430530","1","BIR01","BIR","l","regular","y"
"BIR194305302","sharp101","MEM","1","7","value","18","1","0","0","0","0","","","","","1","19430530","2","BIR01","BIR","l","regular","y"
"BIR194305312","sharp101","MEM","1","2","value","15","","","0","","0","","","","","1","19430531","2","MTG01","BIR","l","regular",""
"CVB194306050","sharp101","MEM","1","1","value","24","","","0","","0","0","","","","1","19430605","0","IND10","CVB","l","regular",""
"MEM194307260","sharp101","MEM","1","1","value","","","","0","","0","0","","","","","19430726","0","MEM02","CVB","l","regular",""
"CVB194308011","sharp101","MEM","1","7","value","24","5","0","0","0","0","","","","","1","19430801","1","CLE06","CVB","l","exhibition","y"
"CVB194308012","sharp101","MEM","1","7","value","18","2","0","0","0","0","","","","","1","19430801","2","CLE06","CVB","l","exhibition","y"
"CVB194308040","sharp101","MEM","1","1","value","10","0","1","0","0","0","","","","","1","19430804","0","ERI01","CVB","w","regular","y"
"CAG194309080","sharp101","MEM","1","1","value","6","0","0","0","0","0","","","","","","19430908","0","MIL03","CAG","l","regular","y"
"BIR194404021","sharp101","CAG","1","1","value","","","","0","","0","0","","","","","19440402","1","BIR01","BIR","l","exhibition",""
"MEM194404070","sharp101","MEM","1","1","value","","","","0","","0","0","","","","","19440407","0","MEM02","CVB","w","exhibition",""
"MEM194404180","sharp101","MEM","1","1","value","","","","0","","0","0","","","","1","19440418","0","FTW01","CAG","w","exhibition",""
"KCM194405030","sharp101","MEM","1","3","value","","2","0","0","0","0","","","","","","19440503","0","OKC02","KCM","l","exhibition","y"
"KCM194405110","sharp101","MEM","1","1","value","","","","0","","0","0","","","","1","19440511","0","DAL01","KCM","w","regular",""
"KCM194405281","sharp101","CAG","1","1","value","14","0","3","0","0","0","","","","","","19440528","1","KAN05","KCM","l","regular","y"
"KCM194406010","sharp101","CAG","1","1","value","24","","","0","0","0","","","","","1","19440601","0","DAV01","KCM","l","regular","y"
"CVB194406252","sharp101","CAG","1","1","value","7","1","1","0","0","0","","","","","1","19440625","2","CLE06","CVB","l","regular","y"
"CVB194406291","sharp101","CAG","1","1","value","6","","","0","","0","0","","","","","19440629","1","SYR04","CVB","l","regular",""
"CAG194407021","sharp101","CAG","1","1","value","0","","","0","0","0","","","","","","19440702","1","DET04","MEM","l","regular","y"
