"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"NNL193709261","welmr101","NNL","9","3","value","0","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19370926","1","BAL09","NAL","L","allstar","y"
"NNL193709261","welmr101","NNL","9","3","lower","0","0","0","0","0","0","","0","","0","","","","0","","","","","","","19370926","1","BAL09","NAL","L","allstar","y"
"NNL193709261","welmr101","NNL","9","3","upper","0","0","0","0","0","0","","0","","0","","","","0","","","","","","","19370926","1","BAL09","NAL","L","allstar","y"
"NAL193709270","welmr101","NNL","","","value","","","","","","","","","","","","","","","","","","","","","19370927","0","NYC23","NAL","W","allstar",""
"NAL193709270","welmr101","NNL","","","lower","","","","","","","","","","","","","","","","","","","","","19370927","0","NYC23","NAL","W","allstar",""
"NAL193709270","welmr101","NNL","","","upper","","","","","","","","","","","","","","","","","","","","","19370927","0","NYC23","NAL","W","allstar",""
"ATN193804240","welmr101","HOM","9","1","value","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19380424","0","ATL04","ATN","W","exhibition","y"
"ATN193804240","welmr101","HOM","9","1","lower","1","0","1","0","0","0","0","0","","0","0","0","0","0","","","0","","","","19380424","0","ATL04","ATN","W","exhibition","y"
"ATN193804240","welmr101","HOM","9","1","upper","1","0","1","0","0","0","0","0","","0","0","0","0","0","","","0","","","","19380424","0","ATL04","ATN","W","exhibition","y"
"HOM193909090","welmr101","PH5","","","value","","","","","","","","","","","","","","","","","","","","","19390909","0","HOM01","HOM","W","divisionseries",""
"HOM193909090","welmr101","PH5","","","lower","","","","","","","","","","","","","","","","","","","","","19390909","0","HOM01","HOM","W","divisionseries",""
"HOM193909090","welmr101","PH5","","","upper","","","","","","","","","","","","","","","","","","","","","19390909","0","HOM01","HOM","W","divisionseries",""
"PH5193909130","welmr101","PH5","9","1","value","4","1","2","0","0","0","0","0","","0","0","","","0","","","","","","","19390913","0","PHI17","HOM","W","divisionseries","y"
