"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"HOM194405071","battr102","HOM","1","5","value","27","1","3","1","0","0","","","","","1","19440507","1","WAS09","NY5","w","regular","y"
"BLG194405130","battr102","HOM","1","5","value","27","2","3","0","0","0","","","","","1","19440513","0","HRB01","BLG","w","regular","y"
"BLG194405141","battr102","HOM","1","5","value","","","","0","0","0","","","","","","19440514","1","BAL14","BLG","l","regular","y"
"NW2194405211","battr102","HOM","1","5","value","27","0","1","0","0","0","","","","","1","19440521","1","NYC15","NW2","w","regular","y"
"NW2194405212","battr102","HOM","1","5","value","27","0","0","0","0","0","","","","","1","19440521","2","NYC15","NW2","w","regular","y"
"BLG194405240","battr102","HOM","1","5","value","","","","0","0","0","","","","","1","19440524","0","BAL14","BLG","w","regular","y"
"HOM194405250","battr102","HOM","1","5","value","27","","","0","0","0","","","","","1","19440525","0","WAS09","PH5","w","regular","y"
"HOM194406031","battr102","HOM","1","5","value","","0","0","0","0","0","","","","","","19440603","1","PIT06","NY6","w","regular","y"
"HOM194406080","battr102","HOM","1","5","value","","","","0","0","0","","","","","1","19440608","0","WAS09","BIR","l","exhibition","y"
"HOM194406112","battr102","HOM","1","5","value","18","","","0","0","0","","","","","1","19440611","2","WAS09","BIR","w","exhibition","y"
"HOM194406120","battr102","HOM","1","5","value","27","1","1","1","0","0","","","","","1","19440612","0","HRB01","BIR","w","exhibition","y"
"HOM194406130","battr102","HOM","1","5","value","27","","","0","0","0","","","","","1","19440613","0","PIT06","BIR","w","exhibition","y"
"HOM194406181","battr102","HOM","1","5","value","27","1","3","0","0","0","","","","","1","19440618","1","PIT06","NW2","w","regular","y"
"HOM194406190","battr102","HOM","1","5","value","","2","1","0","0","0","","","","","1","19440619","0","HRB01","NW2","l","regular","y"
"PH5194406240","battr102","HOM","1","5","value","18","0","3","0","0","0","","","","","1","19440624","0","PHI17","PH5","w","exhibition","y"
"HOM194406251","battr102","HOM","1","5","value","27","1","","0","0","0","","","","","1","19440625","1","WAS09","KCM","w","exhibition","y"
"HOM194406270","battr102","HOM","1","5","value","27","1","2","0","0","0","","","","","1","19440627","0","HRB01","BLG","w","regular","y"
"HOM194406290","battr102","HOM","1","5","value","27","","","0","","0","0","","","","1","19440629","0","NOR02","KCM","w","exhibition",""
"NW2194407021","battr102","HOM","1","5","value","","","","0","0","0","","","","","1","19440702","1","NWK04","NW2","l","regular","y"
"HOM194407042","battr102","HOM","1","5","value","27","","","0","0","0","","","","","1","19440704","2","WAS09","BLG","l","regular","y"
"HOM194407110","battr102","HOM","1","5","value","27","2","0","0","0","0","","","","","1","19440711","0","ALT02","NY6","l","regular","y"
"HOM194407120","battr102","HOM","1","5","value","27","1","3","0","0","0","","","","","1","19440712","0","HRB01","NY6","w","regular","y"
"NY6194407160","battr102","HOM","1","5","value","24","0","2","0","0","0","","","","","1","19440716","0","NYC14","NY6","t","regular","y"
"BLG194407181","battr102","HOM","1","5","value","27","2","5","0","0","0","","","","","1","19440718","1","PHI11","BLG","w","regular","y"
