"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"NYL191307180","dougc102","CAG","1","1","value","24","","","0","","0","0","19130718","0","NYC22","NYL","L","championship",""
"NYL191307180","dougc102","CAG","1","1","lower","24","","","0","","0","0","19130718","0","NYC22","NYL","L","championship",""
"NYL191307180","dougc102","CAG","1","1","upper","24","","","0","","0","0","19130718","0","NYC22","NYL","L","championship",""
"NYL191307190","dougc102","CAG","1","1","value","","","","0","","0","0","19130719","0","NYC22","NYL","T","championship",""
"NYL191307190","dougc102","CAG","1","1","lower","","","","0","","0","0","19130719","0","NYC22","NYL","T","championship",""
"NYL191307190","dougc102","CAG","1","1","upper","","","","0","","0","0","19130719","0","NYC22","NYL","T","championship",""
"NYL191307201","dougc102","CAG","1","9","value","11","0","0","0","0","0","0","19130720","1","NYC22","NYL","L","championship","y"
"NYL191307201","dougc102","CAG","1","9","lower","11","0","0","0","0","0","0","19130720","1","NYC22","NYL","L","championship","y"
"NYL191307201","dougc102","CAG","1","9","upper","11","1","4","0","0","0","0","19130720","1","NYC22","NYL","L","championship","y"
"NYL191307202","dougc102","CAG","1","1","value","23","1","4","0","1","0","0","19130720","2","NYC22","NYL","W","championship","y"
"NYL191307202","dougc102","CAG","1","1","lower","23","1","4","0","0","0","0","19130720","2","NYC22","NYL","W","championship","y"
"NYL191307202","dougc102","CAG","1","1","upper","23","1","4","0","1","0","0","19130720","2","NYC22","NYL","W","championship","y"
