"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"NYL191307190","gateb101","CAG","1","1","value","","","","0","","0","0","","","","","19130719","0","NYC22","NYL","t","championship",""
"NYL191307202","gateb101","CAG","1","1","value","3","0","0","0","0","0","","","","","","19130720","2","NYC22","NYL","w","championship","y"
"CAG191307280","gateb101","CAG","1","1","value","27","0","4","1","1","0","","","","","1","19130728","0","CHI09","NYL","l","championship","y"
"CAG191307300","gateb101","CAG","1","1","value","26","1","1","0","0","0","","","","","0","19130730","0","CHI09","NYL","w","championship","y"
"CAG191308022","gateb101","CAG","1","1","value","9","0","1","0","0","0","","","","","","19130802","2","CHI09","NYL","l","championship","y"
"CAG191308090","gateb101","CAG","1","1","value","9","0","0","0","0","0","","","","","","19130809","0","CHI09","NYL","l","championship","y"
"CAG191308130","gateb101","CAG","1","1","value","27","0","3","0","0","0","","","","","1","19130813","0","CHI09","NYL","l","championship","y"
"SLG192010050","gateb101","SLG","1","1","value","13","0","1","0","0","0","","","","","0","19201005","0","STL11","SLN","l","exhibition","y"
"DT1192105070","gateb101","DT1","1","1","value","6","0","3","0","1","0","","","","","0","19210507","0","DET07","ACY","w","exhibition","y"
"DT1192106060","gateb101","DT1","1","1","value","27","0","0","0","0","0","","","","","","19210606","0","DET07","CNN","w","regular","y"
"CB1192107090","gateb101","DT1","1","1","value","11","0","2","0","0","0","","","","","","19210709","0","COL04","CB1","l","regular","y"
"KCM192107250","gateb101","DT1","1","1","value","24","1","2","0","0","0","","","","","","19210725","0","KAN02","KCM","l","regular","y"
"KCM192308052","gateb101","ML4","1","1","value","15","0","0","0","0","0","","","","","","19230805","2","KAN05","KCM","l","regular","y"
