"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR194704160","popew101","HOM","2","value","","","","","","","","3","","","","","","","","","","","","","","1","","","","","19470416","0","BIR01","BIR","l","exhibition",""
"BIR194704160","popew101","HOM","2","lower","6","","","","","","","","","","","","","","","","","","","","","","","","","","19470416","0","BIR01","BIR","l","exhibition",""
"BIR194704160","popew101","HOM","2","upper","8","","","","","","","","","","","","","","","","","","","","","","","","","","19470416","0","BIR01","BIR","l","exhibition",""
"NY5194704200","popew101","HOM","1","value","18","","23","4","0","0","0","1","","3","0","2","0","0","0","","0","","","","","","","1","","","19470420","0","NYC16","NY5","t","exhibition","y"
"HOM194705031","popew101","HOM","1","value","24","","36","10","0","0","0","1","","2","0","8","0","0","0","1","0","","","","","1","","1","","","19470503","1","PIT06","NY6","l","regular","y"
"BLG194705112","popew101","HOM","1","value","12","","17","4","","0","0","2","","1","0","8","0","0","0","0","","","","","","","","1","","","19470511","2","BAL14","BLG","w","regular","y"
"CVB194705150","popew101","HOM","2","value","9","","","","","","","0","0","","","","","","","","","","","","1","","","","","","19470515","0","COL05","CVB","w","exhibition",""
"NW2194705181","popew101","HOM","1","value","15","","26","6","0","0","1","4","","3","0","3","0","0","0","","0","","","","","","","1","","","19470518","1","NWK04","NW2","w","regular","y"
"HOM194705241","popew101","HOM","1","value","21","","28","6","","0","0","2","","2","0","3","0","0","0","0","","","","","1","","","1","","","19470524","1","PIT06","NY5","w","regular","y"
"NW2194705301","popew101","HOM","1","value","21","","33","8","0","0","1","4","4","3","0","4","0","0","0","2","0","","","","","1","","1","","","19470530","1","NYC15","NW2","l","regular","y"
"HOM194706050","popew101","HOM","1","value","15","","","","","","","3","","","","","","","","","","","","","","","","1","","","19470605","0","WAS09","NY6","l","regular",""
"HOM194706050","popew101","HOM","1","upper","21","","","","","","","9","","","","","","","","","","","","","","","","","","","19470605","0","WAS09","NY6","l","regular",""
"HOM194706081","popew101","HOM","3","value","2","","2","0","0","0","0","0","","0","0","0","0","0","0","0","0","","","","","","","","1","","19470608","1","WAS09","NW2","l","regular","y"
"HOM194707061","popew101","HOM","1","value","26","","41","8","0","0","0","4","","7","0","5","0","0","0","1","0","","","","1","","","1","","","19470706","1","WAS09","PH5","w","regular","y"
"HOM194707150","popew101","HOM","1","value","27","","40","8","0","0","0","4","","5","","6","0","0","1","0","","","","","","1","","1","","1","19470715","0","WIL04","NW2","l","regular","y"
"HOM194707201","popew101","HOM","1","value","9","","16","6","0","0","0","2","","1","0","","0","0","0","1","0","","","","","","","1","","","19470720","1","WAS09","NY6","l","regular","y"
"KCM194708020","popew101","HOM","1","value","24","","35","9","1","0","0","5","","2","","5","0","0","0","1","","","","","","1","","1","","1","19470802","0","KAN05","KCM","l","exhibition","y"
"BLG194708080","popew101","HOM","2","value","3","","7","1","","","0","3","","1","","0","0","0","0","0","","","","","","","","","1","","19470808","0","BAL14","BLG","l","regular","y"
"NY6194708171","popew101","HOM","2","value","6","","","","","","","1","","","","","","","","","","","","","","","","","","","19470817","1","NYC14","NY6","w","regular",""
"NY6194708171","popew101","HOM","2","upper","9","","","","","","","1","","","","","","","","","","","","","","","","","","","19470817","1","NYC14","NY6","w","regular",""
"BLG194708220","popew101","HOM","1","value","0","4","4","1","","0","0","4","","3","0","0","0","0","0","0","","","","","","1","","1","","","19470822","0","BAL14","BLG","l","regular","y"
"HOM194708241","popew101","HOM","1","value","27","","39","10","2","0","0","5","","3","","4","0","0","0","0","","","","","","1","","1","","1","19470824","1","WAS09","NW2","l","regular","y"
"HOM194708282","popew101","HOM","1","value","21","","","1","","","","1","","0","","9","","","","","","","","","1","","","1","","1","19470828","2","WAS09","NW2","w","regular",""
"HOM194709012","popew101","HOM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19470901","2","PIT06","PH5","l","regular",""
"BLG194709050","popew101","HOM","1","value","22","","30","7","","","0","2","","2","0","7","0","0","0","0","","","","","1","","","1","","","19470905","0","BAL14","BLG","w","regular","y"
"NY6194709081","popew101","HOM","1","value","24","","30","5","0","0","0","2","","2","","","0","0","0","0","","","","","","1","","1","","1","19470908","1","PHI11","NY6","l","regular","y"
"NW2194709142","popew101","HOM","1","value","18","","28","8","1","1","0","5","5","1","","7","0","1","0","2","","","","","","1","","1","","1","19470914","2","NYC15","NW2","l","regular","y"
