"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"KCM193510130","rearf101","MLS","6","1","value","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19351013","0","KAN05","KCM","L","exhibition","y"
"KCM193510130","rearf101","MLS","6","1","lower","3","0","0","0","0","0","0","0","","0","0","","","0","","","","","","","19351013","0","KAN05","KCM","L","exhibition","y"
"KCM193510130","rearf101","MLS","6","1","upper","3","0","0","0","0","0","0","0","","0","0","","","0","","","","","","","19351013","0","KAN05","KCM","L","exhibition","y"
