"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"NW2193606080","ruffl101","NW2","","","value","","","","","","","","","","","","","","","","","","","","","19360608","0","NBG01","NY6","L","exhibition",""
"NW2193606080","ruffl101","NW2","","","lower","","","","","","","","","","","","","","","","","","","","","19360608","0","NBG01","NY6","L","exhibition",""
"NW2193606080","ruffl101","NW2","","","upper","","","","","","","","","","","","","","","","","","","","","19360608","0","NBG01","NY6","L","exhibition",""
"PTC193609121","ruffl101","NW2","8","1","value","3","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19360912","1","PIT09","PTC","L","championship","y"
"PTC193609121","ruffl101","NW2","8","1","lower","","0","0","0","0","0","","0","","0","","","","0","","","","","","","19360912","1","PIT09","PTC","L","championship","y"
"PTC193609121","ruffl101","NW2","8","1","upper","","0","0","0","0","0","","0","","0","","","","0","","","","","","","19360912","1","PIT09","PTC","L","championship","y"
"PTC193609122","ruffl101","NW2","8","1","value","2","0","0","0","0","0","","0","","0","0","","","1","","","","","","","19360912","2","PIT09","PTC","T","championship","y"
"PTC193609122","ruffl101","NW2","8","1","lower","","0","0","0","0","0","","0","","0","","","","1","","","","","","","19360912","2","PIT09","PTC","T","championship","y"
"PTC193609122","ruffl101","NW2","8","1","upper","","0","0","0","0","0","","0","","0","","","","1","","","","","","","19360912","2","PIT09","PTC","T","championship","y"
"PTC193609131","ruffl101","NW2","8","1","value","3","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19360913","1","TOL05","PTC","L","championship","y"
"PTC193609131","ruffl101","NW2","8","1","lower","","0","0","0","0","0","","0","","0","","","","0","","","","","","","19360913","1","TOL05","PTC","L","championship","y"
"PTC193609131","ruffl101","NW2","8","1","upper","","0","0","0","0","0","","0","","0","","","","0","","","","","","","19360913","1","TOL05","PTC","L","championship","y"
"PTC193609132","ruffl101","NW2","8","1","value","2","0","0","0","0","0","","0","","0","1","","","0","","","","","","","19360913","2","TOL05","PTC","L","championship","y"
"PTC193609132","ruffl101","NW2","8","1","lower","","0","0","0","0","0","","0","","0","","","","0","","","","","","","19360913","2","TOL05","PTC","L","championship","y"
"PTC193609132","ruffl101","NW2","8","1","upper","","0","0","0","0","0","","0","","0","","","","0","","","","","","","19360913","2","TOL05","PTC","L","championship","y"
"PTC193609150","ruffl101","NW2","8","1","value","3","1","1","0","0","0","","0","","0","1","","","0","","","","","","","19360915","0","DAY03","PTC","W","championship","y"
"PTC193609150","ruffl101","NW2","8","1","lower","","1","1","0","0","0","","0","","0","","","","0","","","","","","","19360915","0","DAY03","PTC","W","championship","y"
"PTC193609150","ruffl101","NW2","8","1","upper","","1","1","0","0","0","","0","","0","","","","0","","","","","","","19360915","0","DAY03","PTC","W","championship","y"
"PH5193909130","ruffl101","PH5","8","1","value","0","0","0","0","0","0","0","0","","0","0","","","0","","","","","","","19390913","0","PHI17","HOM","W","divisionseries","y"
"PH5193909130","ruffl101","PH5","8","1","lower","0","0","0","0","0","0","","0","","0","","","","0","","","","","","","19390913","0","PHI17","HOM","W","divisionseries","y"
"PH5193909130","ruffl101","PH5","8","1","upper","0","0","0","0","0","0","","0","","0","","","","0","","","","","","","19390913","0","PHI17","HOM","W","divisionseries","y"
"PH5194005110","ruffl101","PH5","7","1","value","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","19400511","0","PHI17","BLG","L","regular","y"
"PH5194005110","ruffl101","PH5","7","1","lower","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","19400511","0","PHI17","BLG","L","regular","y"
"PH5194005110","ruffl101","PH5","7","1","upper","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","19400511","0","PHI17","BLG","L","regular","y"
"BLG194005122","ruffl101","PH5","8","1","value","2","1","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19400512","2","BAL09","BLG","L","regular","y"
"BLG194005122","ruffl101","PH5","8","1","lower","2","1","0","0","0","0","","0","","0","","","","0","","","0","","","","19400512","2","BAL09","BLG","L","regular","y"
"BLG194005122","ruffl101","PH5","8","1","upper","2","1","0","0","0","0","","0","","0","","","","0","","","0","","","","19400512","2","BAL09","BLG","L","regular","y"
"PH5194005181","ruffl101","PH5","8","1","value","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19400518","1","PHI17","NW2","W","regular","y"
"PH5194005181","ruffl101","PH5","8","1","lower","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19400518","1","PHI17","NW2","W","regular","y"
"PH5194005181","ruffl101","PH5","8","1","upper","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19400518","1","PHI17","NW2","W","regular","y"
"NW2194005191","ruffl101","PH5","8","1","value","3","1","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19400519","1","NWK04","NW2","L","regular","y"
"NW2194005191","ruffl101","PH5","8","1","lower","3","1","0","0","0","0","","0","","0","","","","0","","","0","","","","19400519","1","NWK04","NW2","L","regular","y"
"NW2194005191","ruffl101","PH5","8","1","upper","3","1","0","0","0","0","","0","","0","","","","0","","","0","","","","19400519","1","NWK04","NW2","L","regular","y"
"NW2194005192","ruffl101","PH5","8","1","value","3","0","2","0","0","0","","0","","0","0","0","","0","","","0","","","","19400519","2","NWK04","NW2","W","regular","y"
"NW2194005192","ruffl101","PH5","8","1","lower","3","0","2","0","0","0","","0","","0","","","","0","","","0","","","","19400519","2","NWK04","NW2","W","regular","y"
"NW2194005192","ruffl101","PH5","8","1","upper","3","0","2","0","0","0","","0","","0","","","","0","","","0","","","","19400519","2","NWK04","NW2","W","regular","y"
"PH5194005302","ruffl101","PH5","8","1","value","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400530","2","PHI17","NY6","L","regular","y"
"PH5194005302","ruffl101","PH5","8","1","lower","","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400530","2","PHI17","NY6","L","regular","y"
"PH5194005302","ruffl101","PH5","8","1","upper","","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400530","2","PHI17","NY6","L","regular","y"
"PH5194006011","ruffl101","PH5","1","3","value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19400601","1","PHI17","HOM","L","regular","y"
"PH5194006011","ruffl101","PH5","1","3","lower","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19400601","1","PHI17","HOM","L","regular","y"
"PH5194006011","ruffl101","PH5","1","3","upper","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19400601","1","PHI17","HOM","L","regular","y"
"PH5194006012","ruffl101","PH5","8","1","value","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19400601","2","PHI17","HOM","L","regular","y"
"PH5194006012","ruffl101","PH5","8","1","lower","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19400601","2","PHI17","HOM","L","regular","y"
"PH5194006012","ruffl101","PH5","8","1","upper","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19400601","2","PHI17","HOM","L","regular","y"
"NW2194006022","ruffl101","PH5","8","1","value","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400602","2","ALB02","NW2","W","regular","y"
"NW2194006022","ruffl101","PH5","8","1","lower","4","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400602","2","ALB02","NW2","W","regular","y"
"NW2194006022","ruffl101","PH5","8","1","upper","4","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400602","2","ALB02","NW2","W","regular","y"
"PH5194006060","ruffl101","PH5","2","2","value","0","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","19400606","0","PHI17","HOM","L","regular","y"
"PH5194006060","ruffl101","PH5","2","2","lower","0","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400606","0","PHI17","HOM","L","regular","y"
"PH5194006060","ruffl101","PH5","2","2","upper","0","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400606","0","PHI17","HOM","L","regular","y"
"PH5194006081","ruffl101","PH5","2","3","value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19400608","1","PHI17","BLG","W","regular","y"
