"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"NYL191208240","franb101","NYL","2","1","value","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19120824","0","NYC14","CUW","L","exhibition","y"
"NYL191208240","franb101","NYL","2","1","lower","","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19120824","0","NYC14","CUW","L","exhibition","y"
"NYL191208240","franb101","NYL","2","1","upper","","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19120824","0","NYC14","CUW","L","exhibition","y"
"NYL191307201","franb101","NYL","9","1","value","4","0","1","0","0","0","0","0","","0","0","","","0","","","","","","","19130720","1","NYC22","CAG","W","championship","y"
"NYL191307201","franb101","NYL","9","1","lower","4","0","1","0","0","0","","0","","0","","","","0","","","","","","","19130720","1","NYC22","CAG","W","championship","y"
"NYL191307201","franb101","NYL","9","1","upper","4","0","1","0","0","0","","0","","0","","","","0","","","","","","","19130720","1","NYC22","CAG","W","championship","y"
"NYL191307202","franb101","NYL","8","1","value","1","0","1","0","0","0","","1","","1","1","","","0","","","","","","","19130720","2","NYC22","CAG","L","championship","y"
"NYL191307202","franb101","NYL","8","1","lower","1","0","1","0","0","0","","1","","1","","","","0","","","","","","","19130720","2","NYC22","CAG","L","championship","y"
"NYL191307202","franb101","NYL","8","1","upper","2","0","1","0","0","0","","1","","1","","","","0","","","","","","","19130720","2","NYC22","CAG","L","championship","y"
"CAG191307270","franb101","NYL","9","1","value","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","19130727","0","CHI09","CAG","W","championship","y"
"CAG191307270","franb101","NYL","9","1","lower","","1","0","0","0","0","","0","","0","","","","0","","","0","","","","19130727","0","CHI09","CAG","W","championship","y"
"CAG191307270","franb101","NYL","9","1","upper","","1","0","0","0","0","","0","","0","","","","0","","","0","","","","19130727","0","CHI09","CAG","W","championship","y"
"CAG191307280","franb101","NYL","8","1","value","4","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","19130728","0","CHI09","CAG","W","championship","y"
"CAG191307280","franb101","NYL","8","1","lower","4","0","1","0","0","0","0","0","","0","0","0","1","0","","","0","","","","19130728","0","CHI09","CAG","W","championship","y"
"CAG191307280","franb101","NYL","8","1","upper","4","0","1","0","0","0","0","0","","0","0","0","1","0","","","0","","","","19130728","0","CHI09","CAG","W","championship","y"
"CAG191307290","franb101","NYL","8","1","value","3","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","","","","19130729","0","CHI09","CAG","L","championship","y"
"CAG191307290","franb101","NYL","8","1","lower","3","0","0","0","0","0","0","0","","0","1","","1","0","","","0","","","","19130729","0","CHI09","CAG","L","championship","y"
"CAG191307290","franb101","NYL","8","1","upper","3","0","0","0","0","0","0","0","","0","1","","1","0","","","0","","","","19130729","0","CHI09","CAG","L","championship","y"
"CAG191307300","franb101","NYL","9","1","value","4","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","19130730","0","CHI09","CAG","L","championship","y"
"CAG191307300","franb101","NYL","9","1","lower","","1","1","0","1","0","","0","","0","0","0","","0","","","0","","","","19130730","0","CHI09","CAG","L","championship","y"
"CAG191307300","franb101","NYL","9","1","upper","","1","1","0","1","0","","0","","0","0","0","","0","","","0","","","","19130730","0","CHI09","CAG","L","championship","y"
"CAG191307310","franb101","NYL","8","1","value","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","","","","19130731","0","CHI09","CAG","L","championship","y"
"CAG191307310","franb101","NYL","8","1","lower","","0","0","0","0","0","0","1","","0","0","0","1","0","","","0","","","","19130731","0","CHI09","CAG","L","championship","y"
"CAG191307310","franb101","NYL","8","1","upper","","0","0","0","0","0","0","1","","0","0","0","1","0","","","0","","","","19130731","0","CHI09","CAG","L","championship","y"
"CUW191308021","franb101","NYL","8","1","value","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","19130802","1","CHI09","CUW","W","exhibition","y"
"CUW191308021","franb101","NYL","8","1","lower","2","0","0","0","0","0","0","1","","0","0","0","0","0","","","0","","","","19130802","1","CHI09","CUW","W","exhibition","y"
"CUW191308021","franb101","NYL","8","1","upper","2","0","0","0","0","0","0","1","","0","0","0","0","0","","","0","","","","19130802","1","CHI09","CUW","W","exhibition","y"
