"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"TWA194110080","florj101","TWA","1","value","9","","15","3","","","0","3","1","2","","3","0","0","0","1","","","","","1","","","19411008","0","LOS02","ECG","W","exhibition","y"
"TWA194110080","florj101","TWA","1","lower","9","","","","","","0","","","2","","3","0","0","0","","","","","","","","","19411008","0","LOS02","ECG","W","exhibition","y"
"TWA194110080","florj101","TWA","1","upper","9","","","","","","0","","","2","","3","0","0","0","","","","","","","","","19411008","0","LOS02","ECG","W","exhibition","y"
"ECG194110191","florj101","PIR","1","value","18","","27","5","","","0","5","3","0","","3","0","0","0","0","","","","","1","","","19411019","1","LOS02","ECG","W","exhibition","y"
"ECG194110191","florj101","PIR","1","lower","18","","","5","","","0","5","3","0","","3","0","0","0","","","","","","","","","19411019","1","LOS02","ECG","W","exhibition","y"
"ECG194110191","florj101","PIR","1","upper","18","","","5","","","0","5","3","0","","3","0","0","0","","","","","","","","","19411019","1","LOS02","ECG","W","exhibition","y"
"PIR194110260","florj101","PIR","1","value","33","","40","8","","","0","1","1","1","","6","0","0","0","3","","1","","","1","","1","19411026","0","LOS02","ECG","W","exhibition","y"
"PIR194110260","florj101","PIR","1","lower","33","","36","8","","","0","1","1","1","","6","0","0","0","3","","","","","","","","19411026","0","LOS02","ECG","W","exhibition","y"
"PIR194110260","florj101","PIR","1","upper","33","","40","8","","","0","1","1","1","","6","0","0","0","3","","","","","","","","19411026","0","LOS02","ECG","W","exhibition","y"
"PRG194210112","florj101","PIR","1","value","15","","21","4","","","0","1","","2","","","0","0","0","0","","1","","","1","","1","19421011","2","LOS02","PRG","W","exhibition","y"
"PRG194210112","florj101","PIR","1","lower","15","","19","4","","","0","1","","","","","0","0","0","0","","","","","","","","19421011","2","LOS02","PRG","W","exhibition","y"
"PRG194210112","florj101","PIR","1","upper","15","","21","4","","","0","1","","","","","0","0","0","0","","","","","","","","19421011","2","LOS02","PRG","W","exhibition","y"
"PRG194210182","florj101","PIR","1","value","18","","24","6","","","0","2","2","1","","2","0","0","0","0","","1","","","1","","1","19421018","2","LOS02","PRG","W","exhibition","y"
"PRG194210182","florj101","PIR","1","lower","15","","","5","","","0","2","2","","","2","0","0","0","","","","","","","","","19421018","2","LOS02","PRG","W","exhibition","y"
"PRG194210182","florj101","PIR","1","upper","15","","","5","","","0","2","2","","","2","0","0","0","","","","","","","","","19421018","2","LOS02","PRG","W","exhibition","y"
"KCR194311110","florj101","WPS","1","value","13","","20","7","","","0","4","4","1","","2","0","0","0","0","","","1","","1","","","19431111","0","LOS02","KCR","L","exhibition","y"
"KCR194311110","florj101","WPS","1","lower","13","","20","7","","","0","4","4","1","","2","0","0","0","","","","","","","","","19431111","0","LOS02","KCR","L","exhibition","y"
"KCR194311110","florj101","WPS","1","upper","13","","22","7","","","0","4","4","1","","2","0","0","0","","","","","","","","","19431111","0","LOS02","KCR","L","exhibition","y"
"MLS194710120","florj101","MLS","4","value","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","1","","19471012","0","SAN03","KCR","W","exhibition","y"
"MLS194710120","florj101","MLS","4","lower","3","","","","","","0","0","","0","","0","0","0","0","","0","","","","","","","19471012","0","SAN03","KCR","W","exhibition","y"
"MLS194710120","florj101","MLS","4","upper","3","","","","","","0","0","","0","","1","0","0","0","","0","","","","","","","19471012","0","SAN03","KCR","W","exhibition","y"
"KCR194710230","florj101","MLS","2","value","26","0","34","6","0","0","0","2","2","2","0","0","1","0","0","0","0","","1","","","1","","19471023","0","LOS02","KCR","L","exhibition","y"
"KCR194710230","florj101","MLS","2","lower","26","","","6","","0","0","2","2","2","0","0","1","0","0","","0","","","","","","","19471023","0","LOS02","KCR","L","exhibition","y"
"KCR194710230","florj101","MLS","2","upper","26","","","6","","0","0","2","2","2","0","6","1","0","0","","0","","","","","","","19471023","0","LOS02","KCR","L","exhibition","y"
