"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"MEM194005122","smite111","SNO","1","value","18","","33","8","0","1","0","8","","6","","3","1","0","0","0","","","1","","1","","1","19400512","2","MEM02","MEM","L","regular","y"
"MEM194005122","smite111","SNO","1","lower","18","","26","8","0","1","0","8","","6","","3","1","0","0","0","","","","","","","","19400512","2","MEM02","MEM","L","regular","y"
"MEM194005122","smite111","SNO","1","upper","18","","33","8","0","1","0","8","","6","","3","1","0","0","0","","","","","","","","19400512","2","MEM02","MEM","L","regular","y"
"BIR194005191","smite111","SNO","1","value","30","","38","8","1","0","1","4","4","3","","7","2","1","0","0","","1","","","1","","1","19400519","1","BIR01","BIR","W","regular","y"
"BIR194005191","smite111","SNO","1","lower","30","","36","8","1","0","1","4","4","3","","7","2","1","0","0","","","","","","","","19400519","1","BIR01","BIR","W","regular","y"
"BIR194005191","smite111","SNO","1","upper","30","","38","8","1","0","1","4","4","3","","7","2","1","0","0","","","","","","","","19400519","1","BIR01","BIR","W","regular","y"
"CV9194005261","smite111","SNO","1","value","27","","39","3","0","0","0","1","1","8","","10","0","0","0","2","","1","","","1","","1","19400526","1","CLE06","CV9","W","regular","y"
"CV9194005261","smite111","SNO","1","lower","27","","29","3","0","0","0","1","1","8","","10","0","0","0","0","","","","","","","","19400526","1","CLE06","CV9","W","regular","y"
"CV9194005261","smite111","SNO","1","upper","27","","39","3","0","0","0","1","1","8","","10","0","0","0","2","","","","","","","","19400526","1","CLE06","CV9","W","regular","y"
"IN8194006021","smite111","SNO","1","value","29","","41","7","1","0","0","2","","3","","10","0","0","0","2","","","1","","1","","1","19400602","1","IND10","IN8","L","regular","y"
"IN8194006021","smite111","SNO","1","lower","29","","41","7","1","0","0","2","","3","","10","0","0","0","2","","","","","","","","19400602","1","IND10","IN8","L","regular","y"
"IN8194006021","smite111","SNO","1","upper","29","","41","7","1","0","0","2","","3","","10","0","0","0","2","","","","","","","","19400602","1","IND10","IN8","L","regular","y"
"MEM194006180","smite111","SNO","1","value","","","","","","","1","","","","","","","","","","","","","","1","","","19400618","0","OKC01","MEM","W","regular",""
"MEM194006180","smite111","SNO","1","lower","","","","","","","1","","","","","","","","","","","","","","","","","19400618","0","OKC01","MEM","W","regular",""
"MEM194006180","smite111","SNO","1","upper","","","","","","","1","","","","","","","","","","","","","","","","","19400618","0","OKC01","MEM","W","regular",""
"MEM194006231","smite111","SNO","1","value","12","","17","3","","0","0","4","1","2","","0","1","0","0","1","","1","","","1","","","19400623","1","MEM02","MEM","W","regular","y"
"MEM194006231","smite111","SNO","1","lower","12","","17","3","","0","0","4","1","2","","0","1","0","0","1","","","","","","","","19400623","1","MEM02","MEM","W","regular","y"
"MEM194006231","smite111","SNO","1","upper","12","","17","3","","0","0","4","1","2","","0","1","0","0","1","","","","","","","","19400623","1","MEM02","MEM","W","regular","y"
