"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BLG194606040","boydj102","NW2","1","value","18","","","","","","","3","","","","","","","","","","1","","","1","","","19460604","0","NOR02","BLG","W","regular",""
"BLG194606040","boydj102","NW2","1","lower","18","","","","","","","3","","","","","","","","","","","","","","","","19460604","0","NOR02","BLG","W","regular",""
"BLG194606040","boydj102","NW2","1","upper","18","","","","","","","5","","","","","","","","","","","","","","","","19460604","0","NOR02","BLG","W","regular",""
"NY6194606100","boydj102","NW2","2","value","3","","6","1","0","0","0","1","","2","","0","0","0","0","","","","","","","","","19460610","0","NYC23","NY6","L","regular","y"
"NY6194606100","boydj102","NW2","2","lower","3","","","1","0","0","0","1","","2","","0","0","0","0","","","","","","","","","19460610","0","NYC23","NY6","L","regular","y"
"NY6194606100","boydj102","NW2","2","upper","3","","","1","0","0","0","1","","2","","0","0","0","0","","","","","","","","","19460610","0","NYC23","NY6","L","regular","y"
"HOM194606270","boydj102","NW2","2","value","","","","","","","","","","","","","","","","","","","","","","","","19460627","0","WAS09","HOM","L","regular",""
"HOM194606270","boydj102","NW2","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19460627","0","WAS09","HOM","L","regular",""
"HOM194606270","boydj102","NW2","2","upper","","","","","","","","","","","","","","","","","","","1","","","","","19460627","0","WAS09","HOM","L","regular",""
"NW2194607020","boydj102","NW2","1","value","15","","21","3","","","","1","","","","","","","","","","1","","","1","","","19460702","0","NWK04","NY5","W","regular","y"
"NW2194607020","boydj102","NW2","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19460702","0","NWK04","NY5","W","regular","y"
"NW2194607020","boydj102","NW2","1","upper","","","","","","","","","","","","","","","","","","","","","","","","19460702","0","NWK04","NY5","W","regular","y"
