"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"PRG192610240","meusb101","PIR","1","7","value","24","1","1","1","0","0","","","","","","19261024","0","LOS05","PRG","l","exhibition","y"
"HIL192710160","meusb101","PIR","1","7","value","27","1","0","0","0","0","","","","","","19271016","0","LOS05","HIL","w","exhibition","y"
"HIL192710230","meusb101","PIR","1","7","value","27","1","0","0","0","0","","","","","","19271023","0","LOS05","HIL","w","exhibition","y"
"HIL192710290","meusb101","PIR","1","7","value","24","3","0","0","0","0","","","","","","19271029","0","LOS05","HIL","l","exhibition","y"
"HIL192710300","meusb101","PIR","1","7","value","24","0","1","0","0","0","","","","","","19271030","0","LOS05","HIL","l","exhibition","y"
"CLG192810070","meusb101","PIR","1","7","value","25","0","0","0","0","0","","","","","","19281007","0","LOS05","CLG","l","exhibition","y"
"PRG192910190","meusb101","PIR","1","7","value","24","2","0","0","0","0","","","","","","19291019","0","LOS05","PRG","l","exhibition","y"
"PRG192910200","meusb101","PIR","1","7","value","21","2","0","0","0","0","","","","","","19291020","0","LOS05","PRG","l","exhibition","y"
"PRG192910200","meusb101","PIR","2","1","value","3","0","0","0","0","0","","","","","","19291020","0","LOS05","PRG","l","exhibition","y"
"PRG192910310","meusb101","PIR","1","5","value","24","1","1","0","0","0","","","","","","19291031","0","LOS05","PRG","l","exhibition","y"
