"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"ASD193310100","thoms105","KCM","2","value","12","","18","6","","","1","4","","1","","4","0","0","0","0","","","","","","","","","1","","19331010","0","JOP01","ASD","l","exhibition","y"
"NY6193509221","thoms105","NSH","1","value","25","","30","7","0","0","0","3","","1","0","3","0","0","0","0","0","","","","1","","","1","","","19350922","1","NYC16","NY6","w","exhibition","y"
"SAS193509290","thoms105","NAS","2","value","18","","26","6","0","0","0","2","","2","0","2","0","0","0","0","0","","","","1","","","","1","","19350929","0","MEM03","SAS","w","allstar","y"
"PRG193510201","thoms105","PRG","1","value","24","","37","10","","","1","4","","4","","7","0","0","0","0","","","","","","","","1","","","19351020","1","LOS02","PIR","w","exhibition","y"
"PRG193511102","thoms105","PRG","1","value","15","","23","8","1","0","0","3","","1","","1","0","0","0","1","","","","","","1","","1","","1","19351110","2","LOS02","PIR","l","exhibition","y"
"PRG193512222","thoms105","PRG","1","value","15","","","3","","","","3","","","","","","","","","","","","","1","","","1","","1","19351222","2","LOS02","PIR","w","exhibition",""
"PH5193609170","thoms105","PH5","1","value","12","","30","7","","","0","7","","4","","","0","0","0","0","","","","","","1","","1","","","19360917","0","PHI17","WEG","l","championship","y"
"BLG193805011","thoms105","PH5","1","value","24","","45","12","3","1","2","7","","11","","2","0","","","0","","2","","","","1","","1","","1","19380501","1","NSH02","BLG","l","exhibition","y"
"NW2193905140","thoms105","PH5","2","value","9","0","10","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","","","1","","1","","19390514","0","NWK04","NW2","w","regular","y"
"NW2193905171","thoms105","PH5","2","value","8","0","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","19390517","1","NWK04","NW2","l","regular","y"
"PH5193905201","thoms105","PH5","1","value","27","","","","","","","3","","","","","","","","","","","","","1","","","1","","1","19390520","1","PHI17","HOM","w","regular",""
"HOM193905281","thoms105","PH5","1","value","24","","39","13","3","0","3","10","","2","","2","0","0","0","0","","","","","","1","","1","","1","19390528","1","BUF06","HOM","l","regular","y"
"PH5193906031","thoms105","PH5","1","value","27","","36","8","","","","1","","","","","","","","","","","","","1","","","1","","1","19390603","1","PHI17","NY6","w","regular","y"
"PH5193906080","thoms105","PH5","1","value","7","","13","5","","","","4","","","","","","","","","","","","","","","","1","","","19390608","0","PHI17","BLG","l","regular","y"
"PH5193906111","thoms105","PH5","1","value","21","","31","9","","","","5","","1","","","","","","","","","","","","1","","1","","","19390611","1","PHI17","NY6","l","regular","y"
"PH5193906171","thoms105","PH5","1","value","3","","8","4","","","","3","","0","0","","","","","","","","","","","1","","1","","","19390617","1","PHI17","NW2","l","regular","y"
"PH5193906182","thoms105","PH5","1","value","16","","26","5","0","","2","5","","5","","","0","0","0","0","","","","","","1","","1","","","19390618","2","PHI17","HOM","l","regular","y"
"PH5193906242","thoms105","PH5","2","value","1","","5","1","0","","0","2","","3","0","","0","0","0","0","","","","","","","","","","","19390624","2","PHI17","HOM","l","regular","y"
"PH5193906270","thoms105","PH5","3","value","7","","10","3","","","","1","","0","0","","0","0","0","0","","","","","","","","","1","","19390627","0","PHI17","BLG","l","regular","y"
"HOM193907161","thoms105","PH5","1","value","12","","18","5","","","1","4","","2","0","2","0","0","0","1","0","","","","","","","1","","","19390716","1","WAS09","HOM","l","regular","y"
"PH5193908052","thoms105","PH5","2","value","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","1","","19390805","2","PHI17","NY6","w","regular","y"
"PH5193908121","thoms105","PH5","2","value","23","","28","6","","0","2","3","","1","","","0","0","0","1","","","","","","","","","","","19390812","1","PHI17","NW2","w","regular","y"
"PH5193908122","thoms105","PH5","2","value","3","","7","3","0","0","1","2","","1","","","0","0","0","0","","","","","1","","","","1","","19390812","2","PHI17","NW2","w","regular","y"
"PH5193908261","thoms105","PH5","1","value","27","","","","","","","3","","","","","","","","","","","","","1","","","1","","1","19390826","1","PHI17","NY5","w","regular",""
"PH5193908262","thoms105","PH5","1","value","21","","","","","","","8","","","","","","","","","","","","","1","","","1","","1","19390826","2","PHI17","NY5","w","regular",""
"BLG193909031","thoms105","PH5","3","value","9","0","17","5","3","0","0","2","2","3","0","0","0","0","0","0","0","0","0","0","","","","","1","","19390903","1","NWK04","BLG","l","regular","y"
"HOM193909090","thoms105","PH5","3","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19390909","0","HOM01","HOM","w","divisionseries",""
"PH5194005110","thoms105","PH5","2","value","3","0","5","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","19400511","0","PHI17","BLG","l","regular","y"
"BLG194005122","thoms105","PH5","1","value","18","","31","9","2","1","1","5","","1","","7","0","0","0","0","","","","","","1","","1","","1","19400512","2","BAL09","BLG","l","regular","y"
"NW2194005191","thoms105","PH5","1","value","24","","36","9","1","1","1","6","","1","","2","0","0","0","0","","","","","","1","","1","","1","19400519","1","NWK04","NW2","l","regular","y"
"PH5194006011","thoms105","PH5","1","value","27","0","42","12","0","0","1","5","2","3","0","2","1","0","0","0","0","1","0","0","","1","","1","","1","19400601","1","PHI17","HOM","l","regular","y"
"PH5194006081","thoms105","PH5","1","value","14","0","25","8","2","0","0","5","3","1","0","2","0","1","0","0","0","1","0","0","1","","","1","","","19400608","1","PHI17","BLG","w","regular","y"
"PH5194006130","thoms105","PH5","1","value","16","","24","5","0","0","0","5","","3","0","","0","0","0","","0","","","","","1","","1","","","19400613","0","PHI17","NY6","l","regular","y"
"PH5194006222","thoms105","PH5","3","value","9","","14","5","0","0","0","3","","","0","","0","0","0","","0","","","","","","","","1","","19400622","2","PHI17","KCM","l","exhibition","y"
"HOM194006232","thoms105","PH5","2","value","3","","8","5","0","0","0","3","3","0","0","3","0","0","0","0","0","","","","","","","","","","19400623","2","WAS09","HOM","l","regular","y"
"HOM194006270","thoms105","PH5","1","value","24","","36","8","3","0","0","5","3","4","","1","1","1","0","0","","","","","","1","","1","","1","19400627","0","WAR03","HOM","l","regular","y"
"PH5194007042","thoms105","PH5","2","value","6","","10","4","0","0","0","2","","","0","","0","0","0","","0","","","","","","","","","","19400704","2","PHI17","NW2","l","regular","y"
"PH5194007062","thoms105","PH5","1","value","21","","31","10","0","0","0","5","","","","","0","0","0","0","","","","","1","","","1","","1","19400706","2","PHI17","NY6","w","regular","y"
"PH5194007272","thoms105","PH5","2","value","8","","15","5","3","0","0","4","","2","0","","0","0","0","","0","","","","","1","","","1","","19400727","2","PHI17","NY5","l","regular","y"
"CAG194104300","thoms105","KCM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19410430","0","TUL01","CAG","w","exhibition",""
"MEM194105042","thoms105","KCM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19410504","2","MEM02","MEM","w","exhibition",""
"CCB194206080","thoms105","CAG","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19420608","0","CHA01","CCB","l","regular",""
"CAG194206141","thoms105","CAG","1","value","27","","40","11","3","0","0","6","","1","","3","2","0","0","2","","","","","","1","","1","","1","19420614","1","CHI10","BIR","l","regular","y"
"CAG194206280","thoms105","CAG","2","value","29","","41","8","0","0","0","4","","3","0","3","1","0","0","0","0","","","","","1","","","1","","19420628","0","MIL03","KCM","l","regular","y"
"CCB194207070","thoms105","CAG","1","value","24","","39","12","3","0","1","5","","0","","2","1","0","0","0","","","","","","1","","1","","1","19420707","0","AKR01","CCB","l","regular","y"
"NY5194207261","thoms105","CAG","1","value","18","","29","9","0","0","1","6","","1","0","0","0","0","0","4","0","","","","","1","","1","","","19420726","1","NYC16","NY5","l","exhibition","y"
"PH5194207300","thoms105","CAG","3","value","9","","12","3","0","0","0","1","","","0","","0","0","0","","0","","","","","","","","1","","19420730","0","PHI17","PH5","l","exhibition","y"
"PH5194208150","thoms105","CAG","1","value","15","","22","6","0","0","0","4","","","0","","0","0","0","","0","","","","","1","","1","","","19420815","0","PHI17","PH5","l","exhibition","y"
"HOM194208182","thoms105","CAG","1","value","10","","19","5","0","0","1","5","","3","0","3","0","1","0","","0","","","","","1","","1","","","19420818","2","CAN03","HOM","l","exhibition","y"
"KCM194208240","thoms105","CAG","1","value","24","","43","14","3","0","1","10","5","3","","3","0","0","0","0","","","","","","1","","1","","1","19420824","0","STJ01","KCM","l","regular","y"
"CVB194804271","thoms105","CVB","1","value","1","","","2","","","","2","","","","","","","","","","","","","","","","1","","","19480427","1","MEM02","CAG","t","exhibition",""
"CVB194804271","thoms105","CVB","1","lower","0","","","0","","","","0","","","","","","","","","","","","","","","","","","","19480427","1","MEM02","CAG","t","exhibition",""
"CVB194804271","thoms105","CVB","1","upper","2","","","5","","","","2","","","","","","","","","","","","","","","","","","","19480427","1","MEM02","CAG","t","exhibition",""
"BIR194805010","thoms105","CVB","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19480501","0","BIR01","BIR","l","regular",""
"BIR194805050","thoms105","CVB","1","value","24","","","8","1","","","4","","","","","","","","","","","","","","1","","1","","1","19480505","0","AXC01","BIR","l","regular",""
"CVB194805091","thoms105","CVB","2","value","9","","","","","","","3","","","","","","","","","","","","","","","","","","","19480509","1","CLE06","BIR","l","regular",""
"CVB194805091","thoms105","CVB","2","upper","15","","","","","","","8","","","","","","","","","","","","","","","","","","","19480509","1","CLE06","BIR","l","regular",""
"MEM194805231","thoms105","CVB","4","value","1","","","","","","","","","","","","","","","","","","","","","","","","","","19480523","1","MEM02","MEM","l","regular",""
"MEM194805231","thoms105","CVB","4","upper","0","","","","","","","","","","","","","","","","","","","","","1","","","","","19480523","1","MEM02","MEM","l","regular",""
"MEM194805240","thoms105","CVB","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19480524","0","MEM02","MEM","l","regular",""
"CAG194805311","thoms105","CVB","1","value","3","","","","","","","2","","","","","","","","","","","","","","","","1","","","19480531","1","CHI10","CAG","w","regular",""
"CAG194805311","thoms105","CVB","1","upper","6","","","","","","","3","","","","","","","","","","","","","","","","","","","19480531","1","CHI10","CAG","w","regular",""
