"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NW2194008010","currg102","BLG","5","value","3","","6","2","","","0","1","","1","","","0","0","0","","","","","","","1","","19400801","0","NWK04","NW2","L","regular","y"
"NW2194008010","currg102","BLG","5","lower","","","","","","","","","","","","","0","0","0","","","","","","","","","19400801","0","NWK04","NW2","L","regular","y"
"NW2194008010","currg102","BLG","5","upper","","","","","","","","","","","","","0","0","0","","","","","","","","","19400801","0","NWK04","NW2","L","regular","y"
"BLG194106300","currg102","BLG","1","value","27","","50","16","1","2","0","8","","3","1","1","0","0","0","1","","","1","","1","","1","19410630","0","CHE01","NW2","L","regular","y"
"BLG194106300","currg102","BLG","1","lower","27","","50","16","1","2","0","8","","3","1","1","0","0","0","0","","","","","","","","19410630","0","CHE01","NW2","L","regular","y"
"BLG194106300","currg102","BLG","1","upper","27","","51","16","1","2","0","8","","3","1","1","0","0","0","1","","","","","","","","19410630","0","CHE01","NW2","L","regular","y"
"HOM194207280","currg102","PH5","2","value","","","","","","","","","","","","","","","","","","","","","","","","19420728","0","NOR02","HOM","L","exhibition",""
"HOM194207280","currg102","PH5","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19420728","0","NOR02","HOM","L","exhibition",""
"HOM194207280","currg102","PH5","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19420728","0","NOR02","HOM","L","exhibition",""
"HOM194208212","currg102","PH5","1","value","12","","25","8","","","0","9","","5","","1","0","0","0","","","","1","","1","","","19420821","2","WAP01","HOM","L","exhibition","y"
"HOM194208212","currg102","PH5","1","lower","","","","","","","","","","5","","1","0","0","0","","","","","","","","","19420821","2","WAP01","HOM","L","exhibition","y"
"HOM194208212","currg102","PH5","1","upper","","","","","","","","","","5","","1","0","0","0","","","","","","","","","19420821","2","WAP01","HOM","L","exhibition","y"
"PH5194307052","currg102","PH5","1","value","27","","34","3","1","0","0","1","","5","","6","0","0","0","1","","1","","","1","","1","19430705","2","PHI17","NY6","W","regular","y"
"PH5194307052","currg102","PH5","1","lower","27","","30","3","1","0","0","1","","1","","6","0","0","0","0","","","","","","","","19430705","2","PHI17","NY6","W","regular","y"
"PH5194307052","currg102","PH5","1","upper","27","","34","3","1","0","0","1","","5","","6","0","0","0","1","","","","","","","","19430705","2","PHI17","NY6","W","regular","y"
"PH5194307150","currg102","PH5","3","value","6","","9","1","","","","2","","1","","","","","","1","","","1","","","1","","19430715","0","PHI17","NW2","L","regular","y"
"PH5194307150","currg102","PH5","3","lower","6","","","1","","","","2","","1","","","","","","1","","","","","","","","19430715","0","PHI17","NW2","L","regular","y"
"PH5194307150","currg102","PH5","3","upper","6","","","1","","","","2","","1","","","","","","1","","","","","","","","19430715","0","PHI17","NW2","L","regular","y"
"PH5194307170","currg102","PH5","1","value","27","","30","3","","","","0","0","","","","","","","","","1","","","1","","1","19430717","0","PHI17","NY5","W","regular","y"
"PH5194307170","currg102","PH5","1","lower","27","","","3","","","","0","0","","","","","","","","","","","","","","","19430717","0","PHI17","NY5","W","regular","y"
"PH5194307170","currg102","PH5","1","upper","27","","","3","","","","0","0","","","","","","","","","","","","","","","19430717","0","PHI17","NY5","W","regular","y"
"PH5194307240","currg102","PH5","1","value","18","","31","10","","","","7","","4","","","","","","1","","","1","","1","","","19430724","0","PHI17","HOM","L","regular","y"
"PH5194307240","currg102","PH5","1","lower","12","","","7","","","","6","","2","","","","","","","","","","","","","","19430724","0","PHI17","HOM","L","regular","y"
"PH5194307240","currg102","PH5","1","upper","","","","13","","","","8","","4","","","","","","","","","","","","","","19430724","0","PHI17","HOM","L","regular","y"
"NY6194308081","currg102","PH5","1","value","18","","28","11","3","0","0","7","","1","","0","0","0","0","1","","","1","","1","","1","19430808","1","NYC16","NY6","L","regular","y"
"NY6194308081","currg102","PH5","1","lower","18","","26","11","3","0","0","7","","1","","0","0","0","0","0","","","","","","","","19430808","1","NYC16","NY6","L","regular","y"
"NY6194308081","currg102","PH5","1","upper","18","","28","11","3","0","0","7","","1","","0","0","0","0","1","","","","","","","","19430808","1","NYC16","NY6","L","regular","y"
"PH5194308190","currg102","PH5","1","value","6","","13","5","","","","5","","","","","","","","","","","","","1","","","19430819","0","PHI17","NW2","W","regular","y"
"PH5194308190","currg102","PH5","1","lower","6","","","5","","","","5","","","","","","","","","","","","","","","","19430819","0","PHI17","NW2","W","regular","y"
"PH5194308190","currg102","PH5","1","upper","6","","","5","","","","5","","","","","","","","","","","","","","","","19430819","0","PHI17","NW2","W","regular","y"
"PH5194405301","currg102","PH5","2","value","26","","","","","","","7","","","","","","","","","","","1","","","1","","19440530","1","PHI17","NY6","L","regular",""
"PH5194405301","currg102","PH5","2","lower","26","","","","","","","7","","","","","","","","","","","","","","","","19440530","1","PHI17","NY6","L","regular",""
"PH5194405301","currg102","PH5","2","upper","26","","","","","","","7","","","","","","","","","","","","","","","","19440530","1","PHI17","NY6","L","regular",""
"PH5194406240","currg102","PH5","2","value","22","","29","8","","","0","3","","5","","","0","0","0","","","","","","","1","","19440624","0","PHI17","HOM","L","exhibition","y"
"PH5194406240","currg102","PH5","2","lower","22","","","8","","","0","3","","","","","0","0","0","","","","","","","","","19440624","0","PHI17","HOM","L","exhibition","y"
"PH5194406240","currg102","PH5","2","upper","22","","","8","","","0","3","","","","","0","0","0","","","","","","","","","19440624","0","PHI17","HOM","L","exhibition","y"
"PH5194407041","currg102","PH5","1","value","27","","","7","","","","2","","","","","","","","","","1","","","1","","1","19440704","1","PHI17","NY5","W","regular",""
"PH5194407041","currg102","PH5","1","lower","27","","","7","","","","2","","","","","","","","","","","","","","","","19440704","1","PHI17","NY5","W","regular",""
"PH5194407041","currg102","PH5","1","upper","27","","","7","","","","2","","","","","","","","","","","","","","","","19440704","1","PHI17","NY5","W","regular",""
"NY5194407091","currg102","PH5","1","value","21","","28","7","","0","0","3","1","1","","","0","0","0","","","1","","","1","","","19440709","1","NYC14","NY5","W","regular","y"
"NY5194407091","currg102","PH5","1","lower","","","","","","0","0","","","1","","","0","0","0","","","","","","","","","19440709","1","NYC14","NY5","W","regular","y"
"NY5194407091","currg102","PH5","1","upper","","","","","","0","0","","","1","","","0","0","0","","","","","","","","","19440709","1","NYC14","NY5","W","regular","y"
"NY6194407232","currg102","PH5","1","value","12","","","","","","","2","","","","","","","","","","","1","","1","","","19440723","2","NYC16","NY6","L","regular",""
"NY6194407232","currg102","PH5","1","lower","12","","","","","","","2","","","","","","","","","","","","","","","","19440723","2","NYC16","NY6","L","regular",""
"NY6194407232","currg102","PH5","1","upper","","","","","","","","13","","","","","","","","","","","","","","","","19440723","2","NYC16","NY6","L","regular",""
"PH5194408030","currg102","PH5","1","value","27","","37","9","2","1","0","3","","1","","","0","0","0","0","","","1","","1","","1","19440803","0","PHI17","NY5","L","regular","y"
"PH5194408030","currg102","PH5","1","lower","27","","36","9","2","1","0","3","","","","","0","0","0","0","","","","","","","","19440803","0","PHI17","NY5","L","regular","y"
"PH5194408030","currg102","PH5","1","upper","27","","37","9","3","1","0","3","","","","","0","0","0","0","","","","","","","","19440803","0","PHI17","NY5","L","regular","y"
"PH5194408260","currg102","PH5","1","value","9","","16","6","","","0","4","","0","","","0","0","0","","","","1","","1","","","19440826","0","PHI17","BLG","L","exhibition","y"
"PH5194408260","currg102","PH5","1","lower","9","","","5","","","0","4","","","","","0","0","0","","","","","","","","","19440826","0","PHI17","BLG","L","exhibition","y"
"PH5194408260","currg102","PH5","1","upper","9","","","11","","","0","4","","","","","0","0","0","","","","","","","","","19440826","0","PHI17","BLG","L","exhibition","y"
"PH5194409220","currg102","PH5","2","value","18","","","","","","","","","","","","","","","","","1","","","","1","","19440922","0","RIC04","NY5","W","exhibition",""
"PH5194409220","currg102","PH5","2","lower","18","","","","","","","","","","","","","","","","","","","","","","","19440922","0","RIC04","NY5","W","exhibition",""
"PH5194409220","currg102","PH5","2","upper","18","","","","","","","","","","","","","","","","","","","","","","","19440922","0","RIC04","NY5","W","exhibition",""
"PH5194505240","currg102","PH5","3","value","15","","23","8","","","","2","","","","","","","","","","1","","","","1","","19450524","0","PHI17","NY5","W","regular","y"
"PH5194505240","currg102","PH5","3","lower","15","","","","","","","2","","","","","","","","","","","","","","","","19450524","0","PHI17","NY5","W","regular","y"
"PH5194505240","currg102","PH5","3","upper","15","","","","","","","2","","","","","","","","","","","","","","","","19450524","0","PHI17","NY5","W","regular","y"
