"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR194205030","burcw101","CCB","2","value","","","","","","","","","","","","","","","","","","1","","","","1","","19420503","0","LRK02","BIR","W","exhibition",""
"BIR194205030","burcw101","CCB","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19420503","0","LRK02","BIR","W","exhibition",""
"BIR194205030","burcw101","CCB","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19420503","0","LRK02","BIR","W","exhibition",""
"MEM194205101","burcw101","CCB","2","value","13","","22","6","","","0","3","","2","","1","0","0","0","","","","","","","1","","19420510","1","MEM02","MEM","L","regular","y"
"MEM194205101","burcw101","CCB","2","lower","13","","","6","","","0","3","","2","","1","0","0","0","","","","","","","","","19420510","1","MEM02","MEM","L","regular","y"
"MEM194205101","burcw101","CCB","2","upper","13","","","6","","","0","3","","2","","1","0","0","0","","","","","","","","","19420510","1","MEM02","MEM","L","regular","y"
"BIR194605100","burcw101","CVB","2","value","","","","","","","","","","","","","","","","","","","","","","1","","19460510","0","BIR01","BIR","L","regular",""
"BIR194605100","burcw101","CVB","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19460510","0","BIR01","BIR","L","regular",""
"BIR194605100","burcw101","CVB","2","upper","","","","","","","","","","","","","","","","","","","1","","","","","19460510","0","BIR01","BIR","L","regular",""
"CVB194606022","burcw101","CVB","3","value","","","","","","","","","","","","","","","","","","","","","","1","","19460602","2","CLE06","IN9","L","regular",""
"CVB194606022","burcw101","CVB","3","lower","","","","","","","","","","","","","","","","","","","","","","","","19460602","2","CLE06","IN9","L","regular",""
"CVB194606022","burcw101","CVB","3","upper","","","","","","","","","","","","","","","","","","","1","","","","","19460602","2","CLE06","IN9","L","regular",""
"KCM194606161","burcw101","CVB","3","value","3","","6","3","","","1","3","","0","","0","0","0","0","0","","","1","","","1","","19460616","1","KAN05","KCM","L","regular","y"
"KCM194606161","burcw101","CVB","3","lower","3","","","3","","","1","3","","0","","0","0","0","0","","","","","","","","","19460616","1","KAN05","KCM","L","regular","y"
"KCM194606161","burcw101","CVB","3","upper","3","","","3","","","1","3","","0","","0","0","0","0","","","","","","","","","19460616","1","KAN05","KCM","L","regular","y"
