"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"MLS193110030","fullc101","MLS","1","8","value","27","2","2","1","0","0","","","","","","19311003","0","PHI09","HIL","l","exhibition","y"
"MLS193110040","fullc101","MLS","1","4","value","27","4","3","0","0","0","","","","","","19311004","0","FAI01","HIL","l","exhibition","y"
"HIL193110101","fullc101","MLS","1","8","value","24","1","0","0","0","0","","","","","","19311010","1","DAR01","HIL","l","exhibition","y"
"HIL193110102","fullc101","MLS","1","5","value","18","0","1","0","0","0","","","","","","19311010","2","DAR01","HIL","l","exhibition","y"
"MLS193110111","fullc101","MLS","1","5","value","27","0","4","1","0","0","","","","","","19311011","1","FAI01","HIL","w","exhibition","y"
"MLS193110112","fullc101","MLS","1","5","value","15","0","0","0","0","0","","","","","","19311011","2","FAI01","HIL","w","exhibition","y"
"PTC193209270","fullc101","NLS","1","4","value","24","0","4","0","0","0","","","","","1","19320927","0","YOR01","PTC","l","exhibition","y"
"PTC193209280","fullc101","NLS","1","4","value","27","0","2","0","0","0","","","","","1","19320928","0","PIT09","PTC","w","exhibition","y"
"PTC193209300","fullc101","NLS","1","4","value","24","2","5","0","3","0","","","","","1","19320930","0","ALT02","PTC","l","exhibition","y"
"PTC193210011","fullc101","NLS","1","4","value","21","1","3","0","0","0","","","","","1","19321001","1","PIT09","PTC","l","exhibition","y"
"PTC193210012","fullc101","NLS","1","4","value","27","2","5","0","0","0","","","","","1","19321001","2","PIT09","PTC","w","exhibition","y"
"PTC193210021","fullc101","NLS","1","4","value","29","4","1","1","0","0","","","","","1","19321002","1","CLE07","PTC","l","exhibition","y"
"PTC193210022","fullc101","NLS","1","4","value","18","1","5","0","0","0","","","","","1","19321002","2","CLE07","PTC","l","exhibition","y"
