"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NY6194507292","odoms101","NY6","2","value","6","","","5","","","","0","0","","","","","","","","","","","","","","","19450729","2","NYC14","CVB","W","exhibition",""
"NY6194507292","odoms101","NY6","2","lower","6","","","5","","","","0","0","","","","","","","","","","","","","","","19450729","2","NYC14","CVB","W","exhibition",""
"NY6194507292","odoms101","NY6","2","upper","6","","","5","","","","0","0","","","","","","","","","","","","","","","19450729","2","NYC14","CVB","W","exhibition",""
"MEM194604211","odoms101","IN9","2","value","","","","","","","","","","","","","","","","","","","","","","1","","19460421","1","MEM03","MEM","L","exhibition",""
"MEM194604211","odoms101","IN9","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19460421","1","MEM03","MEM","L","exhibition",""
"MEM194604211","odoms101","IN9","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19460421","1","MEM03","MEM","L","exhibition",""
"KCM194605020","odoms101","IN9","1","value","25","","45","11","7","0","2","8","","5","","9","0","0","0","1","","","1","","1","","1","19460502","0","OKC02","KCM","L","exhibition","y"
"KCM194605020","odoms101","IN9","1","lower","25","","41","11","7","0","2","8","","5","","9","0","0","0","0","","","","","","","","19460502","0","OKC02","KCM","L","exhibition","y"
"KCM194605020","odoms101","IN9","1","upper","25","","45","11","7","0","2","8","","5","","9","0","0","0","1","","","","","","","","19460502","0","OKC02","KCM","L","exhibition","y"
"MEM194605080","odoms101","IN9","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19460508","0","LRK02","MEM","L","regular",""
"MEM194605080","odoms101","IN9","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19460508","0","LRK02","MEM","L","regular",""
"MEM194605080","odoms101","IN9","1","upper","","","","","","","","","","","","","","","","","","","1","","","","","19460508","0","LRK02","MEM","L","regular",""
"IN9194605210","odoms101","IN9","1","value","27","","","7","","","","2","","","","8","","","","","","","1","","1","","1","19460521","0","COL05","CVB","L","regular",""
"IN9194605210","odoms101","IN9","1","lower","27","","","7","","","","2","","","","8","","","","","","","","","","","","19460521","0","COL05","CVB","L","regular",""
"IN9194605210","odoms101","IN9","1","upper","27","","","7","","","","2","","","","8","","","","","","","","","","","","19460521","0","COL05","CVB","L","regular",""
"CAG194606110","odoms101","IN9","1","value","15","","31","12","","","1","9","","4","","4","0","0","0","0","","","1","","1","","","19460611","0","SPR03","CAG","L","regular","y"
"CAG194606110","odoms101","IN9","1","lower","","","","","","","","","","4","","4","0","0","0","","","","","","","","","19460611","0","SPR03","CAG","L","regular","y"
"CAG194606110","odoms101","IN9","1","upper","","","","","","","","","","4","","4","0","0","0","","","","","","","","","19460611","0","SPR03","CAG","L","regular","y"
"IN9194606162","odoms101","IN9","2","value","","","","","","","","","","","","","","","","","","","","","","","","19460616","2","CIN07","BIR","L","regular",""
"IN9194606162","odoms101","IN9","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19460616","2","CIN07","BIR","L","regular",""
"IN9194606162","odoms101","IN9","2","upper","","","","","","","","","","","","","","","","","","","1","","","","","19460616","2","CIN07","BIR","L","regular",""
