"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"IN9194606080","mccuj101","CAG","3","value","18","","","","","","","","","","","","","","","","","","","","","","","","1","","19460608","0","IND10","IN9","l","regular",""
"IN9194606080","mccuj101","CAG","3","upper","17","","","","","","","","","","","","","","","","","","","","","","","","","","19460608","0","IND10","IN9","l","regular",""
"IN9194607020","mccuj101","CAG","1","value","24","","","4","","","","1","","","","","","","","","","","","","1","","","1","","1","19460702","0","COL05","IN9","w","regular",""
