"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BLG194004072","phill101","BLG","3","value","8","","16","7","","0","0","6","","4","","1","0","0","0","","","","","","","1","","19400407","2","NOL01","MEM","L","exhibition","y"
"BLG194004072","phill101","BLG","3","lower","8","","","7","","0","0","6","","4","","1","0","0","0","","","","","","","","","19400407","2","NOL01","MEM","L","exhibition","y"
"BLG194004072","phill101","BLG","3","upper","8","","","7","","0","0","6","","4","","1","0","0","0","","","","","","","","","19400407","2","NOL01","MEM","L","exhibition","y"
"PH5194007202","phill101","BLG","2","value","4","","5","1","","0","0","0","","1","","","0","0","0","","","","","","","1","","19400720","2","PHI17","PH5","W","regular","y"
"PH5194007202","phill101","BLG","2","lower","","","","","","0","0","","","","","","0","0","0","","","","","","","","","19400720","2","PHI17","PH5","W","regular","y"
"PH5194007202","phill101","BLG","2","upper","","","","","","0","0","","","","","","0","0","0","","","","","","","","","19400720","2","PHI17","PH5","W","regular","y"
"BLG194008111","phill101","BLG","3","value","1","","2","1","","","0","0","","0","","","0","0","0","0","","","","","","1","","19400811","1","BAL09","NW2","L","regular","y"
"BLG194008111","phill101","BLG","3","lower","1","","","1","","","","0","","","","","0","0","0","","","","","","","","","19400811","1","BAL09","NW2","L","regular","y"
"BLG194008111","phill101","BLG","3","upper","1","","","1","","","","0","","","","","0","0","0","","","","","","","","","19400811","1","BAL09","NW2","L","regular","y"
"NY5194104141","phill101","BLG","1","value","9","","17","5","","","0","3","","2","","1","0","0","0","","","","","","1","","","19410414","1","MEM02","NY5","W","exhibition","y"
"NY5194104141","phill101","BLG","1","lower","9","","","5","","","0","3","","2","","1","0","0","0","","","","","","","","","19410414","1","MEM02","NY5","W","exhibition","y"
"NY5194104141","phill101","BLG","1","upper","9","","","5","","","0","3","","2","","1","0","0","0","","","","","","","","","19410414","1","MEM02","NY5","W","exhibition","y"
