"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"MEM193805152","deanr101","IN7","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19380515","2","MEM02","MEM","l","regular",""
"JAX193807152","deanr101","IN7","1","value","12","","","7","","","","4","","","","","","","","","","","","","","1","","1","1","1","19380715","2","JKV01","JAX","l","regular",""
"IN7193807190","deanr101","IN7","2","value","27","","","","","","","5","","","","","","","","","","","","","","1","","","","","19380719","0","MOU01","ATN","l","regular",""
"IN7193807241","deanr101","IN7","1","value","27","","","","","","","","","","","","","","","","","","","","","1","","1","","1","19380724","1","IND10","BIR","l","regular",""
"KCM193808160","deanr101","IN7","1","value","27","","","5","","","","2","","","","","","","","","","","","","1","","","1","1","1","19380816","0","CHN01","KCM","w","exhibition",""
"MEM193905010","deanr101","SSA","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19390501","0","MEM02","MEM","l","exhibition",""
"SSA193905150","deanr101","SSA","2","value","15","0","24","4","2","0","1","4","1","4","0","1","0","0","0","1","0","0","0","0","1","","","","1","","19390515","0","STL13","ATN","w","regular","y"
"MEM193905220","deanr101","SSA","1","value","11","","","","","","1","6","","","","","","","","","","","","","","1","","1","","","19390522","0","MEM02","MEM","l","regular",""
"SSA193906060","deanr101","SSA","3","value","9","","","","","","","","","","","","","","","","","","","","","","","","1","","19390606","0","STL13","KCM","l","regular",""
"CAG193906182","deanr101","SSA","1","value","18","0","27","3","1","0","0","5","2","4","0","4","0","0","0","1","0","0","0","0","","1","","1","","","19390618","2","CHI09","CAG","l","regular","y"
"KCM193907070","deanr101","SSA","1","value","27","","38","7","0","1","0","5","3","5","","7","0","1","0","2","","","","","1","","","1","","1","19390707","0","DES01","KCM","w","regular","y"
"SSA193907140","deanr101","SSA","1","value","18","0","25","6","1","0","0","2","1","0","0","6","0","0","0","1","0","0","0","0","1","","","1","","","19390714","0","EVA01","CV9","w","exhibition","y"
"MEM193907170","deanr101","SSA","3","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19390717","0","MEM02","MEM","l","regular",""
"SSA193907270","deanr101","SSA","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19390727","0","STL13","MEM","l","regular",""
"CV9194003240","deanr101","SNO","2","value","9","","12","1","0","0","0","1","","2","0","0","0","0","0","0","0","","","","","","","","","","19400324","0","JKV01","CV9","l","exhibition","y"
"CV9194003310","deanr101","SNO","4","value","11","","13","1","0","0","0","1","","0","0","0","1","0","0","0","0","","","","","1","","","1","","19400331","0","JKV01","CV9","l","exhibition","y"
"BIR194005170","deanr101","SNO","1","value","27","","","2","","1","","6","","","","","","","","","","","","","1","","","1","","1","19400517","0","ANN01","BIR","w","regular",""
"SNO194007170","deanr101","SNO","1","value","36","","","4","","","","3","","","","","","","","","","","","","1","","","1","","1","19400717","0","SPA01","CV9","w","regular",""
