"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CVB194609030","willc108","CVB","1","value","27","","45","8","0","1","0","3","","5","","5","0","0","0","2","","","","","1","","","1","","1","19460903","0","ERI01","CAG","w","regular","y"
"BIR194704180","willc108","CVB","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19470418","0","MTG01","BIR","w","exhibition",""
"CAG194704272","willc108","CVB","1","value","15","","","6","","","","3","","","","","","","","","","","","","1","","","1","","1","19470427","2","CHI10","CAG","w","exhibition",""
"HOM194705160","willc108","CVB","1","value","15","","25","9","1","0","0","4","","3","0","","0","1","0","2","0","","","","","1","","1","","","19470516","0","ERI01","HOM","l","exhibition","y"
"KCM194706052","willc108","CVB","2","value","0","2","2","2","0","0","0","2","","0","0","0","0","0","0","","0","","","","","","","","","","19470605","2","KAN05","KCM","l","regular","y"
"CVB194706081","willc108","CVB","2","value","11","","12","1","0","0","0","0","","1","0","1","0","0","0","0","0","","","","","","","","","","19470608","1","CLE06","BIR","w","regular","y"
"CVB194706152","willc108","CVB","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19470615","2","CLE06","KCM","l","regular",""
"CVB194706160","willc108","CVB","2","value","6","","16","9","","","1","10","","1","0","0","0","0","0","","","","","","","","","","","","19470616","0","ERI01","KCM","l","regular","y"
"BIR194706300","willc108","CVB","1","value","27","","","5","","","","2","","","","","","","","","","","","","1","","","1","","1","19470630","0","MTG01","BIR","w","regular",""
"CVB194707042","willc108","CVB","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19470704","2","CLE06","BIR","w","regular",""
"CVB194707100","willc108","CVB","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19470710","0","BUF06","CAG","l","regular",""
"CAG194708102","willc108","CVB","2","value","15","","","1","1","","","0","","","","2","","","","","","","","","1","","","","1","","19470810","2","CHI10","CAG","w","regular",""
"CVB194709050","willc108","CVB","1","value","","","","","","","","","","","","","","","","","","","","","1","","","1","","","19470905","0","BUF06","NY6","w","exhibition",""
