"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"HOM194506241","aberr101","KCM","8","2","value","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19450624","1","WAS09","HOM","L","exhibition","y"
"HOM194506241","aberr101","KCM","8","2","lower","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19450624","1","WAS09","HOM","L","exhibition","y"
"HOM194506241","aberr101","KCM","8","2","upper","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19450624","1","WAS09","HOM","L","exhibition","y"
"PHB194506251","aberr101","KCM","8","1","value","4","1","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","19450625","1","PHI11","PHB","L","exhibition","y"
"PHB194506251","aberr101","KCM","8","1","lower","1","1","1","","1","","2","","","","","","","","","","","","","","19450625","1","PHI11","PHB","L","exhibition","y"
"PHB194506251","aberr101","KCM","8","1","upper","4","","-6","","1","","2","","","","","","","","","","","","","","19450625","1","PHI11","PHB","L","exhibition","y"
"PRK194509260","aberr101","KCR","6","1","value","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19450926","0","SAN03","PRK","L","exhibition","y"
"PRK194509260","aberr101","KCR","6","1","lower","4","0","1","0","0","0","0","0","","0","","","","0","","","0","","","","19450926","0","SAN03","PRK","L","exhibition","y"
"PRK194509260","aberr101","KCR","6","1","upper","4","0","1","0","0","0","0","0","","0","","","","0","","","0","","","","19450926","0","SAN03","PRK","L","exhibition","y"
"KCM194705010","aberr101","IN9","4","1","value","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19470501","0","OKC02","KCM","L","exhibition","y"
"KCM194705010","aberr101","IN9","4","1","lower","3","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19470501","0","OKC02","KCM","L","exhibition","y"
"KCM194705010","aberr101","IN9","4","1","upper","3","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19470501","0","OKC02","KCM","L","exhibition","y"
"IN9194705181","aberr101","IN9","","","value","","1","1","","","1","3","","","","","","","","","","","","","","19470518","1","IND10","BIR","W","regular",""
"IN9194705181","aberr101","IN9","","","lower","1","1","1","","","1","3","","","","","","","","","","","","","","19470518","1","IND10","BIR","W","regular",""
"IN9194705181","aberr101","IN9","","","upper","1","","","","","1","3","","","","","","","","","","","","","","19470518","1","IND10","BIR","W","regular",""
"BIR194705260","aberr101","IN9","","","value","","","1","","","","","","","","","","","","","","","","","","19470526","0","NOL01","BIR","L","regular",""
"BIR194705260","aberr101","IN9","","","lower","1","","1","","","","","","","","","","","","","","","","","","19470526","0","NOL01","BIR","L","regular",""
"BIR194705260","aberr101","IN9","","","upper","1","","","","","","","","","","","","","","","","","","","","19470526","0","NOL01","BIR","L","regular",""
"MEM194706010","aberr101","IN9","","","value","","","","","","","","1","","","","","","","","","","","","","19470601","0","MEM02","MEM","W","regular",""
"MEM194706010","aberr101","IN9","","","lower","","","","","","","","1","","","","","","","","","","","","","19470601","0","MEM02","MEM","W","regular",""
"MEM194706010","aberr101","IN9","","","upper","","","","","","","","1","","","","","","","","","","","","","19470601","0","MEM02","MEM","W","regular",""
"KCM194706081","aberr101","IN9","4","1","value","4","0","1","","","","0","","","","0","0","","","","","","","","","19470608","1","KAN05","KCM","L","regular","y"
"KCM194706081","aberr101","IN9","4","1","lower","4","0","1","","","","0","","","","","","","","","","","","","","19470608","1","KAN05","KCM","L","regular","y"
"KCM194706081","aberr101","IN9","4","1","upper","4","0","1","","","","0","","","","","","","","","","","","","","19470608","1","KAN05","KCM","L","regular","y"
"KCM194706082","aberr101","IN9","4","1","value","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19470608","2","KAN05","KCM","L","regular","y"
"KCM194706082","aberr101","IN9","4","1","lower","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19470608","2","KAN05","KCM","L","regular","y"
"KCM194706082","aberr101","IN9","4","1","upper","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19470608","2","KAN05","KCM","L","regular","y"
"KCM194706090","aberr101","IN9","4","1","value","5","3","2","0","0","0","0","0","","0","1","","","0","","","0","","","","19470609","0","KAN05","KCM","W","regular","y"
"KCM194706090","aberr101","IN9","4","1","lower","5","3","2","0","0","0","0","0","","0","","","","0","","","0","","","","19470609","0","KAN05","KCM","W","regular","y"
"KCM194706090","aberr101","IN9","4","1","upper","5","3","2","0","0","0","0","0","","0","","","","0","","","0","","","","19470609","0","KAN05","KCM","W","regular","y"
"IN9194706100","aberr101","IN9","4","1","value","5","2","2","1","0","0","","0","","0","0","0","","0","","","0","","","","19470610","0","SPR03","KCM","L","regular","y"
"IN9194706100","aberr101","IN9","4","1","lower","5","2","2","1","0","0","","0","","0","","","","0","","","0","","","","19470610","0","SPR03","KCM","L","regular","y"
"IN9194706100","aberr101","IN9","4","1","upper","5","2","2","1","0","0","","0","","0","","","","0","","","0","","","","19470610","0","SPR03","KCM","L","regular","y"
"IN9194706120","aberr101","IN9","4","1","value","5","1","1","","","","1","","","","0","0","","","","","","","","","19470612","0","FLI01","KCM","L","regular","y"
"IN9194706120","aberr101","IN9","4","1","lower","5","1","1","","","","1","","","","","","","","","","","","","","19470612","0","FLI01","KCM","L","regular","y"
"IN9194706120","aberr101","IN9","4","1","upper","5","1","1","","","","1","","","","","","","","","","","","","","19470612","0","FLI01","KCM","L","regular","y"
"CAG194706151","aberr101","IN9","4","1","value","3","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","19470615","1","CHI10","CAG","L","regular","y"
"CAG194706151","aberr101","IN9","4","1","lower","3","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19470615","1","CHI10","CAG","L","regular","y"
"CAG194706151","aberr101","IN9","4","1","upper","3","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19470615","1","CHI10","CAG","L","regular","y"
"CVB194706221","aberr101","IN9","4","1","value","2","0","0","0","0","0","0","0","","0","2","","","0","","","0","","","","19470622","1","CLE06","CVB","L","regular","y"
"CVB194706221","aberr101","IN9","4","1","lower","2","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19470622","1","CLE06","CVB","L","regular","y"
"CVB194706221","aberr101","IN9","4","1","upper","2","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19470622","1","CLE06","CVB","L","regular","y"
"CVB194706250","aberr101","IN9","1","2","value","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","1","","19470625","0","ERI01","CVB","L","regular","y"
"CVB194706250","aberr101","IN9","1","2","lower","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19470625","0","ERI01","CVB","L","regular","y"
