"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"KCM194404180","vazqa101","CIA","","","value","","","","1","","","","","","","","","","","","","","","","","","","19440418","0","HOU04","KCM","w","exhibition",""
"KCM194404180","vazqa101","CIA","","","lower","","1","","1","","","","","","","","","","","","","","","","","","","19440418","0","HOU04","KCM","w","exhibition",""
"KCM194404250","vazqa101","CIA","7","1","value","5","5","1","4","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19440425","0","OKC02","KCM","l","exhibition","y"
"KCM194404260","vazqa101","CIA","7","1","value","3","3","1","2","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19440426","0","OKC02","KCM","w","exhibition","y"
"CIA194405120","vazqa101","CIA","7","1","value","4","3","2","1","0","0","0","1","0","","0","1","","","1","","","0","","","","","19440512","0","COL05","CAG","w","regular","y"
"CVB194405141","vazqa101","CIA","7","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","1","","","0","","","","","19440514","1","CLE06","CVB","l","regular","y"
"CVB194405142","vazqa101","CIA","7","1","value","3","3","0","1","0","0","0","","0","","0","0","0","0","0","","","0","","","","","19440514","2","CLE06","CVB","w","regular","y"
"CIA194405240","vazqa101","CIA","7","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440524","0","SPR03","MEM","w","regular","y"
"CIA194405250","vazqa101","CIA","7","1","value","4","3","0","1","0","0","0","0","0","","0","1","","","0","","","0","","","","","19440525","0","DAV01","MEM","l","regular","y"
"CIA194405281","vazqa101","CIA","7","1","value","3","2","1","0","0","0","0","","0","","0","1","","","0","","","0","","","","","19440528","1","CIN07","MEM","w","regular","y"
"CIA194406041","vazqa101","CIA","7","1","value","4","3","1","1","0","1","0","","0","","0","1","","","0","","","0","","","","","19440604","1","IND10","CAG","w","regular","y"
"CIA194406051","vazqa101","CIA","7","1","value","4","4","1","2","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440605","1","PHI11","BIR","w","regular","y"
"PH5194406052","vazqa101","CIA","7","1","value","3","2","0","1","0","0","0","0","0","","0","1","","","0","","","0","","","","","19440605","2","PHI11","PH5","l","exhibition","y"
"NY5194406112","vazqa101","CIA","7","1","value","4","3","1","1","0","0","1","1","0","","0","1","","","0","","","0","","","","","19440611","2","NYC16","NY5","w","exhibition","y"
"KCM194406160","vazqa101","CIA","","","value","","","1","","","","","","","","","1","","","","","","","","","","","19440616","0","BEL01","KCM","w","regular",""
"KCM194406180","vazqa101","CIA","6","1","value","4","4","1","1","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19440618","0","KAN05","KCM","w","regular","y"
"KCM194406190","vazqa101","CIA","6","1","value","5","5","1","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19440619","0","KAN05","KCM","w","regular","y"
"MEM194406251","vazqa101","CIA","6","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440625","1","MEM03","MEM","l","regular","y"
"MEM194406260","vazqa101","CIA","5","1","value","4","3","0","1","0","0","0","2","0","","0","1","","","0","","","0","","","","","19440626","0","NOL01","MEM","w","regular","y"
"CAG194407100","vazqa101","CIA","7","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440710","0","DAV01","CAG","w","regular","y"
"CAG194407161","vazqa101","CIA","7","1","value","3","3","0","1","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19440716","1","CHI10","CAG","l","regular","y"
