"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"SAS193708220","whatd101","SAS","1","8","value","27","2","0","0","0","0","","","","","1","19370822","0","BIR01","NAS","l","allstar","y"
"BIR193805011","whatd101","BIR","1","9","value","27","3","","0","0","0","","","0","","1","19380501","1","BIR01","CAG","l","exhibition","y"
"BIR193805012","whatd101","BIR","1","9","value","21","3","","0","0","0","","","0","","1","19380501","2","BIR01","CAG","l","exhibition","y"
"JAX193805080","whatd101","BIR","1","9","value","24","","","","0","0","","","0","","1","19380508","0","JKV01","JAX","l","exibition","y"
"MEM193806051","whatd101","BIR","1","9","value","24","","","","","","","","0","","1","19380605","1","MEM02","MEM","l","regular","y"
"KCM193807070","whatd101","BIR","","9","value","","","","1","","","","","","","","19380707","0","OKC01","KCM","l","regular",""
"BIR193809030","whatd101","BIR","","1","value","","","","","","","","","","","","19380903","0","LEE01","KCM","l","regular",""
"MEM193809180","whatd101","MEM","1","9","value","27","4","0","0","0","0","","","","","1","19380918","0","MEM02","ATN","w","lcs","y"
"MEM193809190","whatd101","MEM","1","9","value","12","0","0","0","0","0","","","","","1","19380919","0","MEM02","ATN","w","lcs","y"
"CV9193903270","whatd101","CV9","1","9","value","30","1","1","1","0","0","","","","","1","19390327","0","JKV01","CAG","w","exhibition","y"
"CV9193904030","whatd101","CV9","1","9","value","27","1","","0","0","0","","","","","1","19390403","0","JKV01","CAG","l","exhibition","y"
"ATN193904210","whatd101","HOM","1","9","value","27","2","0","0","0","0","","","","","1","19390421","0","ATL04","ATN","w","exhibition","y"
"HOM193904231","whatd101","HOM","1","9","value","27","1","0","0","0","0","","","","","1","19390423","1","NOL01","KCM","w","exhibition","y"
"HOM193904232","whatd101","HOM","1","9","value","24","0","0","0","0","0","","","","","1","19390423","2","NOL01","KCM","w","exhibition","y"
"HOM193905120","whatd101","HOM","1","9","value","27","0","0","0","0","0","","","","","1","19390512","0","PIT06","NY5","l","regular","y"
"BLG193905141","whatd101","HOM","1","9","value","27","","","0","0","0","","","","","1","19390514","1","BAL10","BLG","w","regular","y"
"BLG193905142","whatd101","HOM","1","9","value","18","","","0","0","0","","","","","1","19390514","2","BAL10","BLG","w","regular","y"
"HOM193905270","whatd101","HOM","1","9","value","27","1","0","0","0","0","","","","","1","19390527","0","PIT06","PH5","w","regular","y"
"HOM193905281","whatd101","HOM","1","9","value","27","1","0","0","0","0","","","","","1","19390528","1","BUF06","PH5","w","regular","y"
"PH5193906181","whatd101","HOM","1","9","value","27","6","0","0","0","0","","","","","1","19390618","1","PHI17","PH5","w","regular","y"
"PH5193906182","whatd101","HOM","1","9","value","27","5","0","0","0","0","","","","","1","19390618","2","PHI17","PH5","w","regular","y"
"NW2193907091","whatd101","HOM","1","9","value","","","","0","0","0","","","","","1","19390709","1","NWK04","NW2","l","regular","y"
"NW2193907092","whatd101","HOM","1","9","value","21","","","0","0","0","","","","","1","19390709","2","NWK04","NW2","w","regular","y"
"PH5193907152","whatd101","HOM","1","9","value","","1","0","0","0","0","","","","","","19390715","2","PHI17","PH5","w","regular","y"
"HOM193907161","whatd101","HOM","1","9","value","27","","","1","0","0","","","","","1","19390716","1","WAS09","PH5","w","regular","y"
"HOM193907162","whatd101","HOM","1","9","value","21","","","0","0","0","","","","","1","19390716","2","WAS09","PH5","l","regular","y"
"HOM193907231","whatd101","HOM","1","9","value","12","1","0","0","0","0","","","","","0","19390723","1","NYC16","PH5","w","regular","y"
"HOM193907240","whatd101","HOM","1","9","value","27","3","0","0","0","0","","","","","1","19390724","0","GRE04","PH5","w","regular","y"
"HOM193907270","whatd101","HOM","1","9","value","12","0","0","0","0","0","","","","","0","19390727","0","WAR03","PH5","l","exhibition","y"
"PH5193907290","whatd101","HOM","1","9","value","24","1","0","0","0","0","","","","","1","19390729","0","PHI17","PH5","l","regular","y"
"HOM193908020","whatd101","HOM","1","9","value","24","1","0","0","0","0","","","","","1","19390802","0","PIT06","NW2","w","regular","y"
"HOM193908030","whatd101","HOM","1","9","value","27","3","0","0","0","0","","","","","1","19390803","0","ALT02","NW2","w","regular","y"
"HOM193908061","whatd101","HOM","1","9","value","27","2","0","0","0","0","","","","","1","19390806","1","IND10","NW2","w","exhibition","y"
"NW2193908100","whatd101","HOM","1","9","value","24","","","0","0","0","","","","","1","19390810","0","NWK04","NW2","l","regular","y"
"NY5193908132","whatd101","HOM","1","9","value","27","2","0","0","0","0","","","","","1","19390813","2","NYC16","NY5","w","regular","y"
"HOM193908240","whatd101","HOM","1","9","value","27","2","0","0","0","0","","","","","1","19390824","0","WAR03","BLG","w","regular","y"
"HOM193908272","whatd101","HOM","1","9","value","21","2","0","0","0","0","","","","","1","19390827","2","WAS09","NY5","t","exhibition","y"
"PH5193909020","whatd101","HOM","1","9","value","26","0","0","0","0","0","","","","","1","19390902","0","CHE01","PH5","l","regular","y"
"NW2193909032","whatd101","HOM","1","8","value","27","0","0","0","0","0","","","","","1","19390903","2","NWK04","NW2","w","regular","y"
"PH5193909130","whatd101","HOM","1","9","value","18","0","0","0","0","0","","","","","1","19390913","0","PHI17","PH5","l","divisionseries","y"
"PH5193909140","whatd101","HOM","1","9","value","27","1","0","0","0","0","","","","","1","19390914","0","PHI17","PH5","w","divisionseries","y"
"HOM193909160","whatd101","HOM","1","9","value","27","4","0","0","0","0","","","","","1","19390916","0","PHI17","BLG","w","lcs","y"
"BLG193909171","whatd101","HOM","1","9","value","24","0","0","0","0","0","","","","","1","19390917","1","BAL10","BLG","l","lcs","y"
"BLG193909172","whatd101","HOM","1","9","value","12","0","0","0","0","0","","","","","1","19390917","2","BAL10","BLG","t","lcs","y"
"HOM193909230","whatd101","HOM","1","9","value","27","1","0","0","0","0","","","","","1","19390923","0","PHI17","BLG","l","lcs","y"
