"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CI2194308070","hallp101","CI2","1","value","9","","15","3","","","","3","","3","","","","","","","","","","","1","","","19430807","0","APP01","BIR","W","regular","y"
"CI2194308070","hallp101","CI2","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19430807","0","APP01","BIR","W","regular","y"
"CI2194308070","hallp101","CI2","1","upper","","","","","","","","","","","","","","","","","","","","","","","","19430807","0","APP01","BIR","W","regular","y"
"BIR194308130","hallp101","CI2","2","value","4","","5","1","","0","0","0","","0","","0","0","0","0","","","","","","","1","","19430813","0","MIL03","BIR","L","regular","y"
"BIR194308130","hallp101","CI2","2","lower","","","","","","0","","","","","","","0","0","0","","","","","","","","","19430813","0","MIL03","BIR","L","regular","y"
"BIR194308130","hallp101","CI2","2","upper","","","","","","0","","","","","","","0","0","0","","","","","","","","","19430813","0","MIL03","BIR","L","regular","y"
