"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"NW2193606080","evanb105","NW2","","","value","","","","","","","","","","","","","","","","","","","","","19360608","0","NBG01","NY6","L","exhibition",""
"NW2193606080","evanb105","NW2","","","lower","","","","","","","","","","","","","","","","","","","","","19360608","0","NBG01","NY6","L","exhibition",""
"NW2193606080","evanb105","NW2","","","upper","","","","","","","","","","","","","","","","","","","","","19360608","0","NBG01","NY6","L","exhibition",""
"PTC193609121","evanb105","NW2","9","1","value","4","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19360912","1","PIT09","PTC","L","championship","y"
"PTC193609121","evanb105","NW2","9","1","lower","","0","0","0","0","0","","0","","0","","","","0","","","","","","","19360912","1","PIT09","PTC","L","championship","y"
"PTC193609121","evanb105","NW2","9","1","upper","","0","0","0","0","0","","0","","0","","","","0","","","","","","","19360912","1","PIT09","PTC","L","championship","y"
"PTC193609150","evanb105","NW2","9","1","value","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19360915","0","DAY03","PTC","W","championship","y"
"PTC193609150","evanb105","NW2","9","1","lower","","0","1","0","0","0","","0","","0","","","","0","","","","","","","19360915","0","DAY03","PTC","W","championship","y"
"PTC193609150","evanb105","NW2","9","1","upper","","0","1","0","0","0","","0","","0","","","","0","","","","","","","19360915","0","DAY03","PTC","W","championship","y"
"NW2193909060","evanb105","NW2","9","1","value","1","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19390906","0","NWK04","BLG","W","divisionseries","y"
"NW2193909060","evanb105","NW2","9","1","lower","1","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19390906","0","NWK04","BLG","W","divisionseries","y"
"NW2193909060","evanb105","NW2","9","1","upper","1","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19390906","0","NWK04","BLG","W","divisionseries","y"
"NW2193909090","evanb105","NW2","9","2","value","1","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19390909","0","PHI17","BLG","L","divisionseries","y"
"NW2193909090","evanb105","NW2","9","2","lower","1","0","0","0","0","0","","0","","0","","","","0","","","","","","","19390909","0","PHI17","BLG","L","divisionseries","y"
"NW2193909090","evanb105","NW2","9","2","upper","1","0","0","0","0","0","","0","","0","","","","0","","","","","","","19390909","0","PHI17","BLG","L","divisionseries","y"
"SNO194004141","evanb105","NY5","9","4","value","1","0","0","0","0","0","0","1","","0","0","0","","0","","","0","","","","19400414","1","NOL01","SNO","L","exhibition","y"
"SNO194004141","evanb105","NY5","9","4","lower","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400414","1","NOL01","SNO","L","exhibition","y"
"SNO194004141","evanb105","NY5","9","4","upper","1","0","0","0","0","0","0","1","","0","","","","0","","","0","","","","19400414","1","NOL01","SNO","L","exhibition","y"
"NY5194004212","evanb105","NY5","","","value","","","","","","","","","","","","","","","","","","","","","19400421","2","LRK02","CAG","W","exhibition",""
"NY5194004212","evanb105","NY5","","","lower","","","","","","","","","","","","","","","","","","","","","19400421","2","LRK02","CAG","W","exhibition",""
"NY5194004212","evanb105","NY5","","","upper","","","","","","","","","","","","","","","","","","","","","19400421","2","LRK02","CAG","W","exhibition",""
"MEM194004280","evanb105","NY5","9","1","value","2","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400428","0","MEM02","MEM","L","exhibition","y"
"MEM194004280","evanb105","NY5","9","1","lower","2","0","1","0","0","0","0","0","","0","","","","0","","","0","","","","19400428","0","MEM02","MEM","L","exhibition","y"
"MEM194004280","evanb105","NY5","9","1","upper","2","0","1","0","0","0","0","0","","0","","","","0","","","0","","","","19400428","0","MEM02","MEM","L","exhibition","y"
"NW2194005050","evanb105","NY5","9","5","value","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19400505","0","NWK04","NW2","L","regular","y"
"NW2194005050","evanb105","NY5","9","5","lower","0","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19400505","0","NWK04","NW2","L","regular","y"
"NW2194005050","evanb105","NY5","9","5","upper","0","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19400505","0","NWK04","NW2","L","regular","y"
"NY5194005060","evanb105","NY5","","","value","","","","","","","","","","","","","","","","","","","","","19400506","0","POR01","NW2","W","exhibition",""
"NY5194005060","evanb105","NY5","","","lower","","","","","","","","","","","","","","","","","","","","","19400506","0","POR01","NW2","W","exhibition",""
"NY5194005060","evanb105","NY5","","","upper","","","","","","","","","","","","","","","","","","","","","19400506","0","POR01","NW2","W","exhibition",""
"NY5194005122","evanb105","NY5","9","1","value","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400512","2","NOR02","NW2","W","regular","y"
"NY5194005122","evanb105","NY5","9","1","lower","3","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400512","2","NOR02","NW2","W","regular","y"
"NY5194005122","evanb105","NY5","9","1","upper","3","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400512","2","NOR02","NW2","W","regular","y"
"NY5194005192","evanb105","NY5","","","value","","","","","","","","","","","","","","","","","","","","","19400519","2","NYC16","NY6","L","regular",""
"NY5194005192","evanb105","NY5","","","lower","","","","","","","","","","","","","","","","","","","","","19400519","2","NYC16","NY6","L","regular",""
"NY5194005192","evanb105","NY5","","","upper","","","","","","","","","","","","","","","","","","","","","19400519","2","NYC16","NY6","L","regular",""
"BLG194006220","evanb105","NY5","9","2","value","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400622","0","HRB01","BLG","L","regular","y"
"BLG194006220","evanb105","NY5","9","2","lower","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400622","0","HRB01","BLG","L","regular","y"
"BLG194006220","evanb105","NY5","9","2","upper","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400622","0","HRB01","BLG","L","regular","y"
"BLG194006232","evanb105","NY5","9","2","value","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400623","2","BAL09","BLG","L","regular","y"
"BLG194006232","evanb105","NY5","9","2","lower","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400623","2","BAL09","BLG","L","regular","y"
"BLG194006232","evanb105","NY5","9","2","upper","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400623","2","BAL09","BLG","L","regular","y"
"HOM194006302","evanb105","NY5","","","value","","","","","","","","","","","","","","","","","","","","","19400630","2","WAS09","HOM","L","regular",""
"HOM194006302","evanb105","NY5","","","lower","","","","","","","","","","","","","","","","","","","","","19400630","2","WAS09","HOM","L","regular",""
"HOM194006302","evanb105","NY5","","","upper","","","","","","","","","","","","","","","","","","","","","19400630","2","WAS09","HOM","L","regular",""
"NW2194007180","evanb105","NY5","9","1","value","2","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19400718","0","NWK04","NW2","L","regular","y"
"NW2194007180","evanb105","NY5","9","1","lower","2","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19400718","0","NWK04","NW2","L","regular","y"
"NW2194007180","evanb105","NY5","9","1","upper","2","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19400718","0","NWK04","NW2","L","regular","y"
