"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"JAX193805230","reevd101","ATN","1","9","value","27","1","0","0","","","","","","","1","19380523","0","JKV01","JAX","w","regular","y"
"ATN193806130","reevd101","ATN","1","1","value","","","","","","","","","","","","19380613","0","ELB01","IN7","l","exhibition",""
"MEM193806280","reevd101","ATN","3","8","value","","","","","","","","","","","","19380628","0","MEM02","MEM","l","regular","y"
"CAG193808150","reevd101","ATN","","9","value","","","","","","","","","","","","19380815","0","CHI09","CAG","w","regular",""
"MEM193809190","reevd101","ATN","1","9","value","24","1","0","0","0","0","","","","","1","19380919","0","MEM02","MEM","l","lcs","y"
"ATN193904190","reevd101","ATN","1","9","value","21","0","0","0","0","0","","","","","1","19390419","0","GRI01","CAG","w","exhibition","y"
"ATN193904210","reevd101","ATN","1","9","value","27","0","0","0","0","0","","","","","1","19390421","0","ATL04","HOM","l","exhibition","y"
"ATN193904230","reevd101","ATN","1","9","value","27","0","0","0","0","0","","","","","1","19390423","0","ATL04","NW2","l","exhibition","y"
"ATN193904240","reevd101","ATN","1","9","value","27","0","0","2","0","0","","","","","1","19390424","0","BIR01","NW2","l","exhibition","y"
"NW2193904270","reevd101","ATN","1","9","value","21","1","0","0","0","0","","","","","1","19390427","0","MAC01","NW2","l","exhibition","y"
"SSA193905120","reevd101","ATN","1","9","value","27","2","0","0","0","0","","","","","1","19390512","0","MOU01","SSA","w","exhibition","y"
"SSA193905140","reevd101","ATN","1","9","value","21","0","0","0","0","0","","","","","1","19390514","0","STL13","SSA","w","regular","y"
"SSA193905150","reevd101","ATN","1","9","value","24","3","0","0","0","0","","","","","1","19390515","0","STL13","SSA","l","regular","y"
"CV9193905211","reevd101","ATN","1","9","value","24","1","0","0","0","0","","","","","1","19390521","1","CLE06","CV9","l","regular","y"
"CV9193905212","reevd101","ATN","1","9","value","15","0","0","0","0","0","","","","","1","19390521","2","CLE07","CV9","l","regular","y"
"KCM193905260","reevd101","ATN","1","9","value","24","2","0","1","0","0","","","","","1","19390526","0","DES01","KCM","l","regular","y"
"KCM193905282","reevd101","ATN","1","9","value","12","0","0","0","0","0","","","","","0","19390528","2","KAN05","KCM","l","regular","y"
"SSA193905300","reevd101","ATN","1","9","value","14","","","1","0","0","","","","","1","19390530","0","STL13","SSA","l","regular","y"
"SSA193905300","reevd101","ATN","2","1","value","10","","","0","0","0","","","","","1","19390530","0","STL13","SSA","l","regular","y"
"MEM193906040","reevd101","ATN","1","9","value","24","0","0","1","0","0","","","","","1","19390604","0","MEM02","MEM","l","regular","y"
"ATN193906200","reevd101","ATN","1","9","value","27","","","","0","0","","","","","1","19390620","0","ATL04","MEM","w","regular","y"
"CAG193908100","reevd101","CAG","1","9","value","27","","","0","0","0","","","","","1","19390810","0","MIL03","CV9","w","regular","y"
"CAG193908131","reevd101","CAG","1","9","value","27","1","0","0","0","0","","","","","1","19390813","1","CHI09","CV9","l","regular","y"
"CAG193908132","reevd101","CAG","1","9","value","27","0","0","1","0","0","","","","","1","19390813","2","CHI09","CV9","l","regular","y"
"CAG193908201","reevd101","CAG","1","9","value","27","1","0","0","0","0","","","","","1","19390820","1","CHI09","SSA","w","regular","y"
"CAG193908202","reevd101","CAG","1","9","value","27","0","0","0","0","0","","","","","1","19390820","2","CHI09","SSA","l","regular","y"
"MEM193908271","reevd101","CAG","1","9","value","24","0","0","0","0","0","","","","","1","19390827","1","MEM02","MEM","l","exhibition","y"
"CAG193909031","reevd101","CAG","1","9","value","27","0","0","0","0","0","","","","","1","19390903","1","CHI09","MEM","w","regular","y"
"CAG193909032","reevd101","CAG","1","9","value","27","1","","0","","0","0","","","","","19390903","2","CHI09","MEM","w","regular",""
"HOM194005030","reevd101","CAG","1","9","value","24","1","","0","0","0","","","","","1","19400503","0","MNL01","HOM","l","exhibition","y"
"MEM194005051","reevd101","CAG","1","9","value","25","0","","0","0","0","","","","","1","19400505","1","MEM02","MEM","l","exhibition","y"
"MEM194005081","reevd101","CAG","1","9","value","24","0","","0","0","0","","","","","1","19400508","1","NOL01","MEM","l","exhibition","y"
"CV9194005121","reevd101","CAG","1","9","value","24","","","0","0","0","","","","","1","19400512","1","ATL04","CV9","l","regular","y"
"CV9194005122","reevd101","CAG","1","9","value","21","","","0","0","0","","","","","1","19400512","2","ATL04","CV9","t","regular","y"
"CAG194005180","reevd101","CAG","1","9","value","27","2","0","0","0","0","","","","","1","19400518","0","CHI09","CV9","l","regular","y"
"CAG194005191","reevd101","CAG","1","9","value","27","","","0","0","0","","","","","1","19400519","1","CHI09","CV9","l","regular","y"
"CAG194005192","reevd101","CAG","1","9","value","21","","","0","","0","0","","","","","19400519","2","CHI09","CV9","w","regular",""
"KCM194006091","reevd101","CAG","1","9","value","24","1","0","0","0","0","","","","","1","19400609","1","KAN05","KCM","l","regular","y"
"KCM194006092","reevd101","CAG","1","9","value","21","1","0","0","0","0","","","","","1","19400609","2","KAN05","KCM","w","regular","y"
"KCM194006100","reevd101","CAG","1","9","value","24","1","0","0","0","0","","","","","1","19400610","0","DES01","KCM","l","regular","y"
"CAG194006161","reevd101","CAG","1","9","value","27","1","0","0","0","0","","","","","1","19400616","1","CHI09","KCM","l","regular","y"
"CAG194006301","reevd101","CAG","1","9","value","27","","","0","0","0","","","","","1","19400630","1","CHI09","MEM","w","regular","y"
"CAG194007141","reevd101","CAG","1","9","value","27","","","0","0","0","","","","","1","19400714","1","CHI09","SNO","w","regular","y"
"CAG194007150","reevd101","CAG","1","9","value","27","","","0","","0","0","","","","","19400715","0","CHI09","SNO","w","regular",""
"CAG194007211","reevd101","CAG","1","9","value","30","1","0","0","0","0","","","","","1","19400721","1","CHI09","BIR","w","regular","y"
"CAG194007281","reevd101","CAG","1","9","value","27","3","1","1","0","0","","","","","1","19400728","1","CHI09","KCM","l","regular","y"
"CAG194007282","reevd101","CAG","1","9","value","21","1","","0","","0","0","","","","","19400728","2","CHI09","KCM","w","regular",""
"CAG194008041","reevd101","CAG","1","9","value","27","1","0","0","0","0","","","","","1","19400804","1","CHI09","CV9","w","regular","y"
"ASW194008180","reevd101","ASW","1","7","value","27","1","0","0","0","0","","","","","1","19400818","0","CHI10","ASE","l","allstar","y"
"SNO194104130","reevd101","CAG","1","9","value","27","0","0","0","0","0","","","","","1","19410413","0","MNL01","SNO","w","exhibition","y"
"SNO194105041","reevd101","CAG","1","9","value","27","1","1","0","1","0","0","","","","1","19410504","1","DAL01","SNO","w","exhibition",""
"SNO194105042","reevd101","CAG","1","9","value","18","1","1","0","1","0","0","","","","","19410504","2","DAL01","SNO","l","exhibition",""
"CAG194105181","reevd101","CAG","1","9","value","27","0","0","0","0","0","","","","","1","19410518","1","CHI10","KCM","l","regular","y"
"CAG194105182","reevd101","CAG","1","9","value","27","","","1","","0","0","","","","1","19410518","2","CHI10","KCM","w","regular",""
"CAG194105251","reevd101","CAG","1","9","value","","1","0","0","0","0","","","","","1","19410525","1","CHI10","SNO","w","regular","y"
"CAG194105252","reevd101","CAG","1","8","value","27","1","0","0","0","0","","","","","1","19410525","2","CHI10","SNO","l","regular","y"
"KCM194106110","reevd101","CAG","1","9","value","34","2","0","0","0","0","","","","","1","19410611","0","KAN05","KCM","l","regular","y"
"CAG194106140","reevd101","CAG","1","9","value","27","2","1","0","0","0","","","","","1","19410614","0","CAN03","KCM","l","regular","y"
