"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"KCM194004210","younl102","KCM","1","7","value","27","","","0","1","0","","","","","1","19400421","0","ATL04","IN8","w","exhibition","y"
"HOM194004281","younl102","KCM","1","9","value","24","2","1","0","0","0","","","","","1","19400428","1","NOL01","HOM","l","exhibition","y"
"HOM194004282","younl102","KCM","1","9","value","18","1","0","0","0","0","","","","","1","19400428","2","NOL01","HOM","l","exhibition","y"
"KCM194005082","younl102","KCM","1","9","value","21","2","","0","0","0","","","","","1","19400508","2","NOL01","SNO","t","exhibition","y"
"KCM194009010","younl102","KCM","1","7","value","27","0","0","0","0","0","","","","","1","19400901","0","KAN05","BIR","w","regular","y"
"CAG194009082","younl102","KCM","1","7","value","18","","","0","0","0","","","","","1","19400908","2","CHI09","CAG","w","regular","y"
"HOM194406080","younl102","BIR","1","7","value","","","","0","0","0","","","","","1","19440608","0","WAS09","HOM","w","exhibition","y"
"HOM194406112","younl102","BIR","1","7","value","21","","","0","0","0","","","","","1","19440611","2","WAS09","HOM","l","exhibition","y"
"HOM194406120","younl102","BIR","1","7","value","24","1","0","0","0","0","","","","","1","19440612","0","HRB01","HOM","l","exhibition","y"
"HOM194406130","younl102","BIR","1","7","value","24","","","0","0","0","","","","","1","19440613","0","PIT06","HOM","l","exhibition","y"
"MEM194406181","younl102","BIR","1","7","value","27","1","","0","0","0","","","","","1","19440618","1","BEA01","MEM","w","regular","y"
"PH5194408281","younl102","BIR","1","7","value","27","2","0","0","0","0","","","","","1","19440828","1","PHI11","PH5","w","exhibition","y"
"BIR194408282","younl102","BIR","1","7","value","21","0","0","0","0","0","","","","","1","19440828","2","PHI11","KCM","l","regular","y"
"NY6194408290","younl102","BIR","1","7","value","24","1","0","0","0","0","","","","","1","19440829","0","HRB01","NY6","l","exhibition","y"
"BIR194505061","younl102","BIR","1","7","value","27","3","","0","0","0","","","","","1","19450506","1","BIR01","CVB","l","regular","y"
"KCM194505131","younl102","BIR","1","7","value","3","0","0","0","0","0","","","","","","19450513","1","KAN05","KCM","l","regular","y"
"KCM194505132","younl102","BIR","1","7","value","","2","0","0","0","0","","","","","","19450513","2","KAN05","KCM","l","regular","y"
"BIR194506031","younl102","BIR","1","7","value","","","","0","0","0","","","","","","19450603","1","BIR01","KCM","l","regular","y"
