"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"PRG192510250","oldhr101","PIR","1","value","24","0","37","10","3","0","1","7","7","2","0","5","1","1","0","1","0","","1","","1","","1","19251025","0","LOS05","PRG","L","exhibition","y"
"PRG192510250","oldhr101","PIR","1","lower","24","0","37","10","3","0","1","7","7","2","0","5","1","1","0","1","0","","","","","","","19251025","0","LOS05","PRG","L","exhibition","y"
"PRG192510250","oldhr101","PIR","1","upper","24","0","37","10","3","0","1","7","7","2","0","5","1","1","0","1","0","","","","","","","19251025","0","LOS05","PRG","L","exhibition","y"
"PRG192510310","oldhr101","PIR","1","value","27","0","44","10","1","0","0","5","5","8","0","0","0","0","0","1","0","1","","","1","","1","19251031","0","LOS05","PRG","W","exhibition","y"
"PRG192510310","oldhr101","PIR","1","lower","27","","44","10","","","0","5","","8","","0","0","0","0","1","","","","","","","","19251031","0","LOS05","PRG","W","exhibition","y"
"PRG192510310","oldhr101","PIR","1","upper","27","","44","10","","","0","5","","8","","5","0","0","0","1","","","","","","","","19251031","0","LOS05","PRG","W","exhibition","y"
"PRG192610230","oldhr101","PIR","1","value","24","","","2","1","","1","9","","","","","","","","","","","1","","1","","1","19261023","0","LOS05","PRG","L","exhibition",""
"PRG192610230","oldhr101","PIR","1","lower","24","","","2","1","","1","9","","","","","","","","","","","","","","","","19261023","0","LOS05","PRG","L","exhibition",""
"PRG192610230","oldhr101","PIR","1","upper","24","","","2","1","","1","9","","","","","","","","","","","","","","","","19261023","0","LOS05","PRG","L","exhibition",""
"PRG192611140","oldhr101","PIR","3","value","3","","11","6","","","0","5","","1","","1","0","0","0","1","","","1","","","","","19261114","0","LOS05","PRG","L","exhibition","y"
"PRG192611140","oldhr101","PIR","3","lower","3","","11","6","","","0","5","","1","","1","0","0","0","1","","","","","","","","19261114","0","LOS05","PRG","L","exhibition","y"
"PRG192611140","oldhr101","PIR","3","upper","3","","11","6","","","0","5","","1","","1","0","0","0","1","","","","","","","","19261114","0","LOS05","PRG","L","exhibition","y"
