"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"PH5194207200","kimbl101","PH5","1","value","27","","","6","","","","0","0","","","","","","","","","1","","","1","","1","19420720","0","NIA01","NW2","W","exhibition",""
"PH5194207200","kimbl101","PH5","1","lower","27","","","6","","","","0","0","","","","","","","","","","","","","","","19420720","0","NIA01","NW2","W","exhibition",""
"PH5194207200","kimbl101","PH5","1","upper","27","","","6","","","","0","0","","","","","","","","","","","","","","","19420720","0","NIA01","NW2","W","exhibition",""
"PH5194207310","kimbl101","PH5","3","value","15","","22","6","","0","1","2","","4","","1","0","0","0","","","","","","","1","","19420731","0","SCR01","KCM","L","exhibition","y"
"PH5194207310","kimbl101","PH5","3","lower","15","","","6","","0","1","2","","4","","1","0","0","0","","","","","","","","","19420731","0","SCR01","KCM","L","exhibition","y"
"PH5194207310","kimbl101","PH5","3","upper","15","","","6","","0","1","5","","4","","1","0","0","0","","","","","","","","","19420731","0","SCR01","KCM","L","exhibition","y"
"HOM194208212","kimbl101","PH5","2","value","6","","13","4","","","0","4","","4","","0","0","0","0","","","","","","","","","19420821","2","WAP01","HOM","L","exhibition","y"
"HOM194208212","kimbl101","PH5","2","lower","","","","","","","","","","4","","0","0","0","0","","","","","","","","","19420821","2","WAP01","HOM","L","exhibition","y"
"HOM194208212","kimbl101","PH5","2","upper","","","","","","","","","","4","","0","0","0","0","","","","","","","","","19420821","2","WAP01","HOM","L","exhibition","y"
"PH5194305312","kimbl101","PH5","3","value","2","","3","1","","","0","0","","0","","","0","0","0","0","","","","","","1","","19430531","2","PHI17","NY6","L","regular","y"
"PH5194305312","kimbl101","PH5","3","lower","","","","","","","0","","","","","","0","0","0","","","","","","","","","19430531","2","PHI17","NY6","L","regular","y"
"PH5194305312","kimbl101","PH5","3","upper","","","","","","","0","","","","","","0","0","0","","","","","","","","","19430531","2","PHI17","NY6","L","regular","y"
