"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"KCM194408160","lockl101","BIR","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19440816","0","FTW01","KCM","l","regular",""
"MEM194510080","lockl101","BIR","1","value","27","","","8","","","","2","","","","","","","","","","","","","1","","","1","","1","19451008","0","LRK02","MEM","w","exhibition",""
