"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"ASF194710160","mccab106","ASF","2","value","12","0","16","4","0","0","0","1","1","1","0","2","0","0","0","1","0","0","0","0","","","1","","1","","19471016","0","OAK02","KCR","w","exhibition","y"
"KCR194710190","mccab106","ASF","2","value","12","0","15","1","0","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","1","","","","1","","19471019","0","LOS02","KCR","w","exhibition","y"
