"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"PTC193209280","parmr101","NLS","9","1","value","3","3","1","0","0","0","0","","0","","0","0","","","0","","","","","","","","19320928","0","PIT09","PTC","w","exhibition","y"
"PTC193210011","parmr101","NLS","9","1","value","4","3","0","0","0","0","0","","0","","0","1","","","0","","","","","","","","19321001","1","PIT09","PTC","l","exhibition","y"
