"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"NW2194305110","elamj101","NW2","","","value","","","","","","","","","","","","","","","","","","","","","","","19430511","0","NOR02","HOM","l","exhibition",""
"HOM194305200","elamj101","NW2","8","2","value","1","1","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19430520","0","WAS09","HOM","l","regular","y"
"NW2194305231","elamj101","NW2","","","value","","","0","","","","","0","","","","","","","","","","","","","","","19430523","1","NWK04","HSL","l","regular",""
"NW2194305250","elamj101","NW2","9","1","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19430525","0","TRE01","NY5","w","regular","y"
"NW2194305290","elamj101","NW2","9","1","value","2","2","1","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19430529","0","PAT01","NY5","w","regular","y"
"PH5194306100","elamj101","NW2","","","value","","","0","","0","0","0","0","0","","0","","","","0","","","0","","","","","19430610","0","PHI17","PH5","l","regular",""
"HSL194306190","elamj101","NW2","9","1","value","4","4","1","2","1","0","0","1","0","","0","0","0","","0","","","0","","","","","19430619","0","WIL05","HSL","l","regular","y"
"HOM194307010","elamj101","NW2","","","value","","","","","","","","","","","","","","","","","","","","","","","19430701","0","NOR02","HOM","l","regular",""
"HOM194307041","elamj101","NW2","9","2","value","2","2","0","0","0","0","0","0","0","","0","0","0","1","0","","","0","","","","","19430704","1","WAS09","HOM","l","regular","y"
"NW2194307160","elamj101","NW2","9","1","value","0","0","0","0","0","0","0","","0","","0","0","0","0","0","","","0","","","","","19430716","0","NWK04","NY5","w","regular","y"
"NW2194307182","elamj101","NW2","9","1","value","1","0","1","0","0","0","0","0","0","","0","1","","0","0","","","0","","","","","19430718","2","NWK04","NY5","w","regular","y"
"NW2194307230","elamj101","NW2","","","value","","","","","","","","","","","","","","","","","","","","","","","19430723","0","NOR02","BLG","w","exhibition",""
"HOM194308030","elamj101","NW2","","","value","","","","","","","","","","","","","","","","","","","","","","","19430803","0","SPR04","HOM","w","regular",""
"HOM194308050","elamj101","NW2","","","value","","","","","","","","","","","","","","","","","","","","","","","19430805","0","CIN07","HOM","l","regular",""
"HOM194308072","elamj101","NW2","9","2","value","1","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19430807","2","PIT06","HOM","l","regular","y"
"PH5194308190","elamj101","NW2","9","1","value","4","4","0","2","0","0","0","","0","","0","","","","0","","","0","","","","","19430819","0","PHI17","PH5","l","regular","y"
