"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NYL191307190","gateb101","CAG","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19130719","0","NYC22","NYL","t","championship",""
"NYL191307202","gateb101","CAG","3","value","3","","3","0","","","0","0","0","0","0","0","0","0","0","0","","","","","","","1","","1","","19130720","2","NYC22","NYL","w","championship","y"
"CAG191307280","gateb101","CAG","1","value","27","0","37","8","2","0","0","3","2","1","0","5","0","0","0","0","0","0","0","0","","1","","1","","1","19130728","0","CHI09","NYL","l","championship","y"
"CAG191307300","gateb101","CAG","2","value","26","0","33","5","0","1","0","1","1","0","0","4","1","0","0","0","0","0","0","0","1","","","","1","","19130730","0","CHI09","NYL","w","championship","y"
"CAG191308022","gateb101","CAG","1","value","9","","20","7","","","0","5","","4","","0","0","0","0","0","","","","","","1","","1","","","19130802","2","CHI09","NYL","l","championship","y"
"CAG191308090","gateb101","CAG","1","value","9","","15","5","","","0","4","","1","","1","0","0","0","0","","","","","","1","","1","","","19130809","0","CHI09","NYL","l","championship","y"
"CAG191308130","gateb101","CAG","1","value","27","0","38","11","1","0","0","4","4","2","0","3","1","0","0","0","0","1","1","0","","1","","1","","1","19130813","0","CHI09","NYL","l","championship","y"
"SLG192010050","gateb101","SLG","2","value","13","0","15","3","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","","","","","1","","19201005","0","STL11","SLN","l","exhibition","y"
"DT1192105070","gateb101","DT1","2","value","6","0","9","4","0","0","1","2","2","0","0","1","0","0","0","0","0","0","0","0","","","","","","","19210507","0","DET07","ACY","w","exhibition","y"
"DT1192106060","gateb101","DT1","1","value","27","","29","0","","","0","0","0","2","","10","0","0","0","0","","","","","1","","","1","","1","19210606","0","DET07","CNN","w","regular","y"
"CB1192107090","gateb101","DT1","2","value","11","","18","4","","","1","3","","2","","1","0","0","0","2","","","","","","1","","","","","19210709","0","COL04","CB1","l","regular","y"
"KCM192107250","gateb101","DT1","1","value","24","","35","12","0","0","0","5","","1","0","5","0","0","0","","0","","","","","","","1","","","19210725","0","KAN02","KCM","l","regular","y"
"KCM192308052","gateb101","ML4","1","value","15","","23","5","0","0","0","5","","2","0","1","2","0","0","","0","","","","","1","","1","","","19230805","2","KAN05","KCM","l","regular","y"
