"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"CAG194004142","sandl101","BIR","7","2","value","2","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400414","2","NOL01","CAG","L","exhibition","y"
"CAG194004142","sandl101","BIR","7","2","lower","2","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400414","2","NOL01","CAG","L","exhibition","y"
"CAG194004142","sandl101","BIR","7","2","upper","2","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400414","2","NOL01","CAG","L","exhibition","y"
"HOM194004282","sandl101","KCM","8","1","value","2","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","19400428","2","NOL01","HOM","L","exhibition","y"
"HOM194004282","sandl101","KCM","8","1","lower","2","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400428","2","NOL01","HOM","L","exhibition","y"
"HOM194004282","sandl101","KCM","8","1","upper","2","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400428","2","NOL01","HOM","L","exhibition","y"
