"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR194404090","mccrg101","CVB","2","value","","","","","","","","","","","","","","","","","","","","","","1","","19440409","0","BIR01","BIR","L","exhibition",""
"BIR194404090","mccrg101","CVB","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19440409","0","BIR01","BIR","L","exhibition",""
"BIR194404090","mccrg101","CVB","2","upper","","","","","","","","","","","","","","","","","","","1","","","","","19440409","0","BIR01","BIR","L","exhibition",""
"HOM194405020","mccrg101","CVB","1","value","24","","","13","","","","6","6","","","","","","","","","","1","","1","","1","19440502","0","DAY03","HOM","L","exhibition",""
"HOM194405020","mccrg101","CVB","1","lower","24","","","13","","","","6","6","","","","","","","","","","","","","","","19440502","0","DAY03","HOM","L","exhibition",""
"HOM194405020","mccrg101","CVB","1","upper","24","","","13","","","","6","6","","","","","","","","","","","","","","","19440502","0","DAY03","HOM","L","exhibition",""
"KCM194407240","mccrg101","CVB","3","value","9","","13","4","0","","0","3","","2","","","0","0","0","","","1","","","","","","19440724","0","KAN05","KCM","W","regular","y"
"KCM194407240","mccrg101","CVB","3","lower","9","","","4","0","","0","3","","","","","0","0","0","","","","","","","","","19440724","0","KAN05","KCM","W","regular","y"
"KCM194407240","mccrg101","CVB","3","upper","9","","","4","0","","0","3","","","","","0","0","0","","","","","","","","","19440724","0","KAN05","KCM","W","regular","y"
"KCM194408131","mccrg101","CIA","2","value","3","","4","1","","","0","0","","0","","","0","0","0","0","","","","","","","","19440813","1","KAN05","KCM","L","exhibition","y"
"KCM194408131","mccrg101","CIA","2","lower","3","","","1","","","0","0","","","","","0","0","0","","","","","","","","","19440813","1","KAN05","KCM","L","exhibition","y"
"KCM194408131","mccrg101","CIA","2","upper","3","","","1","","","0","0","","","","","0","0","0","","","","","","","","","19440813","1","KAN05","KCM","L","exhibition","y"
"KCM194408140","mccrg101","CIA","1","value","19","","27","8","0","0","0","1","","2","","","0","0","0","","","1","","","1","","","19440814","0","KAN05","KCM","W","exhibition","y"
"KCM194408140","mccrg101","CIA","1","lower","19","","","8","0","0","0","1","","","","","0","0","0","","","","","","","","","19440814","0","KAN05","KCM","W","exhibition","y"
"KCM194408140","mccrg101","CIA","1","upper","19","","","8","0","0","0","1","","","","","0","0","0","","","","","","","","","19440814","0","KAN05","KCM","W","exhibition","y"
