"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NY6194604020","haynj102","HOM","2","value","12","","17","3","","","","0","0","2","","","","","","","","1","","","","","","19460402","0","NOL01","NY6","W","exhibition","y"
"NY6194604020","haynj102","HOM","2","lower","12","","","3","","","","0","0","","","","","","","","","","","","","","","19460402","0","NOL01","NY6","W","exhibition","y"
"NY6194604020","haynj102","HOM","2","upper","12","","","3","","","","0","0","","","","","","","","","","","","","","","19460402","0","NOL01","NY6","W","exhibition","y"
"NY6194604070","haynj102","HOM","1","value","9","","","","","","","0","0","","","","","","","","","","","","1","","","19460407","0","COR01","NY6","L","exhibition",""
"NY6194604070","haynj102","HOM","1","lower","9","","","","","","","0","0","","","","","","","","","","","","","","","19460407","0","COR01","NY6","L","exhibition",""
"NY6194604070","haynj102","HOM","1","upper","9","","","","","","","0","0","","","","","","","","","","","","","","","19460407","0","COR01","NY6","L","exhibition",""
"NY6194604100","haynj102","HOM","1","value","24","","","12","","1","","11","","","","","","","","","","","1","","1","","1","19460410","0","DAL01","NY6","L","exhibition",""
"NY6194604100","haynj102","HOM","1","lower","24","","","12","","1","","11","","","","","","","","","","","","","","","","19460410","0","DAL01","NY6","L","exhibition",""
"NY6194604100","haynj102","HOM","1","upper","24","","","12","","1","","11","","","","","","","","","","","","","","","","19460410","0","DAL01","NY6","L","exhibition",""
"NY6194604110","haynj102","HOM","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19460411","0","DAL01","NY6","W","exhibition",""
"NY6194604110","haynj102","HOM","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19460411","0","DAL01","NY6","W","exhibition",""
"NY6194604110","haynj102","HOM","1","upper","","","","","","","","","","","","","","","","","","1","","","","","","19460411","0","DAL01","NY6","W","exhibition",""
