"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"CUW191308021","torrc101","CUW","1","9","value","30","2","1","0","1","0","","","","","1","19130802","1","CHI09","NYL","l","exhibition","y"
"KCM192008010","torrc101","CAG","1","8","value","34","2","0","0","0","0","","","","","1","19200801","0","KAN02","KCM","l","regular","y"
"CAG192105070","torrc101","CAG","1","8","value","27","","","0","0","0","","","","","","19210507","0","CHI09","KCM","w","regular","y"
"CAG192105080","torrc101","CAG","1","8","value","27","","","0","0","0","","","","","","19210508","0","CHI09","KCM","l","regular","y"
"CAG192105090","torrc101","CAG","1","8","value","27","","","1","0","0","","","","","","19210509","0","CHI09","KCM","w","regular","y"
"CAG192106130","torrc101","CAG","1","8","value","30","3","0","0","0","0","","","","","1","19210613","0","CHI09","IN4","w","regular","y"
"CAG192106190","torrc101","CAG","1","8","value","27","1","0","0","0","0","","","","","1","19210619","0","CHI09","CG1","w","regular","y"
"CAG192106200","torrc101","CAG","1","8","value","30","","","0","0","0","","","","","","19210620","0","CHI09","CG1","w","regular","y"
"CAG192107101","torrc101","CAG","1","8","value","27","2","0","0","0","0","","","","","1","19210710","1","CHI09","SLG","w","regular","y"
"CAG192107102","torrc101","CAG","1","8","value","21","0","0","0","0","0","","","","","1","19210710","2","CHI09","SLG","w","regular","y"
"STA192107160","torrc101","CAG","1","8","value","27","2","0","0","0","0","","","","","","19210716","0","DCT01","STA","w","exhibition","y"
"HIL192110040","torrc101","CAG","1","8","value","27","5","0","0","0","0","","","","","","19211004","0","PHI09","HIL","w","championship","y"
"HIL192110050","torrc101","CAG","1","8","value","","1","0","0","0","0","","","","","","19211005","0","PHI09","HIL","l","championship","y"
"HIL192110050","torrc101","CAG","2","5","value","","0","0","0","0","0","","","","","","19211005","0","PHI09","HIL","l","championship","y"
"CAG192110100","torrc101","CAG","1","8","value","27","1","0","0","0","0","","","","","","19211010","0","WIL03","HIL","w","championship","y"
"HIL192110120","torrc101","CAG","1","8","value","27","4","1","0","0","0","","","","","","19211012","0","CAM01","HIL","t","championship","y"
"HIL192110130","torrc101","CAG","1","8","value","","4","0","0","0","0","","","","","","19211013","0","DAR01","HIL","l","championship","y"
"HIL192110130","torrc101","CAG","2","5","value","","0","0","0","0","0","","","","","","19211013","0","DAR01","HIL","l","championship","y"
"HIL192110150","torrc101","CAG","1","8","value","24","1","0","0","0","0","","","","","","19211015","0","DAR01","HIL","l","championship","y"
"CAG192208160","torrc101","CAG","1","8","value","60","6","1","0","0","0","","","","","1","19220816","0","CHI09","ACY","w","exhibition","y"
"CAG192208190","torrc101","CAG","1","8","value","27","1","0","0","0","0","","","","","","19220819","0","CHI09","HIL","l","exhibition","y"
"CAG192405180","torrc101","CAG","1","7","value","27","3","0","0","0","0","","","","","1","19240518","0","CHI09","CUW","w","regular","y"
"DT1192408180","torrc101","CAG","1","7","value","27","","","0","0","0","","","","","","19240818","0","DET07","DT1","w","regular","y"
"KCM192609180","torrc101","KCM","1","8","value","27","1","0","0","0","0","","","","","1","19260918","0","KAN05","CAG","w","lcs","y"
"KCM192609190","torrc101","KCM","1","8","value","27","2","0","0","0","0","","","","","1","19260919","0","KAN05","CAG","w","lcs","y"
"KCM192609200","torrc101","KCM","1","8","value","27","3","0","0","0","0","","","","","1","19260920","0","KAN05","CAG","w","lcs","y"
"KCM192609210","torrc101","KCM","1","8","value","3","1","0","0","0","0","","","","","1","19260921","0","KAN05","CAG","l","lcs","y"
"KCM192609210","torrc101","KCM","2","9","value","24","1","0","0","0","0","","","","","0","19260921","0","KAN05","CAG","l","lcs","y"
"CAG192609250","torrc101","KCM","1","8","value","27","1","1","0","0","0","","","","","1","19260925","0","CHI09","CAG","w","lcs","y"
"CAG192609260","torrc101","KCM","1","8","value","24","0","0","0","0","0","","","","","1","19260926","0","CHI09","CAG","l","lcs","y"
"CAG192609280","torrc101","KCM","1","8","value","25","1","0","0","0","0","","","","","1","19260928","0","CHI09","CAG","l","lcs","y"
"CAG192609291","torrc101","KCM","1","8","value","26","0","0","0","0","0","","","","","1","19260929","1","CHI09","CAG","l","lcs","y"
