"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"KCM193705161","bondt102","CAG","3","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19370516","1","KAN05","KCM","l","regular","y"
"CAG193708011","bondt102","CAG","1","1","value","4","4","2","1","0","0","0","","0","","0","0","0","","1","","","0","","","","","19370801","1","CHI09","DT2","w","regular","y"
"CAG193709080","bondt102","CAG","1","1","value","5","4","0","0","0","0","0","0","0","","0","1","","","0","","","","","","","","19370908","0","DAY03","KCM","w","lcs","y"
"CAG193709120","bondt102","CAG","1","1","value","8","6","0","2","1","0","0","","2","","0","0","","","0","","","","","","","","19370912","0","CHI09","KCM","t","lcs","y"
"CAG193709130","bondt102","CAG","1","1","value","4","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","","19370913","0","MIL03","KCM","l","lcs","y"
"KCM193709170","bondt102","CAG","1","1","value","4","4","0","0","0","0","0","0","0","","0","0","","","0","","","","","","","","19370917","0","KAN05","KCM","l","lcs","y"
"NAL193709190","bondt102","NAL","7","1","value","4","2","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","","","","19370919","0","CHI09","NNL","l","allstar","y"
"NAL193709210","bondt102","NAL","1","1","value","5","5","1","0","0","0","0","0","0","","0","0","","","0","","","","","","","","19370921","0","DAY03","NNL","l","allstar","y"
"CAG194004142","bondt102","CAG","1","1","value","3","2","0","1","0","0","0","2","1","","0","0","0","","0","","","0","","","","","19400414","2","NOL01","BIR","w","exhibition","y"
"HOM194005030","bondt102","CAG","2","1","value","5","4","0","1","0","0","0","","0","","0","1","","","0","","","0","","","","","19400503","0","MNL01","HOM","l","exhibition","y"
"MEM194005051","bondt102","CAG","2","1","value","4","4","1","2","1","1","0","0","0","","0","0","0","","0","","","0","","","","","19400505","1","MEM02","MEM","l","exhibition","y"
"MEM194005052","bondt102","CAG","2","1","value","4","3","2","1","0","0","0","0","0","","0","1","","","0","","","0","","","","","19400505","2","MEM02","MEM","w","exhibition","y"
"MEM194005081","bondt102","CAG","2","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400508","1","NOL01","MEM","l","exhibition","y"
"CV9194005121","bondt102","CAG","2","1","value","5","4","0","1","0","0","0","","1","","0","0","0","","0","","","0","","","","","19400512","1","ATL04","CV9","l","regular","y"
"CV9194005122","bondt102","CAG","2","1","value","4","3","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","","19400512","2","ATL04","CV9","t","regular","y"
"CAG194005180","bondt102","CAG","2","1","value","4","3","1","0","0","0","0","1","0","1","0","0","0","","0","","","0","","","","","19400518","0","CHI09","CV9","l","regular","y"
"CAG194005191","bondt102","CAG","2","1","value","5","4","2","1","0","0","0","","0","","0","1","","","0","","","0","","","","","19400519","1","CHI09","CV9","l","regular","y"
"CAG194005192","bondt102","CAG","","","value","","","1","1","1","","","1","","","","","","","","","","","","","","","19400519","2","CHI09","CV9","w","regular",""
"CAG194005192","bondt102","CAG","","","lower","","1","1","1","1","","","1","","","","","","","","","","","","","","","19400519","2","CHI09","CV9","w","regular",""
"IN8194005260","bondt102","CAG","","","value","","","1","1","","","","1","","","","0","0","","","","","","","","","","19400526","0","IND10","IN8","l","regular",""
"IN8194005260","bondt102","CAG","","","lower","","1","1","1","","","","1","","","","0","0","","","","","","","","","","19400526","0","IND10","IN8","l","regular",""
"KCM194006091","bondt102","CAG","2","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400609","1","KAN05","KCM","l","regular","y"
"KCM194006092","bondt102","CAG","2","1","value","4","3","1","1","0","1","0","","0","","0","1","","","0","","","0","","","","","19400609","2","KAN05","KCM","w","regular","y"
"KCM194006100","bondt102","CAG","2","1","value","4","4","2","2","0","1","0","1","0","","0","0","0","","0","","","0","","","","","19400610","0","DES01","KCM","l","regular","y"
"CAG194006161","bondt102","CAG","2","1","value","4","2","0","1","0","0","0","1","0","","0","2","","","0","","","0","","","","","19400616","1","CHI09","KCM","l","regular","y"
"CAG194006162","bondt102","CAG","","","value","","","1","1","","1","","1","","","","","","","","","","","","","","","19400616","2","CHI09","KCM","l","regular",""
"CAG194006162","bondt102","CAG","","","lower","","1","1","1","","1","","1","","","","","","","","","","","","","","","19400616","2","CHI09","KCM","l","regular",""
"IN8194006231","bondt102","CAG","","","value","","","1","1","","","1","1","","","","","","","","","","","","","","","19400623","1","LOU05","IN8","w","regular",""
"IN8194006231","bondt102","CAG","","","lower","","1","1","1","","","1","1","","","","","","","","","","","","","","","19400623","1","LOU05","IN8","w","regular",""
"CAG194006301","bondt102","CAG","2","1","value","4","3","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","","19400630","1","CHI09","MEM","w","regular","y"
"CAG194007141","bondt102","CAG","2","1","value","4","3","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","","19400714","1","CHI09","SNO","w","regular","y"
"CAG194007142","bondt102","CAG","","","value","","","","","","","","","","","","2","","","","","","","","","","","19400714","2","CHI09","SNO","w","regular",""
"CAG194007150","bondt102","CAG","","","value","","","","1","","","","1","","","","","","","","","","","","","","","19400715","0","CHI09","SNO","w","regular",""
"CAG194007150","bondt102","CAG","","","lower","","1","","1","","","","1","","","","","","","","","","","","","","","19400715","0","CHI09","SNO","w","regular",""
"CAG194007211","bondt102","CAG","2","1","value","5","3","0","0","0","0","0","","2","","0","0","0","","0","","","0","","","","","19400721","1","CHI09","BIR","w","regular","y"
"CAG194007281","bondt102","CAG","2","1","value","5","4","2","3","0","0","0","","0","","0","1","","","0","","","0","","","","","19400728","1","CHI09","KCM","l","regular","y"
"CAG194008041","bondt102","CAG","2","1","value","4","4","1","1","0","0","0","0","0","","0","0","0","0","0","","","0","","","","","19400804","1","CHI09","CV9","w","regular","y"
"CAG194009082","bondt102","CAG","1","1","value","3","3","1","0","0","0","0","","0","","0","","","","0","","","0","","","","","19400908","2","CHI09","KCM","l","regular","y"
