"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BCG194310241","kresr101","PIR","2","value","9","","11","1","","","0","0","0","0","","0","0","0","0","0","","","","","","","","","1","","19431024","1","LOS04","BCG","w","exhibition","y"
"BCG194310242","kresr101","PIR","1","value","18","","25","7","","","0","4","3","2","","0","0","0","1","1","","","","","","1","","1","","1","19431024","2","LOS04","BCG","l","exhibition","y"
"BCG194310311","kresr101","PIR","2","value","1","","5","3","","","0","1","1","1","","0","0","0","0","0","","","","","","1","","","1","","19431031","1","LOS04","BCG","l","exhibition","y"
