"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"BIR194005170","sneae101","BIR","1","1","value","","","","0","","0","0","","","","1","19400517","0","ANN01","SNO","l","regular",""
"BIR194006021","sneae101","BIR","1","1","value","21","0","1","0","0","0","","","","","1","19400602","1","BIR01","MEM","l","regular","y"
"BIR194006022","sneae101","BIR","1","8","value","3","0","0","0","0","0","","","","","","19400602","2","BIR01","MEM","l","regular","y"
"MEM194006091","sneae101","BIR","1","1","value","10","0","","0","0","0","","","","","1","19400609","1","MEM02","MEM","w","regular","y"
"BIR194006231","sneae101","BIR","1","1","value","1","0","0","0","0","0","","","","","","19400623","1","BIR01","CV9","l","regular","y"
"BIR194006232","sneae101","BIR","1","1","value","3","0","0","0","0","0","","","","","","19400623","2","BIR01","CV9","w","regular","y"
"BIR194006270","sneae101","BIR","1","1","value","","","","0","","0","0","","","","","19400627","0","BIR01","CV9","l","regular",""
"CV9194006302","sneae101","BIR","1","1","value","9","","","0","0","0","","","","","","19400630","2","ATL04","CV9","l","regular","y"
"MEM194007141","sneae101","BIR","1","1","value","9","0","1","0","0","0","","","","","","19400714","1","MEM02","MEM","w","regular","y"
"MEM194007142","sneae101","BIR","1","1","value","12","0","0","0","0","0","","","","","","19400714","2","MEM02","MEM","l","regular","y"
"BIR194007170","sneae101","BIR","1","1","value","27","","","0","","0","0","","","","1","19400717","0","OKC01","MEM","w","regular",""
"BIR194008041","sneae101","BIR","1","1","value","22","0","4","0","1","0","","","","","1","19400804","1","BIR01","KCM","w","regular","y"
"BIR194008181","sneae101","BIR","1","1","value","27","0","0","0","0","0","","","","","1","19400818","1","BIR01","CAG","w","exhibition","y"
"KCM194009021","sneae101","BIR","1","1","value","","","","0","","0","0","","","","1","19400902","1","OKC01","KCM","l","regular",""
"SNO194009170","sneae101","BIR","1","1","value","24","","","0","","0","0","","","","1","19400917","0","BAT01","SNO","l","exhibition",""
"BIR194009221","sneae101","BIR","1","1","value","22","0","2","0","0","0","","","","","1","19400922","1","BIR01","BLG","l","exhibition","y"
"BIR194105111","sneae101","BIR","1","7","value","","0","0","0","0","0","","","","","","19410511","1","BIR01","KCM","l","regular","y"
"MEM194105300","sneae101","BIR","1","1","value","","","","0","","0","0","","","","","19410530","0","LRK02","MEM","l","regular",""
"BIR194106292","sneae101","BIR","1","1","value","","","","0","","0","0","","","","1","19410629","2","BIR01","CAG","l","regular",""
"JAX194107020","sneae101","BIR","1","1","value","","","","0","","0","0","","","","1","19410702","0","JKV01","JAX","l","regular",""
"MEM194208301","sneae101","BIR","1","7","value","","1","","0","1","0","","","","","1","19420830","1","MEM02","MEM","w","regular","y"
"MEM194208301","sneae101","BIR","2","4","value","","","","0","0","0","","","","","1","19420830","1","MEM02","MEM","w","regular","y"
"MEM194208302","sneae101","BIR","1","1","value","3","","","0","","0","0","","","","","19420830","2","MEM02","MEM","l","regular",""
"CAG194209072","sneae101","BIR","1","5","value","12","1","2","0","0","0","","","","","1","19420907","2","KAN05","CAG","l","regular","y"
"CAG194209080","sneae101","BIR","1","1","value","27","0","7","0","0","0","","","","","1","19420908","0","STJ01","CAG","w","exhibition","y"
"CI2194209201","sneae101","BIR","1","1","value","24","","","0","","0","0","","","","1","19420920","1","IND10","CI2","l","exhibition",""
"BIR194209230","sneae101","BIR","1","1","value","21","","","0","","0","0","","","","1","19420923","0","OKC01","CI2","w","exhibition",""
