"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"PRG192610240","koupl101","PIR","1","value","12","","","14","0","0","0","9","","3","","1","0","0","0","","","","1","","1","","","19261024","0","LOS05","PRG","L","exhibition",""
"PRG192610240","koupl101","PIR","1","lower","12","","","11","","","0","7","","3","","1","0","0","0","","","","","","","","","19261024","0","LOS05","PRG","L","exhibition",""
"PRG192610240","koupl101","PIR","1","upper","12","","","11","","","0","7","","3","","1","0","0","0","","","","","","","","","19261024","0","LOS05","PRG","L","exhibition",""
"PRG192611130","koupl101","PIR","1","value","24","","28","3","","","1","2","","1","","1","0","0","0","0","","","1","","1","","1","19261113","0","LOS05","PRG","L","exhibition","y"
"PRG192611130","koupl101","PIR","1","lower","24","","28","3","","","1","2","","1","","1","0","0","0","0","","","","","","","","19261113","0","LOS05","PRG","L","exhibition","y"
"PRG192611130","koupl101","PIR","1","upper","24","","28","3","","","1","2","","1","","1","0","0","0","0","","","","","","","","19261113","0","LOS05","PRG","L","exhibition","y"
"PRG192611140","koupl101","PIR","4","value","1","","2","0","","","0","0","","1","","0","0","0","0","0","","","","","","1","","19261114","0","LOS05","PRG","L","exhibition","y"
"PRG192611140","koupl101","PIR","4","lower","1","","2","0","","","0","0","","1","","0","0","0","0","0","","","","","","","","19261114","0","LOS05","PRG","L","exhibition","y"
"PRG192611140","koupl101","PIR","4","upper","1","","2","0","","","0","0","","1","","0","0","0","0","0","","","","","","","","19261114","0","LOS05","PRG","L","exhibition","y"
"PRG192612052","koupl101","PIR","1","value","21","","28","5","","","0","0","","2","","3","0","0","0","2","","1","","","1","","1","19261205","2","LOS05","PRG","W","exhibition","y"
"PRG192612052","koupl101","PIR","1","lower","21","","28","5","","","0","0","","2","","3","0","0","0","2","","","","","","","","19261205","2","LOS05","PRG","W","exhibition","y"
"PRG192612052","koupl101","PIR","1","upper","21","","28","5","","","0","0","","2","","3","0","0","0","2","","","","","","","","19261205","2","LOS05","PRG","W","exhibition","y"
"PRG192612250","koupl101","PIR","2","value","3","","4","0","","","0","0","","1","","1","0","0","0","0","","","","","","1","","19261225","0","LOS05","PRG","T","exhibition","y"
"PRG192612250","koupl101","PIR","2","lower","3","","4","0","","","0","0","","1","","1","0","0","0","0","","","","","","","","19261225","0","LOS05","PRG","T","exhibition","y"
"PRG192612250","koupl101","PIR","2","upper","3","","4","0","","","0","0","","1","","1","0","0","0","0","","","","","","","","19261225","0","LOS05","PRG","T","exhibition","y"
"NSH193011020","koupl101","PIR","1","value","24","","38","14","","","1","7","","2","","1","0","0","0","1","","","1","","1","","1","19301102","0","LOS05","NSH","L","exhibition","y"
"NSH193011020","koupl101","PIR","1","lower","24","","38","14","","","1","7","","2","","1","0","0","0","1","","","","","","","","19301102","0","LOS05","NSH","L","exhibition","y"
"NSH193011020","koupl101","PIR","1","upper","24","","38","14","","","1","7","","2","","1","0","0","0","1","","","","","","","","19301102","0","LOS05","NSH","L","exhibition","y"
"NSH193012071","koupl101","PIR","2","value","","","","","","","","","","","","","","","","","","","","","","1","","19301207","1","LOS05","NSH","L","exhibition",""
"NSH193012071","koupl101","PIR","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19301207","1","LOS05","NSH","L","exhibition",""
"NSH193012071","koupl101","PIR","2","upper","","","","","","","","","","","","","","","","","","","1","","","","","19301207","1","LOS05","NSH","L","exhibition",""
"NSH193012072","koupl101","PIR","1","value","18","","22","5","","0","0","1","1","0","","","0","0","0","1","","","","","1","","","19301207","2","LOS05","NSH","W","exhibition","y"
"NSH193012072","koupl101","PIR","1","lower","","","","","","0","0","1","1","0","","","0","0","0","","","","","","","","","19301207","2","LOS05","NSH","W","exhibition","y"
"NSH193012072","koupl101","PIR","1","upper","","","","","","0","0","1","1","0","","","0","0","0","","","","","","","","","19301207","2","LOS05","NSH","W","exhibition","y"
"PRG193312252","koupl101","PIR","1","value","15","","","","","","","5","","","","","","","","","","","1","","1","","1","19331225","2","LOS05","PRG","L","exhibition",""
"PRG193312252","koupl101","PIR","1","lower","15","","","","","","","5","","","","","","","","","","","","","","","","19331225","2","LOS05","PRG","L","exhibition",""
"PRG193312252","koupl101","PIR","1","upper","15","","","","","","","5","","","","","","","","","","","","","","","","19331225","2","LOS05","PRG","L","exhibition",""
