"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"NY5194008042","wilsu101","NY5","8","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400804","2","NYC16","MEM","l","exhibition","y"
"BLG194008130","wilsu101","NY5","8","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400813","0","ATL04","BLG","l","regular","y"
"BLG194008140","wilsu101","NY5","8","1","value","4","1","0","0","0","0","0","","0","","0","3","","","0","","","0","","","","","19400814","0","ATL04","BLG","l","regular","y"
