"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CAG193209042","porta103","NSH","1","value","24","","","8","","","","5","","","","","","","","","","","1","","1","","1","19320904","2","CHI09","CAG","L","lcs",""
"CAG193209042","porta103","NSH","1","lower","24","","","8","","","","5","","","","","","","","","","","","","","","","19320904","2","CHI09","CAG","L","lcs",""
"CAG193209042","porta103","NSH","1","upper","24","","","8","","","","5","","","","","","","","","","","","","","","","19320904","2","CHI09","CAG","L","lcs",""
"PRG193410141","porta103","PRG","1","value","27","0","37","4","0","0","1","2","2","6","0","7","1","0","0","0","0","1","","","1","","1","19341014","1","LOS05","PIR","W","exhibition","y"
"PRG193410141","porta103","PRG","1","lower","27","","34","4","0","0","1","2","","6","","7","1","0","0","0","0","","","","","","","19341014","1","LOS05","PIR","W","exhibition","y"
"PRG193410141","porta103","PRG","1","upper","27","","37","4","0","0","1","2","","6","","8","1","0","0","0","1","","","","","","","19341014","1","LOS05","PIR","W","exhibition","y"
"PRG193410211","porta103","PRG","1","value","10","0","19","6","2","0","2","5","5","3","0","3","0","0","0","0","0","","","","1","","","19341021","1","LOS05","WHK","L","exhibition","y"
"PRG193410211","porta103","PRG","1","lower","10","","","6","","0","1","5","5","3","0","0","0","0","0","","0","","","","","","","19341021","1","LOS05","WHK","L","exhibition","y"
"PRG193410211","porta103","PRG","1","upper","10","","","6","","0","2","5","5","3","0","3","0","0","0","","0","","","","","","","19341021","1","LOS05","WHK","L","exhibition","y"
"PRG193410212","porta103","PRG","1","value","15","","","4","","","","0","0","","","","","","","","","1","","","1","","1","19341021","2","LOS05","WHK","W","exhibition",""
"PRG193410212","porta103","PRG","1","lower","15","","","4","","","","0","0","","","","","","","","","","","","","","","19341021","2","LOS05","WHK","W","exhibition",""
"PRG193410212","porta103","PRG","1","upper","15","","","4","","","","0","0","","","","","","","","","","","","","","","19341021","2","LOS05","WHK","W","exhibition",""
"PRG193410281","porta103","PRG","1","value","27","0","32","8","0","0","2","4","4","0","0","4","0","0","0","1","0","1","","","1","","1","19341028","1","LOS05","PIR","W","exhibition","y"
"PRG193410281","porta103","PRG","1","lower","27","","32","8","0","0","2","4","4","0","","4","0","0","0","1","","","","","","","","19341028","1","LOS05","PIR","W","exhibition","y"
"PRG193410281","porta103","PRG","1","upper","27","","33","8","0","0","2","4","4","0","","4","0","0","0","1","","","","","","","","19341028","1","LOS05","PIR","W","exhibition","y"
"PRG193411040","porta103","PRG","1","value","27","0","36","7","4","0","0","2","0","4","0","6","0","0","0","0","0","1","","","1","","1","19341104","0","LOS05","WHK","W","exhibition","y"
"PRG193411040","porta103","PRG","1","lower","27","0","36","7","4","0","0","2","0","4","0","6","0","0","0","0","0","","","","","","","19341104","0","LOS05","WHK","W","exhibition","y"
"PRG193411040","porta103","PRG","1","upper","27","0","36","7","4","0","0","2","0","4","0","6","0","0","0","0","0","","","","","","","19341104","0","LOS05","WHK","W","exhibition","y"
"PTC193609210","porta103","WEG","1","value","27","","","3","","","","0","0","","","","","","","","","1","","","1","","1","19360921","0","PHI17","PTC","W","championship",""
"PTC193609210","porta103","WEG","1","lower","27","","","3","","","","0","0","","","","","","","","","","","","","","","19360921","0","PHI17","PTC","W","championship",""
"PTC193609210","porta103","WEG","1","upper","27","","","3","","","","0","0","","","","","","","","","","","","","","","19360921","0","PHI17","PTC","W","championship",""
"NNS193610010","porta103","NNS","2","value","12","","15","1","","","0","2","1","2","","8","0","1","0","0","","","1","","","1","","19361001","0","DAV01","MLS","L","exhibition","y"
"NNS193610010","porta103","NNS","2","lower","12","","","1","","","0","2","","2","","8","0","1","0","","","","","","","","","19361001","0","DAV01","MLS","L","exhibition","y"
"NNS193610010","porta103","NNS","2","upper","12","","","1","","","0","2","","2","","8","0","1","0","","","","","","","","","19361001","0","DAV01","MLS","L","exhibition","y"
"MLS193610070","porta103","NNS","2","value","9","","14","2","","","0","2","1","3","","1","0","0","0","0","","1","","","","","","19361007","0","DES01","MLS","W","exhibition","y"
"MLS193610070","porta103","NNS","2","lower","9","","","2","","","0","2","1","3","","1","0","0","0","","","","","","","","","19361007","0","DES01","MLS","W","exhibition","y"
"MLS193610070","porta103","NNS","2","upper","9","","","2","","","0","2","1","3","","1","0","0","0","","","","","","","","","19361007","0","DES01","MLS","W","exhibition","y"
"NNS193709261","porta103","NNS","2","value","12","","16","2","","0","0","2","2","2","","1","0","0","0","","","","","","","1","","19370926","1","NYC16","SDO","L","exhibition","y"
