"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"KCM194608210","whitl101","MEM","1","value","15","","","","","","","3","","","","","","","","","","","","","","","","1","","","19460821","0","MUS01","KCM","l","regular",""
"KCM194608210","whitl101","MEM","1","upper","18","","","","","","","5","","","","","","","","","","","","","","","","","","","19460821","0","MUS01","KCM","l","regular",""
"MEM194608230","whitl101","MEM","3","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19460823","0","MEM03","KCM","l","regular",""
"MEM194609180","whitl101","MEM","1","value","27","","","12","","","","9","","","","","","","","","","","","","","1","","1","","1","19460918","0","MUS01","CAG","l","exhibition",""
"MEM194704220","whitl101","MEM","2","value","15","","","","","","","5","","","","","","","","","","","","","","1","","","1","","19470422","0","LRK02","BIR","l","exhibition",""
"MEM194704220","whitl101","MEM","2","upper","18","","","","","","","5","","","","","","","","","","","","","","","","","","","19470422","0","LRK02","BIR","l","exhibition",""
"MEM194704271","whitl101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19470427","1","MEM02","PH5","l","exhibition",""
"MEM194705050","whitl101","MEM","1","value","24","","","","","","","10","","","","","","","","","","","","","","1","","1","","","19470505","0","LRK02","IN9","l","regular",""
"MEM194705112","whitl101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19470511","2","MEM02","CAG","l","regular",""
"MEM194705150","whitl101","MEM","1","value","28","","43","7","","","0","8","","3","0","6","0","0","0","1","","","","","","1","","1","","","19470515","0","GRE01","CAG","l","regular","y"
"KCM194705301","whitl101","MEM","1","value","29","","43","9","0","0","1","7","","6","0","6","0","0","0","0","0","","","","","1","","1","","","19470530","1","KAN05","KCM","l","regular","y"
"MEM194805130","whitl101","MEM","2","value","6","","","","","","","1","","","","","","","","","","","","","","","","","1","","19480513","0","LRK02","IN9","t","regular",""
"MEM194805130","whitl101","MEM","2","upper","6","","","","","","","4","","","","","","","","","","","","","","","","","","","19480513","0","LRK02","IN9","t","regular",""
"MEM194805180","whitl101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19480518","0","MEM02","CAG","l","regular",""
"MEM194806010","whitl101","MEM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19480601","0","HOU04","BIR","l","regular",""
"MEM194806020","whitl101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19480602","0","NOL01","BIR","l","regular",""
"BIR194806250","whitl101","IN9","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19480625","0","CHT01","BIR","l","regular",""
"PH5194807081","whitl101","IN9","1","value","26","","37","11","","","0","4","","3","","2","0","0","0","1","","","","","","1","","1","","1","19480708","1","PHI11","PH5","l","exhibition","y"
"KCM194807262","whitl101","IN9","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19480726","2","STL07","KCM","l","regular",""
"KCM194807280","whitl101","IN9","1","value","8","","18","7","","","0","6","2","2","","1","0","0","0","0","","","","","","","","1","","","19480728","0","STJ01","KCM","w","regular","y"
"KCM194906230","whitl101","MEM","2","value","6","0","7","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","","","","","","","19490623","0","STJ01","KCM","l","regular","y"
"MEM194906270","whitl101","MEM","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19490627","0","LRK02","IN9","l","regular",""
"MEM194907090","whitl101","MEM","1","value","11","0","22","8","1","0","1","8","5","1","0","1","0","0","0","2","0","2","0","0","","1","","1","","","19490709","0","GRE02","BIR","l","regular","y"
