"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"KCM194906040","duncm101","KCM","2","value","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","19490604","0","GIN01","IN9","l","regular","y"
"KCM194906150","duncm101","KCM","1","value","27","0","37","11","3","1","0","4","4","0","0","2","0","0","0","1","0","0","1","0","","1","","1","","1","19490615","0","CEN01","LCB","l","regular","y"
"KCM194906200","duncm101","KCM","1","value","27","0","35","5","0","0","0","2","2","2","0","3","0","0","0","0","0","0","0","0","1","","","1","","1","19490620","0","WIC01","MEM","w","regular","y"
"KCM194906290","duncm101","KCM","1","value","13","0","23","7","3","1","0","5","5","3","0","5","0","0","0","0","0","0","0","0","","","","1","","","19490629","0","GIN01","BIR","l","regular","y"
"CAG194907032","duncm101","KCM","1","value","9","","","","","","","1","","","","","","","","","","","","","","","","1","","","19490703","2","CHI10","CAG","l","regular",""
"KCM194907242","duncm101","KCM","2","value","9","0","14","3","0","0","0","1","0","1","0","4","0","0","0","0","0","0","0","0","","","","","","","19490724","2","KAN05","CAG","l","regular","y"
"KCM194908072","duncm101","KCM","2","value","16","0","20","3","0","0","0","0","0","3","0","0","0","0","0","0","0","3","0","0","","","","","","","19490807","2","KAN05","HOE","l","regular","y"
"KCM194908100","duncm101","KCM","2","value","12","0","21","8","1","0","0","6","5","1","0","2","0","0","0","0","0","0","0","2","","1","","","1","","19490810","0","GIN01","HOE","l","regular","y"
"KCM194909070","duncm101","KCM","1","value","27","","","","","","","1","","","","","","","","","","","","","1","","","1","","1","19490907","0","HAN01","NY6","w","exhibition",""
"KCM194909111","duncm101","KCM","2","value","16","0","26","8","1","0","0","2","2","3","0","0","0","0","0","0","0","0","0","0","","","","","1","","19490911","1","OMA02","IN9","l","exhibition","y"
"KCM194909170","duncm101","KCM","1","value","27","0","33","4","0","0","0","0","0","3","0","6","0","0","0","0","0","0","1","0","1","","","1","","1","19490917","0","KAN05","IN9","w","exhibition","y"
"KCM194909250","duncm101","KCM","2","value","","","","","","","","","","6","","","","","","","","","","","","","","","","","19490925","0","SAT01","IN9","l","exhibition",""
"KCM194909280","duncm101","KCM","2","value","3","","","0","","","","0","","","","","","","","","","","","","","","","","1","","19490928","0","HOU04","IN9","l","exhibition",""
