"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CVB194404301","browj114","CVB","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19440430","1","IND10","BLG","L","exhibition",""
"CVB194404301","browj114","CVB","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19440430","1","IND10","BLG","L","exhibition",""
"CVB194404301","browj114","CVB","1","upper","","","","","","","","","","","","","","","","","","","1","","","","","19440430","1","IND10","BLG","L","exhibition",""
"CIA194405100","browj114","CVB","2","value","","","","","","","","","","","","","","","","","","","","","","","","19440510","0","IND10","CIA","L","regular",""
"CIA194405100","browj114","CVB","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19440510","0","IND10","CIA","L","regular",""
"CIA194405100","browj114","CVB","2","upper","","","","","","","","","","","","","","","","","","","1","","","","","19440510","0","IND10","CIA","L","regular",""
"CVB194406120","browj114","CVB","1","value","27","","","4","","","","1","","1","","","","","","","","1","","","1","","1","19440612","0","DAY03","KCM","W","regular",""
"CVB194406120","browj114","CVB","1","lower","27","","","4","","","","1","","1","","","","","","","","","","","","","","19440612","0","DAY03","KCM","W","regular",""
"CVB194406120","browj114","CVB","1","upper","27","","","4","","","","1","","1","","","","","","","","","","","","","","19440612","0","DAY03","KCM","W","regular",""
"CAG194407140","browj114","CVB","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19440714","0","BEL01","CAG","L","regular",""
"CAG194407140","browj114","CVB","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19440714","0","BEL01","CAG","L","regular",""
"CAG194407140","browj114","CVB","1","upper","","","","","","","","","","","","","","","","","","","1","","","","","19440714","0","BEL01","CAG","L","regular",""
"MEM194407190","browj114","CVB","2","value","6","","","","","","","0","","","","","","","","","","","","","","1","","19440719","0","LRK02","MEM","W","regular",""
"MEM194407190","browj114","CVB","2","lower","6","","","","","","","0","","","","","","","","","","","","","","","","19440719","0","LRK02","MEM","W","regular",""
"MEM194407190","browj114","CVB","2","upper","6","","","","","","","0","","","","","","","","","","","","","","","","19440719","0","LRK02","MEM","W","regular",""
"MEM194407210","browj114","CVB","1","value","24","","","10","","1","1","8","","","","","","","","","","","1","","1","","1","19440721","0","MUS01","MEM","L","regular",""
"MEM194407210","browj114","CVB","1","lower","24","","","10","","1","1","8","","","","","","","","","","","","","","","","19440721","0","MUS01","MEM","L","regular",""
