"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"PTC193210012","kinch101","PTC","3","value","3","","10","1","","","0","2","","6","","6","0","0","0","0","","","","","","","","","","","19321001","2","PIT09","NLS","l","exhibition","y"
"PTC193307232","kinch101","PTC","3","value","15","","20","2","","","0","1","","3","","3","0","0","0","1","","","","","","","","","","","19330723","2","CLE06","CAG","w","regular","y"
"ASW193408260","kinch101","ASE","2","value","3","1","5","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","19340826","0","CHI10","ASW","w","allstar","y"
"NNS193410230","kinch101","NNS","2","value","15","","20","3","","","0","1","","3","","3","0","0","0","1","","","","","","","","","","","19341023","0","PIT06","ASD","w","exhibition","y"
"ALM193510260","kinch101","PTC","1","value","9","","16","6","","","1","6","","2","","0","0","1","0","0","","","","","","1","","1","","","19351026","0","MEX01","ALM","l","exhibition","y"
"WBS193805220","kinch101","WBS","4","value","9","","13","3","","","0","3","","1","","0","","1","","","","","","","","","","","1","","19380522","0","WAS09","NY5","l","regular","y"
"HOM193805301","kinch101","WBS","2","value","15","","28","12","","","","11","","","","","","","","","","","","","","","","","1","","19380530","1","PIT09","HOM","l","regular","y"
"WBS193806191","kinch101","WBS","2","value","0","","3","0","0","0","0","3","","3","","0","0","","","","","","","","","","","","","","19380619","1","WAS09","PTC","l","regular","y"
"BLG193807160","kinch101","WBS","1","value","23","","30","5","","","","1","","2","","4","0","","","0","","","","","1","","","1","","1","19380716","0","BAL14","BLG","w","regular","y"
"PH5193905301","kinch101","TLC","2","value","1","","6","4","","","0","4","","","","","0","0","0","","","","","","","","","","","","19390530","1","PHI17","PH5","l","regular","y"
"TLC193906200","kinch101","TLC","1","value","21","","","","","","","","","","","","","","","","","","","","","","","1","","","19390620","0","LIM01","KCM","l","exhibition",""
"CAG193907080","kinch101","TLC","1","value","27","","","8","","","","2","2","","","","","","","","","","","","1","","","1","","1","19390708","0","CHI09","CAG","w","exhibition",""
"TLC193908010","kinch101","TLC","1","value","27","0","39","12","0","0","0","8","7","1","0","5","0","0","0","0","0","0","1","0","","1","","1","","1","19390801","0","DCT02","KCM","l","regular","y"
