"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"CB1192107190","smitc110","CB1","6","1","value","4","4","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19210719","0","COL04","CG1","w","regular","y"
"DT1192206270","smitc110","DT1","5","1","value","4","3","0","1","0","0","0","","0","","0","1","","","0","","","0","","","","","19220627","0","DET07","SSN","w","regular","y"
"DT1192408180","smitc110","DT1","5","1","value","4","4","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19240818","0","DET07","CAG","l","regular","y"
"CAG192710010","smitc110","ACY","6","1","value","5","5","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","","","","19271001","0","CHI09","CAG","l","championship","y"
"CAG192710020","smitc110","ACY","6","1","value","4","3","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","","","","19271002","0","CHI09","CAG","l","championship","y"
"CAG192710040","smitc110","ACY","4","1","value","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","19271004","0","CHI09","CAG","l","championship","y"
"ACY192710080","smitc110","ACY","6","1","value","3","1","1","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","","","","19271008","0","ACY01","CAG","w","championship","y"
"ACY192710100","smitc110","ACY","6","1","value","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","19271010","0","ACY01","CAG","t","championship","y"
"ACY192710120","smitc110","ACY","6","2","value","2","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","1","","19271012","0","ACY01","CAG","w","championship","y"
"ACY192710130","smitc110","ACY","1","2","value","4","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","1","","19271013","0","ACY01","CAG","l","championship","y"
"ACY192710210","smitc110","ACY","7","1","value","3","3","0","0","0","0","0","","0","","0","0","","","0","","","","","","","","19271021","0","ACY01","ALS","l","exhibition","y"
