"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"HOM194005121","figuj102","NY6","8","2","value","0","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400512","1","WAS09","HOM","l","regular","y"
"HOM194005122","figuj102","NY6","9","1","value","3","2","1","1","0","0","0","","1","","0","0","0","","0","","","0","","","","","19400512","2","WAS09","HOM","l","regular","y"
"NY5194005192","figuj102","NY6","","","value","","","1","1","","","","","","","","","","","","","","","","","","","19400519","2","NYC16","NY5","w","regular",""
"NY5194005192","figuj102","NY6","","","lower","","1","1","1","","","","","","","","","","","","","","","","","","","19400519","2","NYC16","NY5","w","regular",""
"PH5194005301","figuj102","NY6","9","1","value","3","3","0","0","0","0","0","","0","","0","","","","0","","","0","","","","","19400530","1","PHI17","PH5","l","regular","y"
"PH5194006091","figuj102","NY6","9","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400609","1","HRB01","PH5","l","regular","y"
"PH5194006130","figuj102","NY6","9","1","value","0","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400613","0","PHI17","PH5","w","regular","y"
"NW2194006270","figuj102","NY6","9","1","value","1","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400627","0","NWK04","NW2","l","regular","y"
"NW2194006290","figuj102","NY6","9","1","value","4","4","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400629","0","NWK04","NW2","w","regular","y"
"NY6194007071","figuj102","NY6","9","2","value","3","3","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400707","1","NYC16","PH5","l","regular","y"
"NY6194007230","figuj102","NY6","9","3","value","2","2","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400723","0","BRI01","BLG","l","exhibition","y"
"HOM194008041","figuj102","NY6","9","2","value","1","1","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400804","1","WAS09","HOM","l","regular","y"
"HOM194008070","figuj102","NY6","","","value","","","","","","","","","","","","","","","","","","","","","","","19400807","0","CAN03","HOM","l","regular",""
"HOM194008150","figuj102","NY6","1","2","value","0","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400815","0","POR02","HOM","l","exhibition","y"
