"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"NY6194504081","mirop101","NY6","1","4","value","27","2","5","0","1","0","","","","","1","19450408","1","NOL01","CVB","w","exhibition","y"
"NY6194504151","mirop101","NY6","1","4","value","27","2","3","0","0","0","","","","","1","19450415","1","NOL01","BLG","w","exhibition","y"
"NY6194504152","mirop101","NY6","1","4","value","21","2","1","1","0","0","","","","","1","19450415","2","NOL01","BLG","w","exhibition","y"
"NY6194804251","mirop101","NY6","1","4","value","27","2","0","0","0","0","","","","","1","19480425","1","NYC14","PH5","w","exhibition","y"
"PH5194805010","mirop101","NY6","1","4","value","27","2","5","0","1","0","0","","","","1","19480501","0","CHE01","PH5","w","regular","y"
"NY6194805021","mirop101","NY6","1","4","value","27","3","5","3","3","0","","","","","1","19480502","1","NYC16","HOM","w","regular","y"
"BLG194805060","mirop101","NY6","1","4","value","24","4","2","0","0","0","","","","","1","19480506","0","HRB01","BLG","t","regular","y"
"NY6194805091","mirop101","NY6","1","4","value","30","2","3","0","1","0","","","","","1","19480509","1","NYC14","PH5","w","regular","y"
"NY6194805092","mirop101","NY6","1","4","value","21","4","2","0","0","0","","","","","1","19480509","2","NYC14","PH5","w","regular","y"
"NY6194805110","mirop101","NY6","1","4","value","27","3","3","0","0","0","0","","","","1","19480511","0","WIL04","NY5","w","regular","y"
"BLG194805141","mirop101","NY6","1","4","value","24","3","1","0","0","0","","","","","1","19480514","1","PHI11","BLG","l","regular","y"
"HOM194805190","mirop101","NY6","1","4","value","24","1","3","1","0","0","0","","","","1","19480519","0","HRB01","HOM","l","regular","y"
"NY6194805231","mirop101","NY6","1","4","value","30","5","4","1","1","0","","","","","1","19480523","1","NYC16","BLG","l","regular","y"
"BLG194805250","mirop101","NY6","1","4","value","24","0","1","1","0","0","0","","","","1","19480525","0","BAL14","BLG","l","regular","y"
"NW2194805280","mirop101","NY6","1","4","value","24","0","0","0","0","0","","","","","1","19480528","0","NWK04","NW2","l","regular","y"
