"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"MLS194410110","barrr101","MLS","1","value","27","","37","8","2","0","0","4","","4","","","0","0","0","0","","1","","","1","","1","19441011","0","LOS02","KCR","W","exhibition","y"
"MLS194410110","barrr101","MLS","1","lower","27","","33","8","2","0","0","4","","4","","","0","0","0","0","","","","","","","","19441011","0","LOS02","KCR","W","exhibition","y"
"MLS194410110","barrr101","MLS","1","upper","27","","37","8","2","0","0","4","","4","","","0","0","0","0","","","","","","","","19441011","0","LOS02","KCR","W","exhibition","y"
"KCR194510071","barrr101","VDA","1","value","24","","","7","","","","1","","","","","","","","","","","1","","1","","1","19451007","1","LOS02","KCR","L","exhibition",""
"KCR194510071","barrr101","VDA","1","lower","24","","","7","","","","1","","","","","","","","","","","","","","","","19451007","1","LOS02","KCR","L","exhibition",""
"KCR194510071","barrr101","VDA","1","upper","24","","","7","","","","1","","","","","","","","","","","","","","","","19451007","1","LOS02","KCR","L","exhibition",""
"KCR194510072","barrr101","VDA","3","value","","","","","","","","","","","","","","","","","","","","","","1","","19451007","2","LOS02","KCR","W","exhibition",""
"KCR194510072","barrr101","VDA","3","lower","","","","","","","","","","","","","","","","","","","","","","","","19451007","2","LOS02","KCR","W","exhibition",""
"KCR194510072","barrr101","VDA","3","upper","","","","","","","","","","","","","","","","","","1","","","","","","19451007","2","LOS02","KCR","W","exhibition",""
"KCR194510100","barrr101","VDA","1","value","","","","","","","","","","","","","","","","","","1","","","1","","","19451010","0","LOS02","KCR","W","exhibition",""
"KCR194510100","barrr101","VDA","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19451010","0","LOS02","KCR","W","exhibition",""
"KCR194510100","barrr101","VDA","1","upper","","","","","","","","","","","","","","","","","","","","","","","","19451010","0","LOS02","KCR","W","exhibition",""
