"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NAL193709270","parkt101","NNL","1","value","","","","","","","","","","","","","","","","","","","","","1","","","1","","","19370927","0","NYC23","NAL","w","allstar",""
"HOM193805301","parkt101","HOM","1","value","27","","35","8","","","","3","","","","","","","","","","","","","1","","","1","1","1","19380530","1","PIT09","WBS","w","regular","y"
"HOM193806160","parkt101","HOM","1","value","27","","38","6","","","","1","1","5","","","0","","","0","","","","","1","","","1","","1","19380616","0","MID02","BLG","w","regular","y"
"PTC193807022","parkt101","HOM","1","value","27","","","","","","","","","","","","","","","","","","","","1","","","1","","1","19380702","2","GRE04","PTC","w","regular",""
"BLG193807102","parkt101","HOM","2","value","13","","18","3","","","","2","","3","","","0","","","0","","","","","","1","","","1","","19380710","2","BAL14","BLG","l","regular","y"
"HOM193808050","parkt101","HOM","1","value","27","","","8","","","","3","","","","","","","","","","","","","1","","","1","1","1","19380805","0","BUT01","NW2","w","regular",""
"HOM193808090","parkt101","HOM","1","value","","","","12","","","","7","","","","","","","","","","","","","1","","","1","","1","19380809","0","TOL05","NW2","w","regular",""
"HOM193808290","parkt101","HOM","1","value","27","","","","","","","5","","","","","","","","","","","","","1","","","1","","1","19380829","0","PHI17","PTC","w","regular",""
"PTC193809042","parkt101","HOM","1","value","3","","","","","","","5","","","","","","","","","","","","","","","","1","","","19380904","2","COL05","PTC","l","regular",""
"ATN193904210","parkt101","HOM","1","value","18","0","24","5","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","1","","","1","","","19390421","0","ATL04","ATN","w","exhibition","y"
"HOM193904250","parkt101","HOM","1","value","18","0","24","4","1","1","1","4","4","1","0","","0","0","0","0","0","1","0","0","1","","","1","","","19390425","0","NOL01","KCM","w","exhibition","y"
"HOM193905120","parkt101","HOM","1","value","27","","44","11","2","0","1","10","","6","","3","0","0","0","0","","","","","","1","","1","","1","19390512","0","PIT06","NY5","l","regular","y"
"HOM193905310","parkt101","HOM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19390531","0","DAY03","NY6","w","regular",""
"HOM193907161","parkt101","HOM","2","value","12","","16","4","","","0","1","","1","0","2","0","0","0","1","0","","","","1","","","","1","","19390716","1","WAS09","PH5","w","regular","y"
"HOM193907162","parkt101","HOM","1","value","21","","32","10","0","0","0","6","","2","","","0","0","0","0","","","","","","1","","1","","1","19390716","2","WAS09","PH5","l","regular","y"
