"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"HOM194106090","cantd101","NY6","1","value","21","2","28","6","0","0","1","4","4","3","0","4","0","0","0","","0","","","","","","","1","","","19410609","0","ALT02","HOM","l","regular","y"
"HOM194108280","cantd101","NY6","3","value","6","","14","6","","","1","5","","1","","0","1","","","0","","","","","","","","","1","","19410828","0","YOU01","HOM","l","regular","y"
