"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"CAG193806280","smite112","CAG","1","2","value","27","","","1","","","","","5","","1","19380628","0","MIL03","KCM","l","regular","y"
"KCM193807150","smite112","KCM","1","2","value","","","","","","","","","","","1","19380715","0","WIN01","CAG","l","regular",""
"KCM193807190","smite112","CAG","1","2","value","27","","","","","","","","","","1","19380719","0","PLP01","KCM","w","exhibition",""
"BIR193808200","smite112","CAG","1","2","value","24","5","","","0","0","","","","","1","19380820","0","LEE01","BIR","l","exhibition","y"
"BIR193808211","smite112","CAG","1","9","value","27","2","","","","","","","","","1","19380821","1","BIR01","BIR","w","exhibition","y"
"CV9193903270","smite112","CAG","1","9","value","28","1","0","0","0","0","","","","","1","19390327","0","JKV01","CV9","l","exhibition","y"
"CV9193904030","smite112","CAG","1","9","value","27","3","","0","1","0","","","","","1","19390403","0","JKV01","CV9","w","exhibition","y"
"ATN193904190","smite112","CAG","1","8","value","18","2","0","0","0","0","","","","","1","19390419","0","GRI01","ATN","l","exhibition","y"
"BLG193904231","smite112","CAG","1","8","value","24","","","0","0","0","","","","","1","19390423","1","NSH02","BLG","l","exhibition","y"
"BLG193904232","smite112","CAG","1","8","value","18","","","0","0","0","","","","","1","19390423","2","NSH02","BLG","l","exhibition","y"
"KCM193904300","smite112","CAG","1","9","value","31","1","0","0","0","0","","","","","1","19390430","0","DAL01","KCM","l","exhibition","y"
"MEM193905071","smite112","CAG","1","9","value","24","1","0","1","0","0","","","","","1","19390507","1","MEM02","MEM","l","exhibition","y"
"MEM193905072","smite112","CAG","1","9","value","18","1","0","0","0","0","","","","","1","19390507","2","MEM02","MEM","l","exhibition","y"
"CAG193905130","smite112","CAG","1","7","value","21","2","0","0","0","0","","","","","1","19390513","0","PAI01","CV9","w","exhibition","y"
"CV9193905141","smite112","CAG","1","7","value","24","3","0","0","0","0","","","","","1","19390514","1","CLE07","CV9","l","regular","y"
"CV9193905142","smite112","CAG","1","9","value","24","1","0","0","0","0","","","","","1","19390514","2","CLE07","CV9","l","regular","y"
"CAG193905200","smite112","CAG","1","7","value","21","1","0","0","0","0","","","","","1","19390520","0","CHI09","KCM","w","regular","y"
"CAG193905200","smite112","CAG","2","9","value","6","0","0","0","0","0","","","","","1","19390520","0","CHI09","KCM","w","regular","y"
"CAG193905211","smite112","CAG","1","7","value","","0","","0","0","0","","","","","1","19390521","1","CHI09","KCM","w","regular","y"
"CAG193905211","smite112","CAG","2","8","value","","","","0","0","0","","","","","1","19390521","1","CHI09","KCM","w","regular","y"
"CAG193905281","smite112","CAG","1","7","value","27","2","0","0","0","0","","","","","1","19390528","1","CHI09","MEM","l","regular","y"
"CAG193905290","smite112","CAG","1","7","value","39","0","0","0","0","0","","","","","1","19390529","0","CHI09","MEM","l","regular","y"
"SSA193906110","smite112","CAG","1","7","value","24","2","0","1","0","0","","","","","1","19390611","0","STL13","SSA","l","regular","y"
"CAG193906181","smite112","CAG","1","7","value","27","1","0","0","0","0","","","","","1","19390618","1","CHI09","SSA","w","regular","y"
"CAG193906182","smite112","CAG","1","7","value","27","1","0","0","0","0","","","","","1","19390618","2","CHI09","SSA","w","regular","y"
"CAG193906190","smite112","CAG","1","7","value","21","1","0","0","0","0","","","","","1","19390619","0","CHI09","SSA","w","regular","y"
"CAG193906210","smite112","CAG","1","7","value","27","","","0","0","0","","","","","1","19390621","0","SPR03","NY6","l","exhibition","y"
"MEM193906251","smite112","CAG","1","7","value","27","1","","0","0","0","","","","","1","19390625","1","MEM02","MEM","w","regular","y"
"KCM193907021","smite112","CAG","1","7","value","15","0","0","0","0","0","","","","","1","19390702","1","KAN05","KCM","l","regular","y"
"KCM193907021","smite112","CAG","2","9","value","21","0","0","0","0","0","","","","","1","19390702","1","KAN05","KCM","l","regular","y"
"KCM193907022","smite112","CAG","1","7","value","12","0","0","0","0","0","","","","","1","19390702","2","KAN05","KCM","l","regular","y"
"CAG193907041","smite112","CAG","1","7","value","27","1","0","0","0","0","","","","","1","19390704","1","CHI09","KCM","l","regular","y"
"CAG193907091","smite112","CAG","1","7","value","30","2","0","0","0","0","","","","","1","19390709","1","CHI09","TLC","w","exhibition","y"
"CAG193907190","smite112","CAG","1","9","value","27","0","0","0","0","0","","","","","1","19390719","0","REG01","KCM","l","regular","y"
"KCM193907200","smite112","CAG","1","9","value","24","0","0","0","0","0","","","","","1","19390720","0","REG01","KCM","l","exhibition","y"
"CAG193907210","smite112","CAG","1","7","value","27","1","0","0","0","0","","","","","1","19390721","0","REG01","KCM","w","regular","y"
"KCM193907230","smite112","CAG","1","7","value","27","3","0","0","0","0","","","","","1","19390723","0","BIS01","KCM","w","exhibition","y"
"KCM193907270","smite112","CAG","1","7","value","25","1","1","1","0","0","","","","","1","19390727","0","LIN02","KCM","l","exhibition","y"
"CAG193907280","smite112","CAG","1","7","value","6","0","0","0","0","0","","","","","1","19390728","0","DES01","KCM","l","exhibition","y"
"CAG193907290","smite112","CAG","1","7","value","9","1","0","0","0","0","","","","","1","19390729","0","CHI09","KCM","l","regular","y"
"CAG193907290","smite112","CAG","2","2","value","18","4","1","0","0","0","0","0","1","1","1","19390729","0","CHI09","KCM","l","regular","y"
"CAG193908100","smite112","CAG","1","7","value","27","","","0","0","0","","","","","1","19390810","0","MIL03","CV9","w","regular","y"
"CAG193908201","smite112","CAG","1","7","value","21","2","0","0","0","0","","","","","0","19390820","1","CHI09","SSA","w","regular","y"
"CAG193908202","smite112","CAG","1","7","value","12","0","0","0","0","0","","","","","1","19390820","2","CHI09","SSA","l","regular","y"
"MEM193908271","smite112","CAG","1","7","value","24","1","0","0","0","0","","","","","1","19390827","1","MEM02","MEM","l","exhibition","y"
"CAG193909031","smite112","CAG","1","7","value","24","0","0","0","0","0","","","","","1","19390903","1","CHI09","MEM","w","regular","y"
"CAG193909031","smite112","CAG","2","8","value","3","0","0","0","0","0","","","","","1","19390903","1","CHI09","MEM","w","regular","y"
"HOM194005030","smite112","HOM","1","7","value","24","2","","0","0","0","","","","","","19400503","0","MNL01","CAG","w","exhibition","y"
"MEM194005051","smite112","CAG","1","2","value","25","4","","0","0","0","0","","","","1","19400505","1","MEM02","MEM","l","exhibition","y"
"MEM194005052","smite112","CAG","1","2","value","21","2","","0","0","0","0","","","","1","19400505","2","MEM02","MEM","w","exhibition","y"
"MEM194005070","smite112","CAG","1","2","value","24","","","0","","0","","","","","1","19400507","0","GRE01","MEM","l","exhibition",""
"MEM194005081","smite112","CAG","1","7","value","24","4","","0","1","0","","","","","1","19400508","1","NOL01","MEM","l","exhibition","y"
"CV9194005121","smite112","CAG","1","2","value","24","","","0","0","0","0","","","","1","19400512","1","ATL04","CV9","l","regular","y"
"CV9194005122","smite112","CAG","1","2","value","21","","","0","0","0","0","","","","1","19400512","2","ATL04","CV9","t","regular","y"
"CAG194005180","smite112","CAG","1","2","value","27","3","0","0","0","0","0","","","","1","19400518","0","CHI09","CV9","l","regular","y"
"CAG194005191","smite112","CAG","1","2","value","27","","","0","0","0","0","","","","1","19400519","1","CHI09","CV9","l","regular","y"
"CAG194005192","smite112","CAG","1","2","value","21","","","0","","0","","","","","1","19400519","2","CHI09","CV9","w","regular",""
"CAG194005200","smite112","CAG","1","2","value","27","","","0","","0","","","","","1","19400520","0","CHI09","CV9","w","regular",""
"IN8194005260","smite112","CAG","1","2","value","24","","","0","","0","","","","","1","19400526","0","IND10","IN8","l","regular",""
"CAG194005301","smite112","CAG","1","2","value","27","","","0","","0","","","","","1","19400530","1","CHI09","BIR","w","regular",""
"CAG194005302","smite112","CAG","1","2","value","36","","","0","","0","","","","","1","19400530","2","CHI09","BIR","w","regular",""
"KCM194006091","smite112","CAG","1","7","value","24","3","0","0","0","0","","","","","1","19400609","1","KAN05","KCM","l","regular","y"
"KCM194006092","smite112","CAG","1","2","value","21","5","0","0","0","0","0","","","","1","19400609","2","KAN05","KCM","w","regular","y"
"KCM194006100","smite112","CAG","1","7","value","24","4","0","0","0","0","","","","","1","19400610","0","DES01","KCM","l","regular","y"
"CAG194006161","smite112","CAG","1","7","value","","0","0","0","0","0","","","","","1","19400616","1","CHI09","KCM","l","regular","y"
"IN8194006232","smite112","CAG","1","2","value","18","","","0","","0","","","","","1","19400623","2","LOU05","IN8","l","regular",""
"CAG194007141","smite112","CAG","1","7","value","27","","","0","0","0","","","","","1","19400714","1","CHI09","SNO","w","regular","y"
"CAG194007211","smite112","CAG","1","7","value","","1","0","0","0","0","","","","","1","19400721","1","CHI09","BIR","w","regular","y"
"AST194010041","smite112","AST","1","7","value","21","1","0","0","0","0","","","","","1","19401004","1","NOL01","NAS","l","allstar","y"
"KCM194207021","smite112","CAG","1","2","value","19","6","0","0","0","0","0","","","","1","19420702","1","KAN05","KCM","l","regular","y"
"KCM194207022","smite112","CAG","1","2","value","18","1","0","2","0","0","0","","","","1","19420702","2","KAN05","KCM","l","regular","y"
"HOM194208170","smite112","CAG","1","2","value","24","","","0","","0","","","","","1","19420817","0","BUT01","HOM","l","exhibition",""
"CAG194209010","smite112","CAG","1","2","value","27","","","0","","0","","","","","1","19420901","0","GRA02","NY6","w","exhibition",""
