"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CAG194507190","johnm104","MEM","1","value","8","","18","6","0","0","1","7","","5","0","1","0","0","0","","0","","","","","1","","1","","","19450719","0","SPR03","CAG","l","regular","y"
"MEM194508010","johnm104","MEM","3","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19450801","0","HOU04","CIA","l","regular",""
"MEM194508020","johnm104","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19450802","0","FTW01","CIA","l","regular",""
"MEM194508261","johnm104","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19450826","1","MEM03","CVB","l","regular",""
"MEM194508262","johnm104","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19450826","2","MEM03","CVB","l","regular",""
"CVB194508290","johnm104","MEM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19450829","0","DAY03","CVB","l","regular",""
"KCM194509021","johnm104","MEM","3","value","2","","2","0","0","0","0","0","","0","0","","0","0","0","","0","","","","","","1","","1","","19450902","1","KAN05","KCM","w","regular","y"
"MEM194509170","johnm104","MEM","1","value","6","","","","","","","1","","","","","","","","","","","","","","","","1","","","19450917","0","LRK02","NY5","w","exhibition",""
"MEM194509170","johnm104","MEM","1","upper","9","","","","","","","3","","","","","","","","","","","","","","","","","","","19450917","0","LRK02","NY5","w","exhibition",""
"MEM194509250","johnm104","MEM","1","value","27","","","14","","","","6","","","","","","","","","","","","","","1","","1","","1","19450925","0","FTW01","CAG","l","exhibition",""
