"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"ASP194610011","chans101","ASF","2","value","12","","","1","","0","0","0","0","0","","2","0","0","0","","","1","","","","","","19461001","1","YOU01","ASP","W","exhibition","y"
"ASP194610011","chans101","ASF","2","lower","12","","","1","","0","0","0","0","0","","2","0","0","0","","","","","","","","","19461001","1","YOU01","ASP","W","exhibition","y"
"ASP194610011","chans101","ASF","2","upper","12","","","1","","0","0","0","0","0","","2","0","0","0","","","","","","","","","19461001","1","YOU01","ASP","W","exhibition","y"
"ASF194610012","chans101","ASF","2","value","15","","14","0","","","0","0","0","0","","2","0","0","0","0","","1","","","","","","19461001","2","CLE07","ASP","W","exhibition","y"
"ASF194610012","chans101","ASF","2","lower","15","","","0","","","0","0","0","0","","2","0","0","0","","","","","","","","","19461001","2","CLE07","ASP","W","exhibition","y"
"ASF194610012","chans101","ASF","2","upper","15","","","0","","","0","0","0","0","","2","0","0","0","","","","","","","","","19461001","2","CLE07","ASP","W","exhibition","y"
"ASP194610040","chans101","ASF","1","value","18","","22","4","","","0","1","","0","","2","0","0","0","2","","","","","1","","","19461004","0","NYC16","ASP","W","exhibition","y"
"ASP194610040","chans101","ASF","1","lower","18","","","4","","","0","1","","0","","2","0","0","0","","","","","","","","","19461004","0","NYC16","ASP","W","exhibition","y"
"ASP194610040","chans101","ASF","1","upper","18","","","4","","","0","1","","0","","2","0","0","0","","","","","","","","","19461004","0","NYC16","ASP","W","exhibition","y"
"ASF194610061","chans101","ASF","2","value","12","0","17","5","0","1","0","2","2","0","0","0","0","1","0","0","0","","","","","1","","19461006","1","NYC16","ASP","L","exhibition","y"
"ASF194610061","chans101","ASF","2","lower","12","","","5","","","0","0","0","0","0","0","0","1","0","","0","","","","","","","19461006","1","NYC16","ASP","L","exhibition","y"
"ASF194610061","chans101","ASF","2","upper","12","","","5","","","0","0","2","0","0","3","0","1","0","","0","","","","","","","19461006","1","NYC16","ASP","L","exhibition","y"
"ASP194610080","chans101","ASF","2","value","18","0","25","9","1","2","1","5","5","0","0","0","0","0","0","1","0","1","","","","1","","19461008","0","DAY03","ASP","W","exhibition","y"
"ASP194610080","chans101","ASF","2","lower","18","","","9","","","1","5","","0","0","0","0","0","0","","0","","","","","","","19461008","0","DAY03","ASP","W","exhibition","y"
"ASP194610080","chans101","ASF","2","upper","18","","","9","","","1","5","","0","0","3","0","0","0","","0","","","","","","","19461008","0","DAY03","ASP","W","exhibition","y"
"ASP194610130","chans101","ASF","2","value","15","3","20","5","1","0","1","3","2","0","0","0","0","0","0","0","0","","1","","","1","","19461013","0","KAN05","ASP","L","exhibition","y"
"ASP194610130","chans101","ASF","2","lower","15","","3","5","","0","1","3","2","0","0","0","0","0","0","","0","","","","","","","19461013","0","KAN05","ASP","L","exhibition","y"
"ASP194610130","chans101","ASF","2","upper","15","","20","5","","0","1","3","2","0","0","1","0","0","0","","0","","","","","","","19461013","0","KAN05","ASP","L","exhibition","y"
"ASF194610170","chans101","ASF","2","value","12","0","15","1","0","0","0","0","0","1","0","0","0","0","0","1","0","","","1","","1","","19461017","0","SAN03","KCR","W","exhibition","y"
"ASF194610170","chans101","ASF","2","lower","12","","","1","","0","0","0","0","1","0","0","0","0","0","","0","","","","","","","19461017","0","SAN03","KCR","W","exhibition","y"
"ASF194610170","chans101","ASF","2","upper","12","","","1","","0","0","0","0","1","0","1","0","0","0","","0","","","","","","","19461017","0","SAN03","KCR","W","exhibition","y"
"ASF194610230","chans101","ASF","1","value","9","","10","1","","","0","0","0","0","","2","0","0","0","0","","1","","","1","","","19461023","0","BAK01","KCR","W","exhibition","y"
"ASF194610230","chans101","ASF","1","lower","9","","","1","","","0","0","0","0","","2","0","0","0","","","","","","","","","19461023","0","BAK01","KCR","W","exhibition","y"
"ASF194610230","chans101","ASF","1","upper","9","","","1","","","0","0","0","0","","2","0","0","0","","","","","","","","","19461023","0","BAK01","KCR","W","exhibition","y"
