"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"PRG193910082","bittj101","PIR","1","1","value","15","0","2","0","0","0","0","19391008","2","LOS04","PRG","W","exhibition","y"
"PRG193910082","bittj101","PIR","1","1","lower","15","0","2","0","0","0","0","19391008","2","LOS04","PRG","W","exhibition","y"
"PRG193910082","bittj101","PIR","1","1","upper","15","0","2","0","0","0","0","19391008","2","LOS04","PRG","W","exhibition","y"
