"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BLG194804110","ortir102","CAG","1","value","24","","","6","","","","1","","","","","","","","","","","","","","","","1","","1","19480411","0","NSH02","BLG","l","exhibition",""
"IN9194805021","ortir102","CAG","1","value","27","","","","","","","1","","","","","","","","","","","","","1","","","1","","1","19480502","1","NOL01","IN9","w","regular",""
"CAG194805130","ortir102","CAG","1","value","27","","","9","","","","1","","","","","","","","","","","","","","1","","1","","1","19480513","0","MUS01","KCM","l","regular",""
"MEM194805190","ortir102","CAG","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19480519","0","GRE01","MEM","w","regular",""
"CAG194805232","ortir102","CAG","1","value","27","","","","","","","5","","","","","","","","","","","","","1","","","1","","1","19480523","2","CIN07","BIR","w","regular",""
"CVB194805302","ortir102","CAG","1","value","15","","","","","","","","","","","","","","","","","","","","","1","","1","","","19480530","2","CLE06","CVB","l","regular",""
"CAG194806061","ortir102","CAG","1","value","27","","","11","","","1","4","4","","","","","","","1","","","","","","1","","1","","1","19480606","1","CHI10","IN9","l","regular",""
"CAG194806110","ortir102","CAG","1","value","27","0","33","7","1","1","0","1","1","1","0","4","0","0","0","0","0","0","0","0","","1","","1","","1","19480611","0","CHI10","KCM","l","regular","y"
"BIR194806230","ortir102","CAG","1","value","27","","","9","","","","5","","","","","","","","","","","","","1","","","1","","1","19480623","0","NOL01","BIR","w","regular",""
"KCM194807051","ortir102","CAG","1","value","18","","29","8","","","1","4","","3","","5","0","1","0","0","","","","","","","","1","","","19480705","1","KAN05","KCM","l","regular","y"
"KCM194807051","ortir102","CAG","1","lower","18","","1","8","","","1","4","","3","","5","0","1","0","","","","","","","","","","","","19480705","1","KAN05","KCM","l","regular","y"
"CAG194807111","ortir102","CAG","1","value","6","","","11","","","","3","","","","","","","","","","","","","","1","","1","","","19480711","1","CHI10","KCM","l","regular",""
"CAG194807111","ortir102","CAG","1","upper","9","","","17","","","","6","","","","","","","","","","","","","","","","","","","19480711","1","CHI10","KCM","l","regular",""
"CAG194807130","ortir102","CAG","1","value","1","","","","","","","","","","","","","","","","","","","","","1","","1","","","19480713","0","IND10","KCM","l","regular",""
"CAG194807130","ortir102","CAG","1","upper","0","","","","","","","","","","","","","","","","","","","","","","","","","","19480713","0","IND10","KCM","l","regular",""
