"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"PRG193011010","huntb106","PRG","2","value","8","","14","1","","","0","0","0","5","","1","0","0","0","1","","","","","","1","","19301101","0","LOS02","KLK","L","exhibition","y"
"PRG193011010","huntb106","PRG","2","lower","8","","14","1","","","0","0","0","5","","1","0","0","0","1","","","","","","","","19301101","0","LOS02","KLK","L","exhibition","y"
"PRG193011010","huntb106","PRG","2","upper","8","","14","1","","","0","0","0","5","","1","0","0","0","1","","","","","","","","19301101","0","LOS02","KLK","L","exhibition","y"
"ASW193309100","huntb106","ASE","2","value","2","1","5","3","1","0","0","2","2","0","0","0","0","0","0","0","0","","1","","","","","19330910","0","CHI10","ASW","L","allstar","y"
"ASW193309100","huntb106","ASE","2","lower","2","1","5","3","1","0","0","2","2","0","0","0","0","0","0","","","","","","","","","19330910","0","CHI10","ASW","L","allstar","y"
"ASW193309100","huntb106","ASE","2","upper","2","1","5","3","1","0","0","2","2","0","0","0","0","0","0","","","","","","","","","19330910","0","CHI10","ASW","L","allstar","y"
"NNS193410230","huntb106","NNS","3","value","6","","6","0","","","0","0","0","0","","2","0","0","0","0","","1","","","","1","","19341023","0","PIT06","ASD","W","exhibition","y"
"NNS193410230","huntb106","NNS","3","lower","6","","6","0","","","0","0","0","0","","2","0","0","0","0","","","","","","","","19341023","0","PIT06","ASD","W","exhibition","y"
"NNS193410230","huntb106","NNS","3","upper","6","","6","0","","","0","0","0","0","","2","0","0","0","0","","","","","","","","19341023","0","PIT06","ASD","W","exhibition","y"
"PTC193509200","huntb106","PTC","1","value","20","","26","7","","","0","5","","3","","","0","0","0","0","","","","","1","","","19350920","0","PHI17","NY6","W","lcs","y"
"PTC193509200","huntb106","PTC","1","lower","20","","26","7","","","0","5","","3","","","0","0","0","0","","","","","","","","19350920","0","PHI17","NY6","W","lcs","y"
"PTC193509200","huntb106","PTC","1","upper","20","","26","7","","","0","5","","3","","","0","0","0","0","","","","","","","","19350920","0","PHI17","NY6","W","lcs","y"
"SHR193510090","huntb106","PTC","2","value","1","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","","","","","","","19351009","0","DAY03","SHR","W","exhibition","y"
"SHR193510090","huntb106","PTC","2","lower","1","0","4","0","","","0","0","","3","","0","0","0","0","0","","","","","","","","19351009","0","DAY03","SHR","W","exhibition","y"
"SHR193510090","huntb106","PTC","2","upper","1","0","4","0","","","0","0","","3","","0","0","0","0","0","","","","","","","","19351009","0","DAY03","SHR","W","exhibition","y"
"ALM193510270","huntb106","PTC","1","value","24","0","40","9","1","0","1","7","7","7","0","6","0","2","0","1","0","","1","","1","","1","19351027","0","MEX01","ALM","L","exhibition","y"
"ALM193510270","huntb106","PTC","1","lower","24","","39","9","","","1","7","","7","","6","0","2","0","0","","","","","","","","19351027","0","MEX01","ALM","L","exhibition","y"
"ALM193510270","huntb106","PTC","1","upper","24","","40","9","","","1","7","","7","","6","0","2","0","1","","","","","","","","19351027","0","MEX01","ALM","L","exhibition","y"
"PH5193609170","huntb106","PH5","2","value","15","","12","3","","","0","0","0","0","","","0","0","0","0","","","","","","1","","19360917","0","PHI17","WEG","L","championship","y"
"PH5193609170","huntb106","PH5","2","lower","15","","","","","","0","","","","","","0","0","0","","","","","","","","","19360917","0","PHI17","WEG","L","championship","y"
"PH5193609170","huntb106","PH5","2","upper","15","","","","","","0","","","","","","0","0","0","","","","","","","","","19360917","0","PHI17","WEG","L","championship","y"
"PH5193609201","huntb106","PH5","2","value","9","","","","","","1","4","","3","","0","0","0","0","","","","1","","","1","","19360920","1","NYC14","WEG","L","exhibition","y"
"PH5193609201","huntb106","PH5","2","lower","9","","","","","","1","4","","3","","0","0","0","0","","","","","","","","","19360920","1","NYC14","WEG","L","exhibition","y"
"PH5193609201","huntb106","PH5","2","upper","9","","","","","","1","4","","3","","0","0","0","0","","","","","","","","","19360920","1","NYC14","WEG","L","exhibition","y"
