"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BLG193805030","housj103","CAG","1","value","24","","37","10","","","","4","4","4","","","0","","","2","","","","","","1","","1","","1","19380503","0","NSH02","BLG","l","exhibition","y"
"ATN193805090","housj103","CAG","1","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19380509","0","ELB01","ATN","l","exhibition",""
"CAG193805300","housj103","CAG","3","value","","","","","","","","","","","","","","","","","","","","","1","","","","1","","19380530","0","CHI09","KCM","w","regular",""
"CAG193806051","housj103","CAG","1","value","27","","","8","","","","4","","","","4","","","","","","","","","","1","","1","","1","19380605","1","CHI09","JAX","l","regular",""
"CAG193806180","housj103","CAG","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19380618","0","CHI09","KCM","l","regular",""
"CAG193807042","housj103","CAG","1","value","27","","","10","","","","6","","","","","","","","","","","","","","1","","1","","1","19380704","2","CHI09","BIR","l","regular",""
"CAG193807042","housj103","CAG","1","lower","27","","","10","1","","","6","","2","","","","","","","1","","","","","1","","1","","1","19380704","2","CHI09","BIR","l","regular",""
"KCM193807162","housj103","CAG","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19380716","2","WIN01","KCM","l","regular",""
"CAG193808150","housj103","CAG","1","value","21","","","","","","","4","","","","","","","","","","","","","","1","","1","","","19380815","0","CHI09","ATN","l","regular",""
"BIR193808200","housj103","CAG","3","value","5","","11","3","","0","0","4","","2","","0","0","","","","","","","","","","","","1","","19380820","0","LEE01","BIR","l","exhibition","y"
"CAG193809052","housj103","CAG","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19380905","2","CHI09","MEM","l","regular",""
"CAG193905212","housj103","CAG","1","value","27","","","","","","","0","0","","","","","","","","","","","","1","","","1","","1","19390521","2","CHI09","KCM","w","regular",""
"CAG193905220","housj103","CAG","4","value","","","","","","","","","","","","","","","","","","","","","","1","","","1","","19390522","0","CHI09","KCM","l","regular",""
"CAG193905282","housj103","CAG","2","value","3","","","","","","","","","","","","","","","","","","","","","","","","1","","19390528","2","CHI09","MEM","w","regular",""
"CAG193905290","housj103","CAG","1","value","18","0","31","11","1","1","0","5","5","2","0","3","0","0","0","2","1","3","1","0","","","","1","","","19390529","0","CHI09","MEM","l","regular","y"
"CAG193906050","housj103","CAG","3","value","","","","","","","","","","","","","","","","","","","","","","","1","","1","","19390605","0","CHI09","CV9","w","regular",""
"SSA193906110","housj103","CAG","1","value","24","","37","6","0","1","1","5","","2","","6","0","0","0","1","","","","","","1","","1","","1","19390611","0","STL13","SSA","l","regular","y"
"CAG193906190","housj103","CAG","1","value","21","0","30","6","1","0","1","2","2","4","0","2","0","0","0","0","0","0","0","0","1","","","1","","1","19390619","0","CHI09","SSA","w","regular","y"
"MEM193906260","housj103","CAG","1","value","27","","","","","","","2","","","","","","","","","","","","","1","","","1","","1","19390626","0","LRK02","MEM","w","regular",""
