"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BLS192909292","hendb102","ASB","1","value","20","","25","3","","","0","2","2","2","","9","0","0","0","0","","","1","","1","","1","19290929","2","BAL13","BLS","L","exhibition","y"
"BLS192909292","hendb102","ASB","1","lower","20","","25","3","","","0","2","2","2","","9","0","0","0","0","","","","","","","","19290929","2","BAL13","BLS","L","exhibition","y"
"BLS192909292","hendb102","ASB","1","upper","20","","25","3","","","0","2","2","2","","9","0","0","0","0","","","","","","","","19290929","2","BAL13","BLS","L","exhibition","y"
"BLS192910062","hendb102","ASB","1","value","21","0","32","13","","","0","5","","1","","5","0","0","0","0","","1","","","1","","1","19291006","2","BAL13","BLS","W","exhibition","y"
"BLS192910062","hendb102","ASB","1","lower","21","0","32","13","","","0","5","","1","","5","0","0","0","0","","","","","","","","19291006","2","BAL13","BLS","W","exhibition","y"
"BLS192910062","hendb102","ASB","1","upper","21","0","32","13","","","0","5","","1","","5","0","0","0","0","","","","","","","","19291006","2","BAL13","BLS","W","exhibition","y"
"BLS192910132","hendb102","ASB","1","value","18","","26","3","","","0","2","","4","","9","0","1","0","1","","","1","","1","","1","19291013","2","BAL13","BLS","L","exhibition","y"
"BLS192910132","hendb102","ASB","1","lower","18","","26","3","","","0","2","","4","","9","0","1","0","1","","","","","","","","19291013","2","BAL13","BLS","L","exhibition","y"
"BLS192910132","hendb102","ASB","1","upper","18","","26","3","","","0","2","","4","","9","0","1","0","1","","","","","","","","19291013","2","BAL13","BLS","L","exhibition","y"
"BLS192910202","hendb102","ASB","2","value","5","","6","1","","","1","1","","1","","0","0","1","0","0","","","","","","1","","19291020","2","BAL13","BLS","L","exhibition","y"
"BLS192910202","hendb102","ASB","2","lower","5","","6","1","","","1","1","","1","","0","0","1","0","0","","","","","","","","19291020","2","BAL13","BLS","L","exhibition","y"
"BLS192910202","hendb102","ASB","2","upper","5","","6","1","","","1","1","","1","","0","0","1","0","0","","","","","","","","19291020","2","BAL13","BLS","L","exhibition","y"
